gene,ensembl_gene_id,log2FoldChange,padj
Fgfr2,ENSMUSG00000030849,-1.88885,6.09313130207627e-29
Golga7,ENSMUSG00000015341,-1.28051,9.5162514818472e-29
Sp1,ENSMUSG00000001280,-1.67049,1.45385215504833e-28
Unc13c,ENSMUSG00000062151,-1.1879,1.49051994154876e-28
"",ENSMUSG00000097815,1.36889,1.68904865898267e-28
Reep3,ENSMUSG00000019873,-1.90681,1.74407570886273e-28
Megf10,ENSMUSG00000024593,-2.12765,1.97796306268367e-28
Tmem88b,ENSMUSG00000073680,-1.68797,3.9383224778831e-28
Hbb-bt,ENSMUSG00000073940,-1.88168,5.80698282496319e-28
Cyb5r3,ENSMUSG00000018042,1.15018,8.93993427471874e-28
Itgb8,ENSMUSG00000025321,-1.92918,8.93993427471874e-28
Sptbn1,ENSMUSG00000020315,-1.05089,1.32603688572251e-27
Anln,ENSMUSG00000036777,-1.96875,1.38761013517627e-27
Sall1,ENSMUSG00000031665,-2.32809,1.85262165878362e-27
Mal,ENSMUSG00000027375,-2.06268,3.12379891983845e-27
mt-Nd2,ENSMUSG00000064345,-3.86332,6.4140631641404e-27
Tns3,ENSMUSG00000020422,-1.62211,6.57831671760737e-27
Cst3,ENSMUSG00000027447,-1.27279,6.57831671760737e-27
Celf3,ENSMUSG00000028137,1.24077,1.6082231775388e-26
Araf,ENSMUSG00000001127,1.07721,2.18168236548412e-26
Zfp36l1,ENSMUSG00000021127,-2.09445,2.41194163451512e-26
Papss2,ENSMUSG00000024899,-1.89943,2.67024664702245e-26
Spag7,ENSMUSG00000018287,1.29394,3.6261245637322e-26
Slc7a2,ENSMUSG00000031596,-2.24688,3.69980406790183e-26
Irs4,ENSMUSG00000054667,1.62511,3.78080740123382e-26
Tmem130,ENSMUSG00000043388,1.13805,5.26115925127343e-26
Gfap,ENSMUSG00000020932,-1.54163,6.56946560954197e-26
Nrsn1,ENSMUSG00000048978,-1.18187,6.80573703387598e-26
mt-Rnr2,ENSMUSG00000064339,-4.74128,7.50329729584066e-26
Ptprn,ENSMUSG00000026204,1.26415,7.73667393218538e-26
Aldoc,ENSMUSG00000017390,-1.25102,8.01941500559414e-26
Thrap3,ENSMUSG00000043962,1.22748,9.88696245305652e-26
Lpp,ENSMUSG00000033306,-1.51647,1.14961509803494e-25
Sept4,ENSMUSG00000020486,-1.20169,1.15529253341981e-25
Npy,ENSMUSG00000029819,1.94202,1.37415663337018e-25
Ugt8a,ENSMUSG00000032854,-2.30611,1.46334837283885e-25
Paqr8,ENSMUSG00000025931,-1.42269,1.6238270059702e-25
Ptprz1,ENSMUSG00000068748,-1.56991,3.61797622146735e-25
Rfx4,ENSMUSG00000020037,-1.896,3.76302990671765e-25
Clic4,ENSMUSG00000037242,-1.75851,4.04728945704023e-25
2310022B05Rik,ENSMUSG00000031983,-1.41522,4.83716806858166e-25
Bclaf1,ENSMUSG00000037608,1.29882,4.98751075602455e-25
Atp1a1,ENSMUSG00000033161,1.23061,5.05703459690957e-25
Purb,ENSMUSG00000094483,-0.97953,7.20470006929335e-25
Scd2,ENSMUSG00000025203,-1.29152,7.70445623535312e-25
Ecel1,ENSMUSG00000026247,1.64336,9.91572616193689e-25
Zfp644,ENSMUSG00000049606,-1.13421,1.28498312776528e-24
Nrsn2,ENSMUSG00000059361,0.98769,1.28498312776528e-24
Gja1,ENSMUSG00000050953,-1.64351,1.86501560305963e-24
mt-Nd6,ENSMUSG00000064368,-3.78211,1.8970075477302e-24
S1pr1,ENSMUSG00000045092,-1.80873,3.39707610763102e-24
Tspan2,ENSMUSG00000027858,-1.41401,4.88342309923225e-24
H2bc4,ENSMUSG00000018102,-1.7124,5.97909985708347e-24
Gm6565,ENSMUSG00000079224,1.45736,7.32620635255223e-24
Fgfr3,ENSMUSG00000054252,-1.78926,9.9383292456665e-24
Ptch1,ENSMUSG00000021466,-1.47109,1.0309218840797e-23
Pla2g7,ENSMUSG00000023913,-1.62515,1.35506708648077e-23
Fgd6,ENSMUSG00000020021,-1.72592,1.87850323825483e-23
Kif1c,ENSMUSG00000020821,-1.42658,2.14432497022922e-23
mt-Atp8,ENSMUSG00000064356,-4.08951,2.67833397307785e-23
Csrp1,ENSMUSG00000026421,-1.38797,2.74583679849688e-23
Nhsl1,ENSMUSG00000039835,-1.56225,4.31951989212494e-23
Pclo,ENSMUSG00000061601,-0.99075,4.85578738228579e-23
Pip4k2a,ENSMUSG00000026737,-1.05481,5.07891981423273e-23
mt-Rnr1,ENSMUSG00000064337,-4.31941,7.10653948351705e-23
mt-Co2,ENSMUSG00000064354,-3.64848,7.112650309408e-23
Mag,ENSMUSG00000036634,-1.99124,9.99924043717598e-23
Acap2,ENSMUSG00000049076,-1.43582,1.38407040021278e-22
Litaf,ENSMUSG00000022500,-2.23073,1.71561048370463e-22
Slc14a1,ENSMUSG00000059336,-2.05986,1.94177815358121e-22
Plce1,ENSMUSG00000024998,-1.53755,2.28604017117199e-22
Abhd4,ENSMUSG00000040997,-1.48552,2.43941739942017e-22
Gstm1,ENSMUSG00000058135,-1.32178,2.51447921061959e-22
Tst,ENSMUSG00000044986,-2.11435,4.03131835197483e-22
Habp4,ENSMUSG00000021476,0.95055,6.66754021700831e-22
Mymk,ENSMUSG00000009214,3.24919,7.81124695940997e-22
Fa2h,ENSMUSG00000033579,-2.14837,9.53844890727648e-22
Snurf,ENSMUSG00000102627,1.55392,1.03903825459142e-21
Gjb6,ENSMUSG00000040055,-1.93706,1.18055252441006e-21
Erbin,ENSMUSG00000021709,-1.17105,1.24632113502205e-21
Lix1,ENSMUSG00000047786,-1.59486,1.24632113502205e-21
Otud7b,ENSMUSG00000038495,-1.09893,1.48175410320838e-21
Sox8,ENSMUSG00000024176,-1.7985,1.4820306556625e-21
Phlpp1,ENSMUSG00000044340,-1.22074,1.538075371239e-21
Tmem35a,ENSMUSG00000033578,1.32724,1.72250712461283e-21
S100a1,ENSMUSG00000044080,-1.90532,1.81890685347499e-21
Nfib,ENSMUSG00000008575,-1.5642,1.82417234031764e-21
Egfr,ENSMUSG00000020122,-2.1559,2.00920294464108e-21
Onecut2,ENSMUSG00000045991,-1.60282,2.10874027584709e-21
Spop,ENSMUSG00000057522,-0.8791,2.37699928466441e-21
Dock1,ENSMUSG00000058325,-1.96672,2.92839416132033e-21
Ndn,ENSMUSG00000033585,0.98777,3.2031485604996e-21
Prex1,ENSMUSG00000039621,-1.31791,3.72405221811303e-21
Sash1,ENSMUSG00000015305,-1.00846,4.04707881285271e-21
Pcdhgc3,ENSMUSG00000102918,-1.53666,4.55531181439417e-21
Ttyh1,ENSMUSG00000030428,-1.45838,4.5616978159263e-21
mt-Nd1,ENSMUSG00000064341,-3.5464,4.56900104812452e-21
Pld3,ENSMUSG00000003363,1.09491,6.48363249176139e-21
Lpar1,ENSMUSG00000038668,-2.48445,6.48963713067424e-21
mt-Tp,ENSMUSG00000064372,-3.60596,1.07920614214843e-20
Ptov1,ENSMUSG00000038502,1.05926,1.09864811827017e-20
Apod,ENSMUSG00000022548,-1.95826,1.24655382028701e-20
Gatm,ENSMUSG00000027199,-1.63226,1.31045760235402e-20
Timp4,ENSMUSG00000030317,-1.74741,1.31045760235402e-20
Olig2,ENSMUSG00000039830,-2.02211,2.10167558940849e-20
Kcnj16,ENSMUSG00000051497,-1.4867,2.69901703577625e-20
Mobp,ENSMUSG00000032517,-1.53289,4.28071114051132e-20
Sept2,ENSMUSG00000026276,-1.19412,4.87167135074454e-20
Slc39a12,ENSMUSG00000036949,-2.00168,4.95318884712318e-20
H2-Q2,ENSMUSG00000091705,2.24938,4.95318884712318e-20
Adhfe1,ENSMUSG00000025911,-2.43448,5.9792411183306e-20
Sumo3,ENSMUSG00000020265,0.98367,6.38337934014587e-20
Heyl,ENSMUSG00000032744,-1.70887,8.4971794878203e-20
Rftn2,ENSMUSG00000025978,-2.02101,2.22189340692393e-19
Xiap,ENSMUSG00000025860,-0.99373,2.48873799653557e-19
Gpr37l1,ENSMUSG00000026424,-1.97545,2.72179345969092e-19
Ptges3-ps,ENSMUSG00000040078,-3.71306,3.55870524937279e-19
1700086L19Rik,ENSMUSG00000071265,1.43137,3.80201874861667e-19
Gm29216,ENSMUSG00000101249,-3.26884,4.44326864328998e-19
Gaa,ENSMUSG00000025579,1.08623,4.68675644927144e-19
Rnf187,ENSMUSG00000020496,0.984,4.7796277415046e-19
Fads1,ENSMUSG00000010663,-1.20119,5.51415618987142e-19
Axl,ENSMUSG00000002602,-1.82648,7.792347307329e-19
Rnf128,ENSMUSG00000031438,1.79119,9.21182598559477e-19
Timp3,ENSMUSG00000020044,-1.15468,9.62288698749372e-19
mt-Co1,ENSMUSG00000064351,-3.88936,9.62288698749372e-19
Slc6a3,ENSMUSG00000021609,-2.01722,1.07569452578523e-18
Amot,ENSMUSG00000041688,-1.61722,1.20847238604955e-18
Tbx3os2,ENSMUSG00000086847,3.59686,1.31957535204803e-18
Mest,ENSMUSG00000051855,1.50643,1.38995031148596e-18
Gm37701,ENSMUSG00000104174,-1.76782,1.74888359437569e-18
Rnasek,ENSMUSG00000093989,1.0605,1.98805940241421e-18
Fam216a,ENSMUSG00000029463,1.03921,2.78142656642816e-18
Ankrd12,ENSMUSG00000034647,-0.93376,3.14462183946199e-18
Ntsr2,ENSMUSG00000020591,-1.33417,3.42088088517506e-18
Mmd2,ENSMUSG00000039533,-1.2061,4.08634031022432e-18
Itgav,ENSMUSG00000027087,-2.01039,4.17792934134089e-18
Vcam1,ENSMUSG00000027962,-2.12007,4.56308842376488e-18
Padi2,ENSMUSG00000028927,-1.61207,5.25264844180224e-18
Sox10,ENSMUSG00000033006,-1.97175,5.30202345566545e-18
Epb41l2,ENSMUSG00000019978,-1.11882,6.27804754761754e-18
mt-Tl1,ENSMUSG00000064340,-2.21062,6.29358167513485e-18
Acss1,ENSMUSG00000027452,-1.6719,6.4183400375448e-18
Cpne3,ENSMUSG00000028228,-1.6217,7.11375977967173e-18
Rassf2,ENSMUSG00000027339,-1.07744,7.95943640244752e-18
Nme2,ENSMUSG00000020857,1.27376,8.57664392671431e-18
Psat1,ENSMUSG00000024640,-1.194,9.65756530634915e-18
Bmp2k,ENSMUSG00000034663,-1.51247,1.12444196747352e-17
Rogdi,ENSMUSG00000022540,1.03666,1.31300104152369e-17
Asrgl1,ENSMUSG00000024654,-0.86885,2.58253618176394e-17
Pygm,ENSMUSG00000032648,-1.97324,2.58253618176394e-17
Bex2,ENSMUSG00000042750,1.03992,2.66409623057462e-17
Glud1,ENSMUSG00000021794,-0.97678,2.67171925150671e-17
Mlc1,ENSMUSG00000035805,-1.17275,3.07807489125788e-17
S100a16,ENSMUSG00000074457,-1.64377,3.13388124682929e-17
Tnfrsf11b,ENSMUSG00000063727,3.5197,3.72159463490889e-17
Olfr287,ENSMUSG00000090129,-2.3552,3.72159463490889e-17
Pdgfra,ENSMUSG00000029231,-2.43228,4.16731296774445e-17
Dab2,ENSMUSG00000022150,-1.88898,4.24156627340664e-17
Fmnl2,ENSMUSG00000036053,-1.02329,4.55993361028458e-17
Rapgef4,ENSMUSG00000049044,-0.94593,6.52580261096554e-17
Arhgef10,ENSMUSG00000071176,-1.67514,6.52580261096554e-17
Gabre,ENSMUSG00000031340,1.43444,7.29381582310167e-17
Minar2,ENSMUSG00000050875,0.96918,7.79767618393704e-17
Ube2e2,ENSMUSG00000058317,1.04809,9.50216453910942e-17
"",ENSMUSG00000099597,-1.18689,1.0008880750562e-16
Cyp2j9,ENSMUSG00000015224,-1.64349,1.03405301489808e-16
Gm28661,ENSMUSG00000102070,-5.69476,1.22322671290883e-16
Tmem59l,ENSMUSG00000035964,1.15119,1.5591347200598e-16
Oip5os1,ENSMUSG00000085438,-1.27917,1.5790456972001e-16
Pdlim5,ENSMUSG00000028273,-1.2034,1.58883448803889e-16
Slc12a2,ENSMUSG00000024597,-1.53649,1.64935242987234e-16
Gm37158,ENSMUSG00000103234,-1.28261,1.64935242987234e-16
Fgf13,ENSMUSG00000031137,0.86995,1.86230961787747e-16
Hook3,ENSMUSG00000037234,-0.88048,1.94648060057775e-16
Mpp6,ENSMUSG00000038388,-1.12346,2.14017699439791e-16
Neu4,ENSMUSG00000034000,-2.83048,2.1798741814799e-16
Nhlh2,ENSMUSG00000048540,1.62761,2.50907914388168e-16
Resp18,ENSMUSG00000033061,1.12342,2.78074011553189e-16
mt-Co3,ENSMUSG00000064358,-3.31342,2.78074011553189e-16
Nacc2,ENSMUSG00000026932,-0.87596,2.83063745551573e-16
Sox9,ENSMUSG00000000567,-2.09565,2.95058011341083e-16
Fezf1,ENSMUSG00000029697,1.77393,3.39382609717895e-16
Ppp1r3c,ENSMUSG00000067279,-1.27575,3.88004428038254e-16
Rock1,ENSMUSG00000024290,-1.21106,3.88182586789232e-16
Klf3,ENSMUSG00000029178,-1.17605,4.03546076461741e-16
Lrig1,ENSMUSG00000030029,-1.40454,4.14874358800228e-16
Usf3,ENSMUSG00000068284,-0.89001,4.73808339027085e-16
Gna13,ENSMUSG00000020611,-0.89399,4.88543145072864e-16
Mtmr10,ENSMUSG00000030522,-1.57274,4.90676307687818e-16
Gorasp2,ENSMUSG00000014959,0.93331,5.50143390928282e-16
Abhd3,ENSMUSG00000002475,-1.44451,5.72178213287897e-16
Gab1,ENSMUSG00000031714,-1.49894,5.90454672003157e-16
Ywhah,ENSMUSG00000018965,0.74463,6.25805235378032e-16
Catspere2,ENSMUSG00000091476,-1.84856,7.17723255622895e-16
Tlcd1,ENSMUSG00000019437,-2.3959,7.51795483070037e-16
5031439G07Rik,ENSMUSG00000036046,-1.00057,8.6408241948482e-16
Rtl8b,ENSMUSG00000067924,0.91177,8.64272671647875e-16
Gpr146,ENSMUSG00000044197,-1.80769,8.77859366764322e-16
Gm43305,ENSMUSG00000105703,0.77141,1.12399651887909e-15
Gm42927,ENSMUSG00000105207,-1.20935,1.25102607473084e-15
Elovl7,ENSMUSG00000021696,-1.65422,1.30481858591049e-15
Ccdc88a,ENSMUSG00000032740,-0.93634,1.31623953137554e-15
Dlk1,ENSMUSG00000040856,0.82796,1.67833224169802e-15
Tjp1,ENSMUSG00000030516,-0.93265,1.71458305026303e-15
Pianp,ENSMUSG00000030329,0.88102,1.94795147450837e-15
Gpr17,ENSMUSG00000052229,-1.85088,2.27554173867627e-15
Kansl1l,ENSMUSG00000026004,-1.38605,2.37033168481424e-15
Scd1,ENSMUSG00000037071,-0.99743,2.5437095975839e-15
Map2,ENSMUSG00000015222,-0.82159,2.61046503698989e-15
Pou3f2,ENSMUSG00000095139,-1.4468,3.50948622140613e-15
Bsn,ENSMUSG00000032589,-0.76992,3.70683526084825e-15
Zfp488,ENSMUSG00000044519,-1.43744,3.76893424337601e-15
Tet1,ENSMUSG00000047146,-1.12835,3.86925349546351e-15
Shank1,ENSMUSG00000038738,-0.81323,4.07197428775533e-15
Arglu1,ENSMUSG00000040459,1.26545,4.07197428775533e-15
Gabarapl2,ENSMUSG00000031950,0.83976,4.20923475359988e-15
Sox6,ENSMUSG00000051910,-1.47325,5.64341337433368e-15
Cdk5r2,ENSMUSG00000090071,0.96272,5.64556916810187e-15
Ttyh2,ENSMUSG00000034714,-1.61867,5.87916748653138e-15
Trp53i11,ENSMUSG00000068735,0.9363,6.3864368940586e-15
Nptxr,ENSMUSG00000022421,1.05979,6.53459598812641e-15
Pllp,ENSMUSG00000031775,-1.51014,6.75384532712526e-15
Cyfip1,ENSMUSG00000030447,-1.09032,6.79239541941328e-15
Nr5a1,ENSMUSG00000026751,2.15869,7.46263851092762e-15
mt-Te,ENSMUSG00000064369,-3.10054,8.09827762089842e-15
Dusp26,ENSMUSG00000039661,0.89683,8.519658332115e-15
Arap2,ENSMUSG00000037999,-1.33793,1.06620854118075e-14
Wnk1,ENSMUSG00000045962,-0.83234,1.19849444728006e-14
Tceal3,ENSMUSG00000044550,0.99821,1.31279391081417e-14
Morf4l1,ENSMUSG00000062270,0.7457,1.33499859477856e-14
Slc25a18,ENSMUSG00000004902,-1.67912,1.37381011467292e-14
Pon3,ENSMUSG00000029759,2.36248,1.55102401650026e-14
Rims3,ENSMUSG00000032890,0.79161,1.55102401650026e-14
Nadk2,ENSMUSG00000022253,-1.1299,1.78985156696059e-14
Fgf1,ENSMUSG00000036585,-0.7515,1.79452118637875e-14
Atp5md,ENSMUSG00000071528,1.01882,1.80996908869095e-14
Tceal6,ENSMUSG00000031409,1.00324,1.83452777169152e-14
Luzp2,ENSMUSG00000063297,-1.11561,1.83452777169152e-14
Rian,ENSMUSG00000097451,-0.94192,1.92667577183464e-14
Gprc5b,ENSMUSG00000008734,-1.58497,2.21103508057973e-14
Klc2,ENSMUSG00000024862,0.85809,2.44925115653131e-14
Mog,ENSMUSG00000076439,-1.82698,2.80159377466167e-14
Bex3,ENSMUSG00000046432,0.91871,2.95169501541529e-14
Fam166a,ENSMUSG00000026969,1.14129,2.9908263120017e-14
Rmrp,ENSMUSG00000088088,-3.28923,3.14025932296542e-14
Carmil1,ENSMUSG00000021338,-1.19851,3.49193672262849e-14
Ptpro,ENSMUSG00000030223,1.14563,3.68329201430809e-14
Kif5b,ENSMUSG00000006740,-0.74067,3.74238903769241e-14
Pex5l,ENSMUSG00000027674,-0.88324,3.74238903769241e-14
Aspa,ENSMUSG00000020774,-1.95274,4.10518093453089e-14
Gjc3,ENSMUSG00000056966,-1.59098,4.51186858853055e-14
Entpd1,ENSMUSG00000048120,-2.5478,5.00039056882164e-14
Ankrd40,ENSMUSG00000020864,-0.96566,5.6418513824655e-14
Gm9843,ENSMUSG00000050299,1.00426,6.11006496876891e-14
Agt,ENSMUSG00000031980,-1.72917,6.47746916000817e-14
Crebrf,ENSMUSG00000048249,-0.74609,8.36747508929529e-14
Rrp7a,ENSMUSG00000018040,1.00626,8.41814169540451e-14
Arhgap5,ENSMUSG00000035133,-0.87463,8.57914621054154e-14
Cckar,ENSMUSG00000029193,1.54679,8.65607433142462e-14
Mob1b,ENSMUSG00000006262,-0.97306,1.01349190380569e-13
Plekho2,ENSMUSG00000050721,-1.764,1.09014120402248e-13
Gpc5,ENSMUSG00000022112,-1.90958,1.11230475437658e-13
Srrm2,ENSMUSG00000039218,0.86795,1.11839606596911e-13
Mc3r,ENSMUSG00000038537,2.32517,1.19175098825705e-13
Apc,ENSMUSG00000005871,-0.76013,1.32427770531097e-13
Foxn3,ENSMUSG00000033713,-1.09629,1.332243252411e-13
Tceal5,ENSMUSG00000054034,0.96737,1.332243252411e-13
Krt90,ENSMUSG00000048699,2.41352,1.34345491985732e-13
Prokr1,ENSMUSG00000049409,3.24697,1.47279914048194e-13
Igsf11,ENSMUSG00000022790,-1.42403,1.50579028784895e-13
Atp1b2,ENSMUSG00000041329,-0.91422,1.5897770491415e-13
Spryd3,ENSMUSG00000036966,0.8588,1.71430737880371e-13
Golgb1,ENSMUSG00000034243,-0.84171,1.72249103914983e-13
Fam219a,ENSMUSG00000028439,0.87765,1.79486111079947e-13
Chpt1,ENSMUSG00000060002,-1.51792,1.96040138885953e-13
Mapre3,ENSMUSG00000029166,0.90956,2.32452567713952e-13
Acot11,ENSMUSG00000034853,-1.21224,2.39413192286041e-13
Cdh13,ENSMUSG00000031841,1.14804,2.50323850973168e-13
Gm5152,ENSMUSG00000069355,7.16768,2.52145182930841e-13
Slc6a1,ENSMUSG00000030310,-1.09071,2.73344755021469e-13
Akap9,ENSMUSG00000040407,-0.7727,2.73344755021469e-13
Ankib1,ENSMUSG00000040351,-0.84495,2.75302161157296e-13
Cngb1,ENSMUSG00000031789,1.82595,2.80068891707242e-13
Hbb-bs,ENSMUSG00000052305,-1.37955,2.90945756025427e-13
Prdx6,ENSMUSG00000026701,-0.95564,2.98393013606578e-13
Gabarapl1,ENSMUSG00000030161,0.73355,3.20920227504996e-13
Rpl23,ENSMUSG00000071415,0.76283,3.27203562064006e-13
Morf4l2,ENSMUSG00000031422,0.94881,3.31018797427804e-13
Dnajb4,ENSMUSG00000028035,0.81398,3.4470447637955e-13
Prmt2,ENSMUSG00000020230,0.79072,3.55815441093117e-13
Gm28437,ENSMUSG00000101111,-4.59478,3.92539844484737e-13
Snx2,ENSMUSG00000034484,0.90994,3.95288775125114e-13
Spire1,ENSMUSG00000024533,-0.74092,4.51460162784237e-13
Ak3,ENSMUSG00000024782,-1.0107,4.65861823981761e-13
Pls1,ENSMUSG00000049493,-1.82059,4.65861823981761e-13
Rhobtb3,ENSMUSG00000021589,-1.05654,5.08193436671943e-13
Dazap2,ENSMUSG00000000346,-0.93703,5.33939917188744e-13
Bex1,ENSMUSG00000050071,0.90961,5.39028748600426e-13
Gm38393,ENSMUSG00000000948,-1.49922,5.42405135945639e-13
Tox2,ENSMUSG00000074607,0.89689,5.58152366599779e-13
Klhl5,ENSMUSG00000054920,-1.3762,5.67685075033109e-13
Rbbp7,ENSMUSG00000031353,0.87994,5.80250392426974e-13
Gng11,ENSMUSG00000032766,-1.98903,5.98382140939572e-13
