gene,ensembl_gene_id,log2FoldChange,padj
Slco1a4,ENSMUSG00000030237,-2.40525919770296,1.79827567828032e-06
Rftn2,ENSMUSG00000025978,-2.49739426231444,1.81182621811589e-06
Fam53b,ENSMUSG00000030956,-1.0907987467352,1.82035713805867e-06
Mfsd9,ENSMUSG00000041945,2.26422417958607,1.84220947608446e-06
Nalcn,ENSMUSG00000000197,0.56825158805824,1.85520111499763e-06
Rmnd1,ENSMUSG00000019763,-0.694710089377576,1.87249609605361e-06
Tmem158,ENSMUSG00000054871,0.940444884896614,1.88042748342305e-06
Aass,ENSMUSG00000029695,-3.81901649293278,1.89354592089891e-06
Tent5c,ENSMUSG00000044468,-2.07173798033559,1.9027905617697e-06
Zmat4,ENSMUSG00000037492,-0.758181617979095,1.90758186809472e-06
Kcna5,ENSMUSG00000045534,1.14476081853675,1.91590349203653e-06
Rtl1,ENSMUSG00000085925,-1.15930538833519,1.93293111603055e-06
Thoc3,ENSMUSG00000025872,0.654498514778095,1.9372713406913e-06
Med1,ENSMUSG00000018160,-0.627214931386532,1.94091044551372e-06
Rragc,ENSMUSG00000028646,0.478470141236566,1.9486542557521e-06
Cfap36,ENSMUSG00000020462,0.396404847773876,1.95106157525085e-06
Ldhd,ENSMUSG00000031958,-1.00389570145886,1.99230489870331e-06
Nr4a2,ENSMUSG00000026826,-1.078764464657,2.0209502844175e-06
Plat,ENSMUSG00000031538,-1.13392444134082,2.04011737197883e-06
Myh9,ENSMUSG00000022443,-1.0173161624761,2.04592934585674e-06
Slc35d1,ENSMUSG00000028521,-0.947593030900831,2.08507789515245e-06
Cstf2,ENSMUSG00000031256,-0.562641560887595,2.08860198179858e-06
Actg1,ENSMUSG00000062825,0.438790337014888,2.09599285455727e-06
Adgrl4,ENSMUSG00000039167,-3.00769114214963,2.1004195470349e-06
Lmo3,ENSMUSG00000030226,-0.533857948243505,2.11295126303601e-06
Srxn1,ENSMUSG00000032802,0.56546745840232,2.12735386583506e-06
Polr2i,ENSMUSG00000019738,0.669437506588642,2.1413550431874e-06
Fam32a,ENSMUSG00000003039,0.414829255432369,2.153625538209e-06
Tspan18,ENSMUSG00000027217,1.00175392969671,2.15676460645009e-06
C1qc,ENSMUSG00000036896,-1.7816845393873,2.15891811618544e-06
Tgfbr2,ENSMUSG00000032440,-1.6573083771306,2.1734502523664e-06
Scn2b,ENSMUSG00000070304,0.432030378982337,2.1742694307814e-06
Tm9sf4,ENSMUSG00000068040,0.514227309165248,2.18680278174377e-06
Usp10,ENSMUSG00000031826,0.609634246745447,2.18784140503171e-06
Stx4a,ENSMUSG00000030805,-0.529574992765652,2.21179579820819e-06
Srgn,ENSMUSG00000020077,-4.24995025694777,2.23775534415233e-06
Folh1,ENSMUSG00000001773,-2.9867988768435,2.28697201330523e-06
Reep2,ENSMUSG00000038555,0.480700396985044,2.31624571131946e-06
Ubxn1,ENSMUSG00000071655,0.651190192154275,2.31786146519973e-06
B3galt5,ENSMUSG00000074892,-0.833048422301496,2.32066395437494e-06
Tug1,ENSMUSG00000056579,0.41640749912755,2.35054310000409e-06
Rgs11,ENSMUSG00000024186,-2.34021595674043,2.35107477602968e-06
Pip4k2b,ENSMUSG00000018547,0.45168127412187,2.36330668249139e-06
9930111J21Rik2,ENSMUSG00000069892,-3.62175647899031,2.42431029502972e-06
Panx1,ENSMUSG00000031934,1.06754890612125,2.43692458558342e-06
Igsf8,ENSMUSG00000038034,0.520885103547998,2.45077317680384e-06
Pfdn6,ENSMUSG00000024309,0.827720652807607,2.45509718412999e-06
Tmem185a,ENSMUSG00000073139,0.721917780444219,2.45691284686392e-06
Mrps11,ENSMUSG00000030611,0.907424108909424,2.46125793771583e-06
Rp9,ENSMUSG00000032239,0.778702051894398,2.47868821572743e-06
Fam221b,ENSMUSG00000043633,-1.54310217184175,2.52101005218919e-06
Tmem123,ENSMUSG00000050912,-1.77322137155953,2.53281043847e-06
Epm2a,ENSMUSG00000055493,0.735226864171968,2.53677540504923e-06
Nrxn3,ENSMUSG00000066392,0.406390176195118,2.58068290981867e-06
Usp34,ENSMUSG00000056342,-0.327938943815578,2.60382802471303e-06
Shisal1,ENSMUSG00000062760,-0.506214724879056,2.61269799452262e-06
Mfsd6,ENSMUSG00000041439,0.45353689029245,2.65715538848133e-06
Ipo11,ENSMUSG00000042590,-0.612399261186033,2.66250156867456e-06
1500009C09Rik,ENSMUSG00000068099,0.4901208940239,2.67552442748698e-06
Mpdz,ENSMUSG00000028402,-0.807288221347788,2.67585524899739e-06
Sorbs1,ENSMUSG00000025006,-0.737328755250742,2.68161866082759e-06
Hebp2,ENSMUSG00000019853,1.39595798638532,2.6819710520097e-06
Bcl2l1,ENSMUSG00000007659,0.577400483418747,2.71367524042747e-06
Msn,ENSMUSG00000031207,-0.814616253489363,2.71747299640514e-06
BC005624,ENSMUSG00000026851,0.499303927461889,2.72043415060158e-06
Tmem50a,ENSMUSG00000028822,0.529234537770115,2.7720275735702e-06
Pnpla3,ENSMUSG00000041653,-2.12925443696848,2.78029183759237e-06
Dtd2,ENSMUSG00000020956,0.907788643451181,2.80857590043454e-06
Cnot7,ENSMUSG00000031601,0.675713457293209,2.82432825180513e-06
Smim12,ENSMUSG00000042380,0.86101628267364,2.82999629942559e-06
Pcolce2,ENSMUSG00000015354,-1.39203704397855,2.83784145124856e-06
Klk6,ENSMUSG00000050063,-2.06039495075932,2.84504532841927e-06
Slc39a7,ENSMUSG00000024327,0.643891001124427,2.8524664910644e-06
Rps6kb2,ENSMUSG00000024830,-1.24626908172314,2.85700668975993e-06
Amer1,ENSMUSG00000050332,-1.02156575149716,2.90400175309917e-06
Eif2ak1,ENSMUSG00000029613,0.541525471538263,2.94069530183668e-06
E2f6,ENSMUSG00000057469,0.543370373828009,2.94312986438342e-06
Rgs7bp,ENSMUSG00000021719,-0.578440889080137,2.96510591187605e-06
Klf7,ENSMUSG00000025959,-0.549610248236377,2.98016863151166e-06
Dohh,ENSMUSG00000078440,0.645139150920784,3.00177846968211e-06
Sirt2,ENSMUSG00000015149,-0.513463594693007,3.01484989698723e-06
C330007P06Rik,ENSMUSG00000006423,-0.583407037981668,3.02019239875387e-06
Shank2,ENSMUSG00000037541,-0.525030481011997,3.0320756956749e-06
Tomm40,ENSMUSG00000002984,0.668098887275605,3.05252044054128e-06
Chrac1,ENSMUSG00000068391,1.14779597363851,3.05252044054128e-06
Pkia,ENSMUSG00000027499,0.395424752132472,3.05423351265942e-06
4933427D14Rik,ENSMUSG00000020807,-1.01662751541085,3.05815651552786e-06
Mrpl21,ENSMUSG00000024829,0.615666740244795,3.08824628450228e-06
Fam3a,ENSMUSG00000031399,1.02568155644589,3.17437988389079e-06
Abl1,ENSMUSG00000026842,-0.665170373941926,3.201795399892e-06
Dap,ENSMUSG00000039168,1.06345605320011,3.2598559228622e-06
Brwd1,ENSMUSG00000022914,-0.392668883138158,3.31927101597262e-06
Xpo1,ENSMUSG00000020290,-0.505809801922631,3.33954375173944e-06
Epc1,ENSMUSG00000024240,-0.492523824255165,3.34426553291429e-06
Pcdhb22,ENSMUSG00000073591,-1.01441894387911,3.35240382174571e-06
Api5,ENSMUSG00000027193,-0.549940871219796,3.35308178139508e-06
Ppfibp2,ENSMUSG00000036528,-1.37809638652032,3.38587091027414e-06
Kif5c,ENSMUSG00000026764,-0.43171484466308,3.41870556271821e-06
BC031181,ENSMUSG00000036299,0.432329827238802,3.46127150124263e-06
Lrrc8d,ENSMUSG00000046079,0.634279992721765,3.47901939506119e-06
Rnf165,ENSMUSG00000025427,-0.46080301460487,3.50025939176901e-06
Zbtb18,ENSMUSG00000063659,-0.815085838078052,3.51391058423045e-06
Prr3,ENSMUSG00000038500,0.806252712052991,3.53597272014388e-06
Ildr2,ENSMUSG00000040612,-0.564113964918147,3.61312880425241e-06
Stac,ENSMUSG00000032502,1.83951837222641,3.62273715858247e-06
Sf3b6,ENSMUSG00000037361,0.877509948615911,3.62273715858247e-06
Klhl5,ENSMUSG00000054920,-1.19312163761013,3.64255240810628e-06
Psme2,ENSMUSG00000079197,1.03182096816934,3.65525051064689e-06
Otud6b,ENSMUSG00000040550,0.519231488249199,3.68197078256653e-06
Pms1,ENSMUSG00000026098,-1.6305993751493,3.74771998326501e-06
Cramp1l,ENSMUSG00000038002,-0.588896999575367,3.75171878908076e-06
Tesc,ENSMUSG00000029359,1.25171101960075,3.76539591358113e-06
Hhip,ENSMUSG00000064325,-2.37409165081095,3.77392734555918e-06
Usp28,ENSMUSG00000032267,-1.28589877911851,3.81647293489571e-06
Sumf1,ENSMUSG00000030101,0.548801621857416,3.85095188801111e-06
Nufip2,ENSMUSG00000037857,-0.455792690560131,3.85396470659703e-06
Zfp445,ENSMUSG00000047036,-0.84397060343605,4.00452704307473e-06
Tbpl1,ENSMUSG00000071359,0.48026132340033,4.01909018366316e-06
Prkcd,ENSMUSG00000021948,-1.90759180119814,4.06189678537097e-06
Ccdc107,ENSMUSG00000028461,0.924233055220332,4.07788494874342e-06
Zhx1,ENSMUSG00000022361,0.484217463539625,4.09716430406138e-06
Bach2,ENSMUSG00000040270,-1.09680812379553,4.09716430406138e-06
Sike1,ENSMUSG00000027854,-0.403685645086472,4.0993248767245e-06
Ccnyl1,ENSMUSG00000070871,-0.964812147700303,4.10275769505631e-06
Cetn2,ENSMUSG00000031347,0.621921498250004,4.10543278134549e-06
Mrpl49,ENSMUSG00000007338,0.557426168272293,4.13748353332869e-06
Gask1a,ENSMUSG00000038233,-1.63303327606094,4.15080207429294e-06
Mpeg1,ENSMUSG00000046805,-2.06034730211125,4.15726108312056e-06
Sptb,ENSMUSG00000021061,-0.72342889822374,4.18185440086713e-06
Tm2d2,ENSMUSG00000031556,0.708603819577077,4.19374566333198e-06
Ube2q1,ENSMUSG00000042572,0.408385355393566,4.19438534846994e-06
Maneal,ENSMUSG00000042763,0.696799818295329,4.19707650211625e-06
Nos1,ENSMUSG00000029361,0.528800040580658,4.29371407538908e-06
Ndor1,ENSMUSG00000006471,-1.116249766822,4.3017061835914e-06
Suclg2,ENSMUSG00000061838,-1.02283217607511,4.32610987554329e-06
Cnot6l,ENSMUSG00000034724,-0.510490645769951,4.36894697748131e-06
1110032A03Rik,ENSMUSG00000037971,0.590736693457615,4.41086897782527e-06
Jpt2,ENSMUSG00000024165,1.10742554908647,4.48284061361893e-06
Tubb3,ENSMUSG00000062380,0.456595185238345,4.48284061361893e-06
Sstr1,ENSMUSG00000035431,1.40403807605932,4.49709026909611e-06
Unc5b,ENSMUSG00000020099,-0.601132870687157,4.4972713436034e-06
Rb1,ENSMUSG00000022105,-0.679881449242664,4.51278187393134e-06
Svil,ENSMUSG00000024236,-2.14728701359685,4.514478502408e-06
Prkaa2,ENSMUSG00000028518,-0.518344614560391,4.52456557607098e-06
Mrpl51,ENSMUSG00000030335,0.574463957041696,4.55148584552169e-06
Tfg,ENSMUSG00000022757,0.448688651566433,4.56960845658591e-06
Phyhd1,ENSMUSG00000079484,-2.8063482970817,4.56960845658591e-06
Crot,ENSMUSG00000003623,-1.12890525070308,4.5699812697785e-06
Rabl6,ENSMUSG00000015087,0.4959179440158,4.60710927361758e-06
Pus10,ENSMUSG00000020280,-1.66907799696384,4.6198507555078e-06
Creb3l1,ENSMUSG00000027230,1.52946414507768,4.6198507555078e-06
Rnase1,ENSMUSG00000035896,-3.17438978391918,4.6198507555078e-06
Iqgap1,ENSMUSG00000030536,-1.24475116320854,4.66626640604306e-06
Rpusd1,ENSMUSG00000041199,0.805127735489138,4.67193571041887e-06
Socs6,ENSMUSG00000056153,-0.793170286210549,4.71720421694239e-06
Canx,ENSMUSG00000020368,0.333413793067798,4.79807865764499e-06
Kif3c,ENSMUSG00000020668,0.446824906979737,4.79807865764499e-06
Sdc3,ENSMUSG00000025743,0.355449875318949,4.82626527844518e-06
Gas6,ENSMUSG00000031451,0.57120309796877,4.82626527844518e-06
Sbno1,ENSMUSG00000038095,-0.393236595873991,4.8694719063302e-06
Ptdss1,ENSMUSG00000021518,0.561843490385856,4.88512458013595e-06
Zfp933,ENSMUSG00000059423,-0.929040908978522,4.92456563303457e-06
Tspan6,ENSMUSG00000067377,0.684287561888516,4.96053876283091e-06
Imp3,ENSMUSG00000032288,0.939865991665398,5.0418299002676e-06
Per2,ENSMUSG00000055866,-0.975955918338327,5.05147530568471e-06
Chd5,ENSMUSG00000005045,0.342888885882305,5.05318943689539e-06
Sf3b2,ENSMUSG00000024853,0.405944834178724,5.09512654856538e-06
Tcp1,ENSMUSG00000068039,0.376709014764437,5.09512654856538e-06
Ogn,ENSMUSG00000021390,-2.71274808392154,5.15057238717537e-06
Mtor,ENSMUSG00000028991,-0.502456781731043,5.25925742572148e-06
Sema4a,ENSMUSG00000028064,0.630659844178804,5.2688210581304e-06
Usp53,ENSMUSG00000039701,-0.956792112048525,5.28595285803157e-06
Acss2,ENSMUSG00000027605,-0.83189633832259,5.2865444113893e-06
Ston2,ENSMUSG00000020961,-0.907221634001499,5.31688334750514e-06
Mfsd5,ENSMUSG00000045665,0.570994974590013,5.37442505056528e-06
Prom1,ENSMUSG00000029086,-2.17894969270064,5.37609398639322e-06
Itgb5,ENSMUSG00000022817,-1.88486899652762,5.40558632503644e-06
Slc35f1,ENSMUSG00000038602,0.476134409343865,5.41040220957561e-06
Ino80,ENSMUSG00000034154,-0.80784047877706,5.44054198158242e-06
Reck,ENSMUSG00000028476,-1.3827862521409,5.55429965018999e-06
Nfu1,ENSMUSG00000029993,0.572811789008351,5.55482793482423e-06
Tpgs1,ENSMUSG00000020308,0.785504085284066,5.60654667056659e-06
Tnrc6c,ENSMUSG00000025571,-0.45069410419838,5.63854715090917e-06
Crtc2,ENSMUSG00000027936,-0.886467629210941,5.64717527171236e-06
Phyhip,ENSMUSG00000003469,0.486231466399848,5.66515699955446e-06
Kif1a,ENSMUSG00000014602,-0.303744675152925,5.69281720328278e-06
Cct7,ENSMUSG00000030007,0.440981371440237,5.71298247600226e-06
Zfyve9,ENSMUSG00000034557,-0.466254420179149,5.71490099217485e-06
Disp2,ENSMUSG00000040035,0.399655812164132,5.71490099217485e-06
Wrn,ENSMUSG00000031583,-1.22264200592442,5.75070979380898e-06
Krcc1,ENSMUSG00000053012,-0.989711454450651,5.75070979380898e-06
St6gal2,ENSMUSG00000024172,-0.943027367882807,5.75286860448598e-06
Mlx,ENSMUSG00000017801,1.00634862180315,5.75708578447548e-06
Serpind1,ENSMUSG00000022766,-2.68478604569905,5.75708578447548e-06
Arpc1b,ENSMUSG00000029622,-2.06237181536899,5.83379780372273e-06
Elavl4,ENSMUSG00000028546,0.598910388076485,5.84946811228742e-06
Slbp,ENSMUSG00000004642,0.72523833282423,5.86735212075358e-06
Aarsd1,ENSMUSG00000075528,0.637861581251824,5.93232918741304e-06
Trp53inp1,ENSMUSG00000028211,-1.11129937441779,5.94267792674039e-06
Pde7b,ENSMUSG00000019990,-0.653376712395041,5.94650806164509e-06
Znhit2,ENSMUSG00000075227,0.838889427630758,5.98481412188669e-06
Uck1,ENSMUSG00000002550,0.94132120035199,6.00158632045474e-06
Nog,ENSMUSG00000048616,1.66265470304644,6.07340347715317e-06
Itch,ENSMUSG00000027598,-0.487220950150796,6.10940583512261e-06
Gm42669,ENSMUSG00000106631,-2.58066479790296,6.11590764571659e-06
C1qa,ENSMUSG00000036887,-1.87989064592861,6.12372308784267e-06
Unc119,ENSMUSG00000002058,0.849310987833918,6.14895024057491e-06
Vti1b,ENSMUSG00000021124,0.406685680520014,6.24252306399949e-06
Lyrm4,ENSMUSG00000046573,0.468269145793582,6.38685481422977e-06
Kctd10,ENSMUSG00000001098,0.468944977097524,6.39074408593257e-06
Cebpzos,ENSMUSG00000062691,0.957692160424325,6.43794755411783e-06
Lhx2,ENSMUSG00000000247,1.03084092554568,6.44941850245735e-06
Pdgfra,ENSMUSG00000029231,-2.43407737674735,6.49368110971083e-06
Tnfrsf19,ENSMUSG00000060548,-0.9543245828805,6.50228987821935e-06
Stk10,ENSMUSG00000020272,-1.82717081959931,6.60975067105136e-06
Bace1,ENSMUSG00000032086,-0.452249474705877,6.62887915111305e-06
Dcaf17,ENSMUSG00000041966,-1.00707686521048,6.6518322087998e-06
Atxn10,ENSMUSG00000016541,0.418362093531565,6.65937574276937e-06
Ncs1,ENSMUSG00000062661,0.350953604252094,6.71258190710774e-06
Kctd12b,ENSMUSG00000041633,-1.72254777340358,6.74919356665624e-06
Zmiz2,ENSMUSG00000041164,0.380179812985074,6.75847420107568e-06
Prr19,ENSMUSG00000058741,3.00883373822289,6.78460274671035e-06
Sdhd,ENSMUSG00000000171,0.46910231948895,6.78482406894868e-06
0610009B22Rik,ENSMUSG00000007777,0.600509357714364,6.82934051376634e-06
Ap3s1,ENSMUSG00000024480,0.575775705692814,6.82934051376634e-06
Ptprs,ENSMUSG00000013236,0.361031344893154,6.84220516339937e-06
Usp6nl,ENSMUSG00000039046,-0.463202567980421,6.84220516339937e-06
Acadl,ENSMUSG00000026003,-1.32285309214892,6.87201117202297e-06
Map7,ENSMUSG00000019996,-0.782386930688432,6.89970836635138e-06
Tmod2,ENSMUSG00000032186,-0.341381692382274,6.93420083000015e-06
Spg20,ENSMUSG00000036580,-0.705923008312837,7.09505179507752e-06
Gpd2,ENSMUSG00000026827,-0.59144616134257,7.16410681053823e-06
Efcab5,ENSMUSG00000050944,-1.67760529764626,7.18298534154504e-06
Piga,ENSMUSG00000031381,-1.23566374963769,7.26051802799383e-06
Prr13,ENSMUSG00000023048,0.480063393858279,7.27552612947202e-06
Tmx4,ENSMUSG00000034723,0.376333102928156,7.31221440151167e-06
Arl6ip5,ENSMUSG00000035199,0.773936252349921,7.3175220876562e-06
Smchd1,ENSMUSG00000024054,-0.813202225357319,7.32226183923439e-06
Lmx1b,ENSMUSG00000038765,-1.97856480897582,7.37735390305792e-06
Selenbp1,ENSMUSG00000068874,-1.92563672599549,7.38170776411784e-06
Odc1,ENSMUSG00000011179,0.500407839782717,7.44520867812802e-06
Trappc1,ENSMUSG00000049299,0.731916555600396,7.45007620406537e-06
Ptpn4,ENSMUSG00000026384,-0.908537856700016,7.69179907973218e-06
Dmpk,ENSMUSG00000030409,-1.73905457175001,7.71627408431671e-06
Rnf13,ENSMUSG00000036503,-0.640129288505257,7.75560511313941e-06
Tsc22d3,ENSMUSG00000031431,-0.767614113170549,7.7892936630763e-06
Mef2c,ENSMUSG00000005583,-0.778573032822672,7.82329104601681e-06
Pitpnm2,ENSMUSG00000029406,-0.716896943846991,7.83792548992037e-06
Rapgef3,ENSMUSG00000022469,-0.884484824246196,7.88633773475171e-06
Hint2,ENSMUSG00000028470,0.69428558728523,7.88633773475171e-06
Fsd1l,ENSMUSG00000054752,-0.527055831194604,7.94799287240373e-06
Casd1,ENSMUSG00000015189,0.478306067886096,7.96575924474545e-06
BC005537,ENSMUSG00000019132,-0.432936225957967,8.05052892744128e-06
Fkbp9,ENSMUSG00000029781,-1.02118976839875,8.15142740947192e-06
Setd7,ENSMUSG00000037111,-0.402939301883155,8.23273913667079e-06
Hspa5,ENSMUSG00000026864,0.549403325940571,8.32566391607528e-06
Nabp2,ENSMUSG00000025374,0.588289768397792,8.35748009508101e-06
Rhof,ENSMUSG00000029449,0.730216946181665,8.41493096256744e-06
Arhgef1,ENSMUSG00000040940,-1.05183033123649,8.41728269594789e-06
Irgm2,ENSMUSG00000069874,-2.15767959687978,8.45993282270813e-06
Gpr176,ENSMUSG00000040133,0.892568043107663,8.46394039040639e-06
Ppp1r14a,ENSMUSG00000037166,-1.94467609996707,8.53014507217047e-06
Nat8f4,ENSMUSG00000068299,-1.72743726739839,8.5651653086204e-06
Tacc1,ENSMUSG00000065954,-0.489288669798,8.56599874189078e-06
Smdt1,ENSMUSG00000022452,0.427762233464425,8.57284402863746e-06
Arsg,ENSMUSG00000020604,-0.945630637655027,8.57535473543946e-06
Cib2,ENSMUSG00000037493,0.781141192585413,8.60594339477236e-06
Emc6,ENSMUSG00000047260,0.679089853430209,8.60594339477236e-06
Rflnb,ENSMUSG00000020846,-0.824633186166273,8.65787805414659e-06
Srsf12,ENSMUSG00000054679,0.696651878563418,8.67417567155883e-06
Lca5l,ENSMUSG00000045275,-1.90286045674594,8.70503492389643e-06
1110065P20Rik,ENSMUSG00000078570,0.815028554831149,8.72018571673083e-06
Tlr3,ENSMUSG00000031639,-2.76018179013039,8.74020090467503e-06
Cep19,ENSMUSG00000035790,0.630789689173174,8.7451838937412e-06
Chid1,ENSMUSG00000025512,0.580013485035149,8.75176510854194e-06
Eri3,ENSMUSG00000033423,0.558618146829073,8.76670389256414e-06
Mrpl50,ENSMUSG00000044018,0.644205626108648,8.76670389256414e-06
B3gat3,ENSMUSG00000071649,0.593336706556926,8.82224102745282e-06
Lcorl,ENSMUSG00000015882,-0.537491725247345,8.82587492443727e-06
Cd36,ENSMUSG00000002944,-3.20224937364732,8.83721105095331e-06
Ednra,ENSMUSG00000031616,-1.97893852532573,8.86249669529571e-06
Dhrs4,ENSMUSG00000022210,-1.58165147114851,8.96739462836827e-06
Lamtor1,ENSMUSG00000030842,0.557362552357666,8.96739462836827e-06
Usp15,ENSMUSG00000020124,-0.54946991812535,8.9873711134649e-06
Lysmd2,ENSMUSG00000032184,0.740976326225698,8.9873711134649e-06
Gpr85,ENSMUSG00000048216,0.782874343338093,9.01091647894454e-06
Inppl1,ENSMUSG00000032737,-1.58735841424312,9.06536391628917e-06
Pls1,ENSMUSG00000049493,-1.70258123363304,9.18329016467037e-06
Tprn,ENSMUSG00000048707,-1.59994231504741,9.18523235320182e-06
Cx3cr1,ENSMUSG00000052336,-1.47272629882269,9.18716987218045e-06
Xkr4,ENSMUSG00000051951,-0.552992072714651,9.20881451920591e-06
Smim10l1,ENSMUSG00000072704,0.432415158408304,9.25633934058297e-06
Ppa1,ENSMUSG00000020089,0.420422927853467,9.27701222272304e-06
H2bu2,ENSMUSG00000056895,1.08151223461252,9.28099473265775e-06
Ccdc39,ENSMUSG00000027676,-0.954672750944671,9.33580570508312e-06
Dpp10,ENSMUSG00000036815,0.422321150340262,9.33580570508312e-06
Agt,ENSMUSG00000031980,-2.41040084995649,9.36598926923153e-06
Hexb,ENSMUSG00000021665,-0.813193218118573,9.40091968173768e-06
Cpeb4,ENSMUSG00000020300,-0.416120088662852,9.45767437129578e-06
Gcc2,ENSMUSG00000038039,-0.493478467682715,9.56677961999832e-06
Timm17b,ENSMUSG00000031158,0.628503423736352,9.63022221642373e-06
Id1,ENSMUSG00000042745,-2.87553133029961,9.64023867973328e-06
Zdhhc17,ENSMUSG00000035798,-0.454683860149464,9.68391237989604e-06
Kctd18,ENSMUSG00000054770,-0.805557399951694,9.72471759226942e-06
Slitrk5,ENSMUSG00000033214,0.563430770762466,9.77002905183794e-06
Tpgs2,ENSMUSG00000024269,0.507360162933408,9.83197589564584e-06
Rbm17,ENSMUSG00000037197,0.457204062427842,9.84694545331303e-06
Slc5a5,ENSMUSG00000000792,0.559151287884541,9.86122708666375e-06
Sult1a1,ENSMUSG00000030711,-2.67223337411252,9.93654910419789e-06
Rabggtb,ENSMUSG00000038975,0.547422423507274,9.98624496315489e-06
Hdac7,ENSMUSG00000022475,-0.932545470210527,9.99603379394519e-06
Prkacb,ENSMUSG00000005034,0.334594001522776,1.03995351693201e-05
Rnpepl1,ENSMUSG00000026269,-1.18016459043436,1.03995351693201e-05
Nr3c1,ENSMUSG00000024431,-0.465769170663175,1.04689355656096e-05
Rsu1,ENSMUSG00000026727,-1.17128593043193,1.04689355656096e-05
Fam162a,ENSMUSG00000003955,0.746912514091451,1.06078036067109e-05
1700017B05Rik,ENSMUSG00000032300,-0.874069118846673,1.06170042052173e-05
Nme5,ENSMUSG00000035984,0.822802456496539,1.06248186106199e-05
Alkbh6,ENSMUSG00000042831,0.638922082641884,1.06856568974209e-05
Bbox1,ENSMUSG00000041660,-2.54733322968229,1.06886247404422e-05
Ppm1k,ENSMUSG00000037826,-0.52085243004788,1.06937024089957e-05
Denr,ENSMUSG00000023106,0.538694579818863,1.07898762660696e-05
Axin2,ENSMUSG00000000142,-1.04282139049935,1.07908441959323e-05
Apobec3,ENSMUSG00000009585,-3.36312450683028,1.08673065690697e-05
Nipbl,ENSMUSG00000022141,-0.4910371590922,1.08901728049523e-05
Utp11,ENSMUSG00000028907,-0.860376095883987,1.08921337776546e-05
Chchd4,ENSMUSG00000034203,0.571663855160295,1.10150990554646e-05
Slc25a22,ENSMUSG00000019082,0.557924490184202,1.10752537258613e-05
Aldh5a1,ENSMUSG00000035936,-0.364101246357901,1.10812547691915e-05
Prob1,ENSMUSG00000073600,-1.67158445749648,1.11442268856269e-05
Elovl2,ENSMUSG00000021364,-1.21165770474133,1.13023374805962e-05
Adamts20,ENSMUSG00000022449,-2.22458300622629,1.13405232177332e-05
Mmp17,ENSMUSG00000029436,0.579785920411165,1.13405232177332e-05
Spen,ENSMUSG00000040761,-0.469280135230433,1.13405232177332e-05
Phax,ENSMUSG00000008301,0.573445913250297,1.14002896867943e-05
Ptprr,ENSMUSG00000020151,0.821475811007383,1.14138021248908e-05
Bcl9,ENSMUSG00000038256,0.489296909266974,1.14150759733882e-05
Epg5,ENSMUSG00000039840,-0.725977981324023,1.15177391109952e-05
Dffb,ENSMUSG00000029027,-1.95004120786551,1.15921430471765e-05
Fryl,ENSMUSG00000070733,-1.21833640365883,1.161465531633e-05
Rgs8,ENSMUSG00000042671,-0.474615317378079,1.16253127705737e-05
Tmem192,ENSMUSG00000025521,0.759434351501258,1.16431081501913e-05
Rbm28,ENSMUSG00000029701,-0.738451476457209,1.1723676801653e-05
Acad11,ENSMUSG00000090150,-1.071398058274,1.18875078382625e-05
Fyb,ENSMUSG00000022148,-3.12526473728878,1.20109408276459e-05
Scd3,ENSMUSG00000025202,-1.48612208094081,1.20109408276459e-05
Setd2,ENSMUSG00000044791,-0.549648816614068,1.20157042656309e-05
Zfp592,ENSMUSG00000005621,-0.512366125789978,1.20669394136686e-05
Cep95,ENSMUSG00000018372,-1.40506098184788,1.20841883208789e-05
Ctsb,ENSMUSG00000021939,0.314724141642699,1.20841883208789e-05
Rsl24d1,ENSMUSG00000032215,0.584318914211731,1.21914933537396e-05
Tnfaip8,ENSMUSG00000062210,-2.10460563161496,1.22913094617646e-05
Arsk,ENSMUSG00000021592,-1.7675314502267,1.23100567949028e-05
Rex1bd,ENSMUSG00000058833,0.597698474880363,1.23109543612683e-05
Virma,ENSMUSG00000040720,-0.628301700533722,1.2325109894559e-05
Rnf6,ENSMUSG00000029634,0.532499660690364,1.23577807418679e-05
Csnk2a1,ENSMUSG00000074698,-0.377896955585936,1.23643562863336e-05
Smad7,ENSMUSG00000025880,-0.897893354580602,1.24126428766033e-05
Clvs1,ENSMUSG00000041216,0.395020791887109,1.2537230273711e-05
Ube2i,ENSMUSG00000015120,0.398099271611963,1.26532320733375e-05
Trafd1,ENSMUSG00000042726,-0.685423845224966,1.28401642955817e-05
Tuba1a,ENSMUSG00000072235,0.327896180760975,1.28423870742622e-05
Pdlim4,ENSMUSG00000020388,-2.50967832763796,1.30650228556892e-05
4931406P16Rik,ENSMUSG00000066571,-0.605547262359224,1.31030870658587e-05
Pdcl3,ENSMUSG00000026078,-0.701254158962576,1.31787616241937e-05
Fcgrt,ENSMUSG00000003420,-2.59292462006109,1.31836891400402e-05
Garem2,ENSMUSG00000044576,-1.11448258973179,1.33333470430781e-05
Calm3,ENSMUSG00000019370,0.324441904774089,1.33874495538302e-05
Zdhhc21,ENSMUSG00000028403,-0.526422324094496,1.34140763881223e-05
Mettl1,ENSMUSG00000006732,1.06421799782539,1.34632139556385e-05
Ogfrl1,ENSMUSG00000026158,-0.479855306821483,1.34896140730986e-05
