gene,ensembl_gene_id,log2FoldChange,padj
Gpx3,ENSMUSG00000018339,1.87164,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000364985948698414
Rreb1,ENSMUSG00000039087,-3.75151,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000746994305998373
Gatm,ENSMUSG00000027199,-2.56007,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000027776439284893
Gm38393,ENSMUSG00000000948,-2.554,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000608749570674792
Dbi,ENSMUSG00000026385,-1.74237,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000292148830919628
Ptprn,ENSMUSG00000026204,1.43303,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000381540512581305
Ndrg2,ENSMUSG00000004558,-2.07988,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000121005615693864
Ecel1,ENSMUSG00000026247,1.69026,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000248423388138298
Syne1,ENSMUSG00000096054,-2.10761,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000091463709247274
Cbarp,ENSMUSG00000035640,1.22434,0.000000000000000000000000000000000000000000000000000000000000000000000000000000121135591407095
Fabp7,ENSMUSG00000019874,-2.78869,0.00000000000000000000000000000000000000000000000000000000000000000000000000000865063320531102
Resp18,ENSMUSG00000033061,1.53061,0.0000000000000000000000000000000000000000000000000000000000000000000000000000155234753944828
Spop,ENSMUSG00000057522,-1.7737,0.0000000000000000000000000000000000000000000000000000000000000000000000000000744394090838346
Myo6,ENSMUSG00000033577,-2.56992,0.000000000000000000000000000000000000000000000000000000000000000000000000000354768329869809
mt-Co1,ENSMUSG00000064351,-5.47159,0.000000000000000000000000000000000000000000000000000000000000000000000000000672867275968244
Ly6e,ENSMUSG00000022587,1.27145,0.00000000000000000000000000000000000000000000000000000000000000000000000000118953546955095
Etv1,ENSMUSG00000004151,-2.16,0.0000000000000000000000000000000000000000000000000000000000000000000000000438573147445751
Kmt2d,ENSMUSG00000048154,-1.42658,0.000000000000000000000000000000000000000000000000000000000000000000000000346478762655617
Enpp2,ENSMUSG00000022425,-2.26071,0.000000000000000000000000000000000000000000000000000000000000000000000000741804022877835
Sparcl1,ENSMUSG00000029309,-2.06658,0.00000000000000000000000000000000000000000000000000000000000000000000000228237809405946
Mal,ENSMUSG00000027375,-2.51301,0.00000000000000000000000000000000000000000000000000000000000000000000000463105037742781
Tmem130,ENSMUSG00000043388,1.11945,0.000000000000000000000000000000000000000000000000000000000000000000000011064141065473
Mdn1,ENSMUSG00000058006,-2.2619,0.0000000000000000000000000000000000000000000000000000000000000000000000767478381723509
Slc1a3,ENSMUSG00000005360,-2.66632,0.0000000000000000000000000000000000000000000000000000000000000000000000970821859079633
Gng3,ENSMUSG00000071658,1.16565,0.000000000000000000000000000000000000000000000000000000000000000000000400680876263359
Tmem229a,ENSMUSG00000048022,-1.86379,0.000000000000000000000000000000000000000000000000000000000000000000000456735982866419
Apod,ENSMUSG00000022548,-2.88124,0.00000000000000000000000000000000000000000000000000000000000000000000123171556922345
Tet2,ENSMUSG00000040943,-2.0497,0.00000000000000000000000000000000000000000000000000000000000000000000691928985895175
Hipk2,ENSMUSG00000061436,-1.29829,0.00000000000000000000000000000000000000000000000000000000000000000000839331858775812
Amy1,ENSMUSG00000074264,-3.21354,0.0000000000000000000000000000000000000000000000000000000000000000000491147967016775
Zfp644,ENSMUSG00000049606,-1.52009,0.0000000000000000000000000000000000000000000000000000000000000000000578378749124042
Myrf,ENSMUSG00000036098,-2.57433,0.000000000000000000000000000000000000000000000000000000000000000000130257979915816
Ubr4,ENSMUSG00000066036,-1.45096,0.000000000000000000000000000000000000000000000000000000000000000000619645262558632
Fam107a,ENSMUSG00000021750,-2.17095,0.00000000000000000000000000000000000000000000000000000000000000000281708626862319
Ogt,ENSMUSG00000034160,-1.57771,0.0000000000000000000000000000000000000000000000000000000000000000034324203675738
Plpp3,ENSMUSG00000028517,-2.423,0.0000000000000000000000000000000000000000000000000000000000000000125817466753139
Ptprz1,ENSMUSG00000068748,-2.3983,0.0000000000000000000000000000000000000000000000000000000000000000172815653185204
Pdyn,ENSMUSG00000027400,2.05,0.0000000000000000000000000000000000000000000000000000000000000000266023799954388
Pld3,ENSMUSG00000003363,1.07125,0.0000000000000000000000000000000000000000000000000000000000000000294692662479298
Nrsn2,ENSMUSG00000059361,1.16523,0.000000000000000000000000000000000000000000000000000000000000000134858609394446
Sox8,ENSMUSG00000024176,-2.66197,0.000000000000000000000000000000000000000000000000000000000000021219016277709
Tshz2,ENSMUSG00000047907,-1.73429,0.000000000000000000000000000000000000000000000000000000000000460254892141294
Tcf20,ENSMUSG00000041852,-1.29609,0.000000000000000000000000000000000000000000000000000000000000567311932619008
Tmem63a,ENSMUSG00000026519,-2.855,0.00000000000000000000000000000000000000000000000000000000000104008469156303
Rnasek,ENSMUSG00000093989,1.24666,0.00000000000000000000000000000000000000000000000000000000000132128980159855
Rsrp1,ENSMUSG00000037266,-2.09497,0.0000000000000000000000000000000000000000000000000000000000013533767433326
Ryr2,ENSMUSG00000021313,-1.83015,0.00000000000000000000000000000000000000000000000000000000000165431943775034
Asrgl1,ENSMUSG00000024654,-1.47022,0.00000000000000000000000000000000000000000000000000000000000295663145750929
Zfp36l1,ENSMUSG00000021127,-2.59011,0.00000000000000000000000000000000000000000000000000000000000346487517445415
Tns3,ENSMUSG00000020422,-2.1938,0.0000000000000000000000000000000000000000000000000000000000206327442357699
Qk,ENSMUSG00000062078,-3.00382,0.000000000000000000000000000000000000000000000000000000000134621602907985
Paqr8,ENSMUSG00000025931,-1.96066,0.000000000000000000000000000000000000000000000000000000000585511355749415
Plxnc1,ENSMUSG00000074785,1.39239,0.00000000000000000000000000000000000000000000000000000000198910620831415
Fat3,ENSMUSG00000074505,-1.48378,0.00000000000000000000000000000000000000000000000000000000327123405893222
Flnb,ENSMUSG00000025278,-3.10851,0.00000000000000000000000000000000000000000000000000000000391589523804082
Prex2,ENSMUSG00000048960,-2.12658,0.0000000000000000000000000000000000000000000000000000000045579088328005
Fxyd6,ENSMUSG00000066705,1.41622,0.0000000000000000000000000000000000000000000000000000000045579088328005
Pianp,ENSMUSG00000030329,1.08774,0.00000000000000000000000000000000000000000000000000000000580526602529607
Sh3glb1,ENSMUSG00000037062,-1.61243,0.0000000000000000000000000000000000000000000000000000000109674827949627
Scd2,ENSMUSG00000025203,-1.64798,0.0000000000000000000000000000000000000000000000000000000269984537768618
Ank2,ENSMUSG00000032826,-1.11411,0.0000000000000000000000000000000000000000000000000000000277417230282814
Cryab,ENSMUSG00000032060,-2.18635,0.0000000000000000000000000000000000000000000000000000000323864257225203
Mt1,ENSMUSG00000031765,-1.56318,0.0000000000000000000000000000000000000000000000000000000501986533631531
Il33,ENSMUSG00000024810,-2.36597,0.000000000000000000000000000000000000000000000000000000129228333976564
Pomc,ENSMUSG00000020660,3.31643,0.000000000000000000000000000000000000000000000000000000137719377891213
Plaat3,ENSMUSG00000060675,-2.76803,0.000000000000000000000000000000000000000000000000000000301846667244881
Mt2,ENSMUSG00000031762,-1.96845,0.000000000000000000000000000000000000000000000000000000391874393523165
Reep3,ENSMUSG00000019873,-2.4874,0.000000000000000000000000000000000000000000000000000000963270414088027
Etnppl,ENSMUSG00000019232,-2.61591,0.000000000000000000000000000000000000000000000000000000989860565288994
Zeb2,ENSMUSG00000026872,-2.01751,0.00000000000000000000000000000000000000000000000000000173739149530045
Cd46,ENSMUSG00000016493,-3.66386,0.0000000000000000000000000000000000000000000000000000017400409535103
S100b,ENSMUSG00000033208,-2.4998,0.00000000000000000000000000000000000000000000000000000417623500600407
Chchd2,ENSMUSG00000070493,1.0202,0.0000000000000000000000000000000000000000000000000000128962964550611
Pkib,ENSMUSG00000019876,1.39653,0.0000000000000000000000000000000000000000000000000000193730422014938
Plekhb1,ENSMUSG00000030701,-1.83128,0.0000000000000000000000000000000000000000000000000000300745902311907
Rgs5,ENSMUSG00000026678,-1.818,0.0000000000000000000000000000000000000000000000000000891328210118155
Asb4,ENSMUSG00000042607,2.00292,0.000000000000000000000000000000000000000000000000000251803676564048
Selenom,ENSMUSG00000075702,1.36423,0.000000000000000000000000000000000000000000000000000354725149872384
Tbca,ENSMUSG00000042043,1.22616,0.00000000000000000000000000000000000000000000000000166833357316296
Erbin,ENSMUSG00000021709,-1.49954,0.00000000000000000000000000000000000000000000000000170686231747336
Gstm1,ENSMUSG00000058135,-1.25656,0.00000000000000000000000000000000000000000000000000196741554131606
Gaa,ENSMUSG00000025579,1.11398,0.00000000000000000000000000000000000000000000000000518170955926925
Tia1,ENSMUSG00000071337,-2.92704,0.0000000000000000000000000000000000000000000000000074253112328568
Pam,ENSMUSG00000026335,1.09125,0.00000000000000000000000000000000000000000000000000872662023276822
Ubn2,ENSMUSG00000038538,-1.75271,0.0000000000000000000000000000000000000000000000000382686554778322
Araf,ENSMUSG00000001127,1.30042,0.0000000000000000000000000000000000000000000000000427420899763483
Hook3,ENSMUSG00000037234,-1.48043,0.0000000000000000000000000000000000000000000000000663133352074772
Serpina3n,ENSMUSG00000021091,1.79567,0.0000000000000000000000000000000000000000000000000816969810448602
Dync1h1,ENSMUSG00000018707,-1.23337,0.000000000000000000000000000000000000000000000000149860487843863
Tet3,ENSMUSG00000034832,-1.71792,0.000000000000000000000000000000000000000000000000230713767535701
Dusp11,ENSMUSG00000030002,-2.22644,0.00000000000000000000000000000000000000000000000026041437666449
Gab1,ENSMUSG00000031714,-2.15721,0.000000000000000000000000000000000000000000000000677729784213814
Ccnt2,ENSMUSG00000026349,-1.8261,0.00000000000000000000000000000000000000000000000112710349579696
Nras,ENSMUSG00000027852,-1.44445,0.00000000000000000000000000000000000000000000000168230096029328
Tmem59l,ENSMUSG00000035964,1.10406,0.00000000000000000000000000000000000000000000000188580564433637
Adam23,ENSMUSG00000025964,0.96463,0.00000000000000000000000000000000000000000000000226103325290936
Nwd1,ENSMUSG00000048148,-2.81645,0.00000000000000000000000000000000000000000000000332704862032127
Iscu,ENSMUSG00000025825,1.25535,0.00000000000000000000000000000000000000000000000866770544450404
Lrp1b,ENSMUSG00000049252,-1.76233,0.0000000000000000000000000000000000000000000000147742693765334
Mesd,ENSMUSG00000038503,1.09566,0.000000000000000000000000000000000000000000000028911136061557
Leng8,ENSMUSG00000035545,-1.9808,0.0000000000000000000000000000000000000000000000398196120095605
Utp14b,ENSMUSG00000079470,-2.39777,0.0000000000000000000000000000000000000000000000398196120095605
Bsg,ENSMUSG00000023175,0.92884,0.0000000000000000000000000000000000000000000000885886235221363
Cldn11,ENSMUSG00000037625,-2.42447,0.000000000000000000000000000000000000000000000109434387333316
Vps13d,ENSMUSG00000020220,-1.28015,0.00000000000000000000000000000000000000000000025320184512412
Fads1,ENSMUSG00000010663,-1.41022,0.000000000000000000000000000000000000000000000330418347429771
Sox10,ENSMUSG00000033006,-2.69833,0.00000000000000000000000000000000000000000000083293775729904
Car2,ENSMUSG00000027562,-2.22611,0.00000000000000000000000000000000000000000000145979058071939
Pcbd1,ENSMUSG00000020098,1.41352,0.00000000000000000000000000000000000000000000172410701305883
Rab31,ENSMUSG00000056515,-1.97112,0.00000000000000000000000000000000000000000000265673155630959
Rtn1,ENSMUSG00000021087,0.79572,0.00000000000000000000000000000000000000000000296131912987159
Cadm2,ENSMUSG00000064115,-1.0875,0.00000000000000000000000000000000000000000000510566035517904
Tmsb10,ENSMUSG00000079523,1.09525,0.0000000000000000000000000000000000000000000120297485229742
Bex1,ENSMUSG00000050071,1.1671,0.0000000000000000000000000000000000000000000123290252151832
Clic4,ENSMUSG00000037242,-2.01769,0.0000000000000000000000000000000000000000000231247939336691
Otp,ENSMUSG00000021685,1.81242,0.0000000000000000000000000000000000000000000318380556876738
Nav2,ENSMUSG00000052512,-1.7454,0.0000000000000000000000000000000000000000000458408356219745
Gltp,ENSMUSG00000011884,-1.86621,0.0000000000000000000000000000000000000000000575053573305206
Aspa,ENSMUSG00000020774,-2.62541,0.000000000000000000000000000000000000000000124231716717154
Atf7,ENSMUSG00000099083,-2.26682,0.000000000000000000000000000000000000000000192101804335573
Fgfr3,ENSMUSG00000054252,-3.00099,0.000000000000000000000000000000000000000000371807567483742
Acap2,ENSMUSG00000049076,-2.1331,0.000000000000000000000000000000000000000000746478318168613
Smg1,ENSMUSG00000030655,-1.39229,0.000000000000000000000000000000000000000000811156385102764
Mycbp2,ENSMUSG00000033004,-1.04068,0.00000000000000000000000000000000000000000088533138671044
Rpl19,ENSMUSG00000017404,1.00361,0.00000000000000000000000000000000000000000166059888490484
Erp29,ENSMUSG00000029616,1.18185,0.00000000000000000000000000000000000000000184686425341204
Bex2,ENSMUSG00000042750,0.99564,0.00000000000000000000000000000000000000000191728367132533
Itgb8,ENSMUSG00000025321,-1.99758,0.00000000000000000000000000000000000000000401475357488854
Itprid2,ENSMUSG00000027007,-2.32411,0.00000000000000000000000000000000000000000419817728413886
Tjp1,ENSMUSG00000030516,-1.42208,0.00000000000000000000000000000000000000000485670360151294
Celf6,ENSMUSG00000032297,1.63831,0.00000000000000000000000000000000000000000949307483752641
Hbb-bs,ENSMUSG00000052305,-2.43811,0.0000000000000000000000000000000000000000133533780537376
Rpl10,ENSMUSG00000008682,1.05949,0.0000000000000000000000000000000000000000140007738843434
Atp1b2,ENSMUSG00000041329,-0.98274,0.0000000000000000000000000000000000000000146240511234501
Emc1,ENSMUSG00000078517,1.39667,0.0000000000000000000000000000000000000000148113644934162
Egfr,ENSMUSG00000020122,-3.31003,0.0000000000000000000000000000000000000000293657537954152
Rnf208,ENSMUSG00000044628,1.13535,0.0000000000000000000000000000000000000000293657537954152
Gng4,ENSMUSG00000021303,1.03531,0.0000000000000000000000000000000000000000472569792060906
Smim1,ENSMUSG00000078350,-2.0232,0.0000000000000000000000000000000000000000580556276003542
Serinc5,ENSMUSG00000021703,-2.19681,0.0000000000000000000000000000000000000000680173429144812
Appl2,ENSMUSG00000020263,-3.01338,0.0000000000000000000000000000000000000000875902258607
Strbp,ENSMUSG00000026915,-1.13705,0.0000000000000000000000000000000000000000960369644206022
Tcf4,ENSMUSG00000053477,-1.40921,0.000000000000000000000000000000000000000110907119840431
Trps1,ENSMUSG00000038679,-2.17287,0.000000000000000000000000000000000000000119982688605559
Atp11b,ENSMUSG00000037400,-1.33849,0.000000000000000000000000000000000000000168469494330442
Plec,ENSMUSG00000022565,-1.49783,0.000000000000000000000000000000000000000266720716285927
Timp3,ENSMUSG00000020044,-1.86238,0.000000000000000000000000000000000000000438970966287305
Gm1673,ENSMUSG00000070858,1.6654,0.000000000000000000000000000000000000000608195971516712
Ndufa4,ENSMUSG00000029632,0.92456,0.000000000000000000000000000000000000000608436735287183
Spint2,ENSMUSG00000074227,2.00984,0.000000000000000000000000000000000000000769140964315843
Elob,ENSMUSG00000055839,1.11117,0.000000000000000000000000000000000000000928726063017994
Heg1,ENSMUSG00000075254,-2.11649,0.0000000000000000000000000000000000000010709189094462
Wsb1,ENSMUSG00000017677,-2.96719,0.0000000000000000000000000000000000000012425771225271
Rad52,ENSMUSG00000030166,-2.40616,0.00000000000000000000000000000000000000125616054729378
Ttyh2,ENSMUSG00000034714,-2.74322,0.00000000000000000000000000000000000000142152759937765
Otud7b,ENSMUSG00000038495,-1.45093,0.000000000000000000000000000000000000001481581377657
Chd7,ENSMUSG00000041235,-2.23686,0.00000000000000000000000000000000000000246251754555088
Slc7a11,ENSMUSG00000027737,-2.58006,0.00000000000000000000000000000000000000348786435782092
Nap1l5,ENSMUSG00000055430,0.90095,0.00000000000000000000000000000000000000404575073667794
Itih3,ENSMUSG00000006522,-2.39712,0.00000000000000000000000000000000000000407132995956031
Arhgap23,ENSMUSG00000049807,-1.02873,0.00000000000000000000000000000000000000533002015528676
Rpl41,ENSMUSG00000093674,1.17788,0.00000000000000000000000000000000000000662760130689457
Pllp,ENSMUSG00000031775,-2.14485,0.00000000000000000000000000000000000000703531162446299
Pnisr,ENSMUSG00000028248,-1.52583,0.00000000000000000000000000000000000000758529076626014
Romo1,ENSMUSG00000067847,1.21615,0.00000000000000000000000000000000000000877071263873637
Atp6v0b,ENSMUSG00000033379,1.02833,0.0000000000000000000000000000000000000102441897733577
Phldb1,ENSMUSG00000048537,-2.09443,0.0000000000000000000000000000000000000140422764230326
Sfxn5,ENSMUSG00000033720,-1.52662,0.0000000000000000000000000000000000000169902211359642
Pakap,ENSMUSG00000038729,-1.27208,0.0000000000000000000000000000000000000169902211359642
Dst,ENSMUSG00000026131,-1.2635,0.0000000000000000000000000000000000000186956295585242
Tmem255a,ENSMUSG00000036502,0.93371,0.0000000000000000000000000000000000000214432921995245
Aldoc,ENSMUSG00000017390,-1.10316,0.000000000000000000000000000000000000021563836716974
Atp6v1g2,ENSMUSG00000024403,0.82352,0.0000000000000000000000000000000000000269918586457316
Rpl6,ENSMUSG00000029614,0.99719,0.0000000000000000000000000000000000000322921895574939
Psat1,ENSMUSG00000024640,-1.58505,0.0000000000000000000000000000000000000389803799880309
Nenf,ENSMUSG00000037499,1.43675,0.0000000000000000000000000000000000000445817014128626
1700037H04Rik,ENSMUSG00000027327,1.48681,0.000000000000000000000000000000000000052628640413344
Ptprd,ENSMUSG00000028399,-1.26128,0.0000000000000000000000000000000000000589636663228895
Chd9,ENSMUSG00000056608,-1.28408,0.0000000000000000000000000000000000000604875811981485
Nrsn1,ENSMUSG00000048978,-1.13532,0.000000000000000000000000000000000000064586784663267
Atpif1,ENSMUSG00000054428,0.99046,0.00000000000000000000000000000000000013580828324797
Rplp2,ENSMUSG00000025508,1.14568,0.000000000000000000000000000000000000142218401479883
Ints6l,ENSMUSG00000035967,-2.41872,0.000000000000000000000000000000000000146274889121397
Herc2,ENSMUSG00000030451,-1.22165,0.000000000000000000000000000000000000191738123711245
Atp6v0c,ENSMUSG00000024121,0.93832,0.000000000000000000000000000000000000270897005014041
Lpar1,ENSMUSG00000038668,-2.83658,0.000000000000000000000000000000000000630042304052513
Sptan1,ENSMUSG00000057738,-1.18614,0.000000000000000000000000000000000000793624053929644
Atp1b1,ENSMUSG00000026576,0.827,0.000000000000000000000000000000000000872326167843358
Ankrd16,ENSMUSG00000047909,-2.57319,0.000000000000000000000000000000000000894247111283162
Rpl18,ENSMUSG00000059070,1.04297,0.000000000000000000000000000000000000978268402720325
Rpl36,ENSMUSG00000057863,1.06013,0.00000000000000000000000000000000000114822744022949
Axl,ENSMUSG00000002602,-2.44241,0.00000000000000000000000000000000000141495897868119
Ttyh1,ENSMUSG00000030428,-1.70854,0.00000000000000000000000000000000000191222394470515
Rps27,ENSMUSG00000090733,1.11095,0.00000000000000000000000000000000000256379113658185
Slc6a3,ENSMUSG00000021609,-2.681,0.00000000000000000000000000000000000421998595171761
1500011B03Rik,ENSMUSG00000072694,1.04725,0.0000000000000000000000000000000000065023528333846
Rassf2,ENSMUSG00000027339,-1.83136,0.0000000000000000000000000000000000066489948035677
Ndn,ENSMUSG00000033585,1.01105,0.00000000000000000000000000000000000789717161026803
Hbb-bt,ENSMUSG00000073940,-2.66049,0.00000000000000000000000000000000000879825394219486
Podxl2,ENSMUSG00000033152,1.18021,0.00000000000000000000000000000000000906707184558201
Plekhh1,ENSMUSG00000060716,-1.94778,0.0000000000000000000000000000000000101267235832264
Ppp1r3c,ENSMUSG00000067279,-2.23386,0.0000000000000000000000000000000000101267235832264
Dnah7b,ENSMUSG00000041144,-3.34038,0.0000000000000000000000000000000000132207090163172
Ank3,ENSMUSG00000069601,-0.79693,0.0000000000000000000000000000000000133152171173408
Dlk1,ENSMUSG00000040856,1.13095,0.000000000000000000000000000000000013504052607441
Tmc7,ENSMUSG00000042246,-2.27366,0.0000000000000000000000000000000000155589545702433
Ntrk2,ENSMUSG00000055254,-1.16891,0.0000000000000000000000000000000000155589545702433
Grcc10,ENSMUSG00000072772,1.12847,0.0000000000000000000000000000000000315481550750655
Snrpn,ENSMUSG00000102252,0.81075,0.0000000000000000000000000000000000374475759596468
Atp6v0e2,ENSMUSG00000039347,0.92784,0.0000000000000000000000000000000000631357246143115
Jcad,ENSMUSG00000033960,-1.91448,0.0000000000000000000000000000000000716349109942824
Pdlim5,ENSMUSG00000028273,-1.83219,0.0000000000000000000000000000000000730828588152271
Usf3,ENSMUSG00000068284,-1.13551,0.0000000000000000000000000000000000849637432750874
Kmt2c,ENSMUSG00000038056,-1.11823,0.0000000000000000000000000000000000978473167128595
Lrpap1,ENSMUSG00000029103,0.97046,0.000000000000000000000000000000000118134972583157
Atxn7,ENSMUSG00000021738,-1.3513,0.000000000000000000000000000000000145407100378387
Cep350,ENSMUSG00000033671,-1.24144,0.000000000000000000000000000000000152944069571023
Olig1,ENSMUSG00000046160,-2.25635,0.000000000000000000000000000000000161899150799106
Sox6,ENSMUSG00000051910,-2.32259,0.000000000000000000000000000000000179598672712497
Dnmt3a,ENSMUSG00000020661,-1.20813,0.000000000000000000000000000000000226412597732041
Prkd3,ENSMUSG00000024070,-3.00207,0.000000000000000000000000000000000848110892160762
Srp14,ENSMUSG00000009549,1.01693,0.00000000000000000000000000000000108648927509775
Zbtb37,ENSMUSG00000043467,-1.85912,0.00000000000000000000000000000000113749576473787
Mog,ENSMUSG00000076439,-2.59261,0.00000000000000000000000000000000125897131760639
Uqcrq,ENSMUSG00000044894,0.94238,0.00000000000000000000000000000000140181350282576
Ctxn1,ENSMUSG00000048644,1.10633,0.00000000000000000000000000000000140181350282576
Pex5l,ENSMUSG00000027674,-1.34146,0.00000000000000000000000000000000247261355159051
Itih5,ENSMUSG00000025780,-3.16206,0.00000000000000000000000000000000257867167909735
Clk1,ENSMUSG00000026034,-1.6094,0.00000000000000000000000000000000275636098283689
Slc44a1,ENSMUSG00000028412,-1.64763,0.00000000000000000000000000000000333191485308118
Lrrc17,ENSMUSG00000039883,-6.51448,0.00000000000000000000000000000000351492422416775
BC029722,ENSMUSG00000074649,1.07779,0.00000000000000000000000000000000407468816415462
Pcf11,ENSMUSG00000041328,-1.46184,0.00000000000000000000000000000000418142615804327
Sox9,ENSMUSG00000000567,-2.35395,0.00000000000000000000000000000000533575966477751
Cfdp1,ENSMUSG00000031954,0.93549,0.00000000000000000000000000000000555345133291649
Ahcyl1,ENSMUSG00000027893,-0.80194,0.0000000000000000000000000000000058103175400595
Acsbg1,ENSMUSG00000032281,-1.98889,0.00000000000000000000000000000000680797695538413
Emc10,ENSMUSG00000008140,1.05905,0.00000000000000000000000000000000779337621762114
Minar2,ENSMUSG00000050875,0.97693,0.00000000000000000000000000000000803014399608494
Nop10,ENSMUSG00000027133,1.06456,0.00000000000000000000000000000000921139065663752
Caly,ENSMUSG00000025468,1.09142,0.0000000000000000000000000000000113314302320379
Zcchc7,ENSMUSG00000035649,-2.05165,0.0000000000000000000000000000000117927513310261
Chchd10,ENSMUSG00000049422,0.97003,0.0000000000000000000000000000000125661336760558
Cend1,ENSMUSG00000060240,0.77043,0.0000000000000000000000000000000210062763366033
Acss1,ENSMUSG00000027452,-1.95448,0.0000000000000000000000000000000247263475233715
Rpl11,ENSMUSG00000059291,0.97452,0.0000000000000000000000000000000276299956028742
Hyou1,ENSMUSG00000032115,1.03534,0.000000000000000000000000000000031920602884103
Ly6h,ENSMUSG00000022577,1.52179,0.0000000000000000000000000000000361251359828822
