gene,ensembl_gene_id,log2FoldChange,padj
Car4,ENSMUSG00000000805,-0.73177,0.5577792
Txnrd3,ENSMUSG00000000811,-0.2115,0.5224221
Zfp512b,ENSMUSG00000000823,-0.18286,0.5031534
Dnajc5,ENSMUSG00000000826,0.01916,0.935268
Tpd52l2,ENSMUSG00000000827,0.01666,0.9364786
Fmr1,ENSMUSG00000000838,-1.31673,0.0000061
Bcl11a,ENSMUSG00000000861,-0.55092,0.0510781
Pxmp4,ENSMUSG00000000876,-1.12673,0.00005
Dlg3,ENSMUSG00000000881,0.25087,0.2542745
Mmp11,ENSMUSG00000000901,1.05567,0.0827307
Smarcb1,ENSMUSG00000000902,0.13475,0.6803588
Hip1r,ENSMUSG00000000915,-0.43214,0.051015
Nsun5,ENSMUSG00000000916,0.41577,0.2820512
Top1mt,ENSMUSG00000000934,0.25097,0.5185813
Gm38393,ENSMUSG00000000948,-2.53127,0
Mmp14,ENSMUSG00000000957,-2.30542,0.0175771
Oxa1l,ENSMUSG00000000959,0.26521,0.1878729
Heatr6,ENSMUSG00000000976,0.01453,0.9587104
Wfdc18,ENSMUSG00000000983,-4.4365,0.0177246
Icam4,ENSMUSG00000001014,0.30932,0.821935
Ilf2,ENSMUSG00000001016,-0.14552,0.5622759
Chtop,ENSMUSG00000001017,0.39796,0.0767299
Snapin,ENSMUSG00000001018,0.27164,0.2096756
S100a4,ENSMUSG00000001020,-2.48713,0.1064951
S100a6,ENSMUSG00000001025,-2.20996,0.0000138
Mapk7,ENSMUSG00000001034,0.48446,0.0417435
Epn2,ENSMUSG00000001036,-0.36176,0.1787402
B9d1,ENSMUSG00000001039,0.55543,0.2141519
Sec24b,ENSMUSG00000001052,-0.59884,0.0048089
N4bp3,ENSMUSG00000001053,-0.53225,0.5925962
Rmnd5b,ENSMUSG00000001054,0.54008,0.056024
Nhp2,ENSMUSG00000001056,0.76805,0.0464632
Vps9d1,ENSMUSG00000001062,0.47841,0.2000468
Zfp276,ENSMUSG00000001065,-1.18111,0.1200892
Mfsd10,ENSMUSG00000001082,0.50357,0.4354568
Luzp1,ENSMUSG00000001089,-1.80114,0
Kctd10,ENSMUSG00000001098,0.63349,0.0133631
Poldip2,ENSMUSG00000001100,0.4204,0.0199193
Ift20,ENSMUSG00000001105,0.99987,0.0000145
Pcbp3,ENSMUSG00000001120,1.26109,0.0001853
Lgals9,ENSMUSG00000001123,-2.48575,0.0003284
Araf,ENSMUSG00000001127,0.71507,0.0003752
Cfp,ENSMUSG00000001128,-3.39041,0.0082269
Timp1,ENSMUSG00000001131,4.80907,0
Uxt,ENSMUSG00000001134,0.80006,0.2750225
Cnnm3,ENSMUSG00000001138,-0.35818,0.4827199
Lman2l,ENSMUSG00000001143,0.74303,0.0015265
Mcm3ap,ENSMUSG00000001150,-0.35373,0.1722083
Pcnt,ENSMUSG00000001151,-0.79271,0.0001459
Mxd1,ENSMUSG00000001156,-0.33397,0.398529
Gmcl1,ENSMUSG00000001157,0.30199,0.1605413
Snrnp27,ENSMUSG00000001158,0.63285,0.0032278
Oas1c,ENSMUSG00000001166,0.88906,0.0786623
Ocrl,ENSMUSG00000001173,-0.18624,0.3155296
Calm1,ENSMUSG00000001175,0.18406,0.1665553
Agpat3,ENSMUSG00000001211,-0.41142,0.0515416
Sema6b,ENSMUSG00000001227,0.79183,0.0213622
Dpp9,ENSMUSG00000001229,-0.19888,0.4352456
Ramp2,ENSMUSG00000001240,-0.85935,0.5226571
Lsr,ENSMUSG00000001247,1.97608,0.2479954
Gramd1a,ENSMUSG00000001248,-0.10211,0.7294174
Gabrg1,ENSMUSG00000001260,-0.12288,0.737954
Ckb,ENSMUSG00000001270,-0.89633,0.0001334
Sp1,ENSMUSG00000001280,-1.8658,0
Myg1,ENSMUSG00000001285,0.64983,0.0618547
Rarg,ENSMUSG00000001288,-0.72854,0.4192697
Pfdn5,ENSMUSG00000001289,1.51634,0.0000006
Efnb2,ENSMUSG00000001300,0.30169,0.192745
Rrp15,ENSMUSG00000001305,0.66249,0.0284002
Rnd2,ENSMUSG00000001313,-0.58465,0.0625622
Srr,ENSMUSG00000001323,-0.39562,0.0408652
Sync,ENSMUSG00000001333,-1.25747,0.0220289
Fndc5,ENSMUSG00000001334,-1.43044,0
Fbxo9,ENSMUSG00000001366,0.90866,0.0000052
Vps50,ENSMUSG00000001376,-0.87605,0.0001134
Hars,ENSMUSG00000001380,0.24609,0.2060519
Zmat2,ENSMUSG00000001383,0.78306,0.0002849
Smg5,ENSMUSG00000001415,0.12,0.6932782
Cct3,ENSMUSG00000001416,0.69234,0.0233136
Glmp,ENSMUSG00000001418,-0.04379,0.9804753
Mef2d,ENSMUSG00000001419,0.17981,0.3992333
Snd1,ENSMUSG00000001424,0.83263,0.0022539
Slc19a1,ENSMUSG00000001436,0.24729,0.6981855
Kpnb1,ENSMUSG00000001440,0.10847,0.6074939
Npepps,ENSMUSG00000001441,-0.57569,0.0041155
Mrpl10,ENSMUSG00000001445,0.71748,0.0001002
Cyp51,ENSMUSG00000001467,0.03122,0.9058012
Tcf25,ENSMUSG00000001472,0.26949,0.1389465
Tubb6,ENSMUSG00000001473,1.13119,0.1954834
Def8,ENSMUSG00000001482,0.3569,0.2228329
Meox1,ENSMUSG00000001493,2.70014,0.0000013
Nkx2-1,ENSMUSG00000001496,0.95189,0.0003543
Irx2,ENSMUSG00000001504,-1.42598,0.1073499
Itga3,ENSMUSG00000001507,0.78939,0.0902005
Foxm1,ENSMUSG00000001517,-0.56344,0.4195882
Itfg2,ENSMUSG00000001518,0.41301,0.2158379
Nrip2,ENSMUSG00000001520,0.25104,0.3558661
Tulp3,ENSMUSG00000001521,-0.79763,0.1350795
Gtf2h4,ENSMUSG00000001524,0.00089,0.9990597
Tubb5,ENSMUSG00000001525,0.67641,0.0161307
Ell2,ENSMUSG00000001542,0.76755,0.0162566
Jup,ENSMUSG00000001552,-1.09727,0.0000155
Fkbp10,ENSMUSG00000001555,-1.05037,0.4013106
Nom1,ENSMUSG00000001569,0.19494,0.3440979
Ergic1,ENSMUSG00000001576,0.76671,0.0130192
Tnk1,ENSMUSG00000001583,2.16539,
Ifrd1,ENSMUSG00000001627,-0.20401,0.6338428
Stk38l,ENSMUSG00000001630,-0.08934,0.7541197
Brpf1,ENSMUSG00000001632,-0.00306,0.9920348
Akr1b3,ENSMUSG00000001642,0.28372,0.1551486
Gstt1,ENSMUSG00000001663,-1.70187,0.0003133
Gstt3,ENSMUSG00000001665,-2.57714,0
Ddt,ENSMUSG00000001666,0.68205,0.0607721
Marveld3,ENSMUSG00000001672,1.29923,0.2113482
Ddx18,ENSMUSG00000001674,0.29309,0.1828835
Ubl3,ENSMUSG00000001687,0.42614,0.0016005
Gramd3,ENSMUSG00000001700,-2.42341,0.0001192
Eef1e1,ENSMUSG00000001707,0.95459,0.0010484
Akt1,ENSMUSG00000001729,0.61762,0.0003746
Tcirg1,ENSMUSG00000001750,0.33784,0.6595813
Naglu,ENSMUSG00000001751,0.7199,0.6215938
Coasy,ENSMUSG00000001755,-0.02315,0.9123148
Smo,ENSMUSG00000001761,-3.34855,0.0037451
Tspan33,ENSMUSG00000001763,0.60002,0.0209431
Crnkl1,ENSMUSG00000001767,-0.87018,0.0001245
Rin2,ENSMUSG00000001768,-0.69278,0.0030313
Folh1,ENSMUSG00000001773,-4.30706,0
Chordc1,ENSMUSG00000001774,-0.18142,0.4080604
Rtcb,ENSMUSG00000001783,0.54782,0.0130389
Pwp1,ENSMUSG00000001785,0.46169,0.2616693
Fbxo7,ENSMUSG00000001786,-0.75187,0.000002
Capns1,ENSMUSG00000001794,0.8788,0
Lrp3,ENSMUSG00000001802,0.33169,0.0865703
Clpb,ENSMUSG00000001829,-0.58297,0.0072242
Septin7,ENSMUSG00000001833,-0.83677,0.0000786
Zdhhc4,ENSMUSG00000001844,0.59466,0.0389698
Rac1,ENSMUSG00000001847,-0.04786,0.8126133
Nup214,ENSMUSG00000001855,-0.33843,0.1923999
Aif1l,ENSMUSG00000001864,-3.65202,0
Ugp2,ENSMUSG00000001891,-0.51322,0.0028541
Kcnh6,ENSMUSG00000001901,0.35307,0.6283026
Trmt1,ENSMUSG00000001909,0.94891,0.0004367
Nacc1,ENSMUSG00000001910,-0.19025,0.6621973
Nfix,ENSMUSG00000001911,-2.21649,0
Uba1,ENSMUSG00000001924,0.27266,0.363679
Siae,ENSMUSG00000001942,0.17007,0.6449072
Esam,ENSMUSG00000001946,-0.15248,0.8970238
Spa17,ENSMUSG00000001948,1.17919,0.0229151
Fam50a,ENSMUSG00000001962,0.0997,0.8533295
Emd,ENSMUSG00000001964,0.86258,0.0000816
Taco1,ENSMUSG00000001983,-0.69159,0.1552064
Grik3,ENSMUSG00000001985,-0.86622,0.0001207
Gria3,ENSMUSG00000001986,-1.35736,0.000007
Npas1,ENSMUSG00000001988,-1.78382,0.1655854
Sipa1l2,ENSMUSG00000001995,-0.91588,0.0000001
Ap4e1,ENSMUSG00000001998,-0.61434,0.1749411
Blvra,ENSMUSG00000001999,0.45799,0.1619454
Pdzd4,ENSMUSG00000002006,0.63538,0.0041354
Srpk3,ENSMUSG00000002007,0.06422,0.9753268
Idh3g,ENSMUSG00000002010,0.24467,0.3992947
Pnck,ENSMUSG00000002012,0.715,0.0073788
Ssr4,ENSMUSG00000002014,1.49852,0.0000557
Bcap31,ENSMUSG00000002015,0.74036,0.0279234
Fam98a,ENSMUSG00000002017,-0.15074,0.5645222
Kmt2a,ENSMUSG00000002028,-0.88699,0
Ift46,ENSMUSG00000002031,0.60796,0.0217537
Tmem25,ENSMUSG00000002032,-0.36927,0.3629345
Trappc6a,ENSMUSG00000002043,1.27214,0.013439
Supt6,ENSMUSG00000002052,-0.34557,0.0400032
Spag5,ENSMUSG00000002055,-3.07315,0.0005787
Unc119,ENSMUSG00000002058,1.31567,0.0011477
Rab34,ENSMUSG00000002059,1.02645,0.0036885
Sdf2,ENSMUSG00000002064,1.40974,0.0001329
Ccne1,ENSMUSG00000002068,0.77403,0.1872216
Psmc3,ENSMUSG00000002102,0.04684,0.8488029
Acp2,ENSMUSG00000002103,-0.08292,0.7587467
Slc39a13,ENSMUSG00000002105,0.11188,0.8614465
Celf2,ENSMUSG00000002107,-0.81257,0.0002011
Nr1h3,ENSMUSG00000002108,-0.94744,0.3129397
Ddb2,ENSMUSG00000002109,-0.21386,0.8760449
Sf3a1,ENSMUSG00000002129,0.00547,0.9831729
Stat6,ENSMUSG00000002147,0.00763,0.992047
Clgn,ENSMUSG00000002190,-1.43373,0.0148706
Vrk3,ENSMUSG00000002205,0.57986,0.0083569
Smg9,ENSMUSG00000002210,0.34689,0.5164104
Paxip1,ENSMUSG00000002221,0.01956,0.9231466
Rmnd5a,ENSMUSG00000002222,0.04518,0.831729
Mov10,ENSMUSG00000002227,0.14119,0.7807047
Rhoc,ENSMUSG00000002233,0.4868,0.2999417
Ppard,ENSMUSG00000002250,-0.60765,0.236459
Peg3,ENSMUSG00000002265,0.18302,0.5519891
Zim1,ENSMUSG00000002266,-0.32565,0.1285527
Metrn,ENSMUSG00000002274,-1.59168,0.0071715
Lmf1,ENSMUSG00000002279,0.29368,0.6860198
Ciao3,ENSMUSG00000002280,0.22017,0.7265866
Angptl4,ENSMUSG00000002289,0.37994,
Daxx,ENSMUSG00000002307,0.50929,0.1019916
Cd320,ENSMUSG00000002308,0.94222,0.0135379
Ipo4,ENSMUSG00000002319,0.47056,0.0390849
Tm9sf1,ENSMUSG00000002320,0.1375,0.7457964
Rec8,ENSMUSG00000002324,0.48677,0.2709799
Irf9,ENSMUSG00000002325,0.23961,0.508118
Gmpr2,ENSMUSG00000002326,0.61842,0.1069267
Mdp1,ENSMUSG00000002329,0.98829,0.0013159
Dhrs1,ENSMUSG00000002332,0.21027,0.4776893
Ncan,ENSMUSG00000002341,-1.37904,0
Tmem161a,ENSMUSG00000002342,0.93531,0.003903
Armc6,ENSMUSG00000002343,0.71421,0.0329869
Borcs8,ENSMUSG00000002345,1.09276,0.0006506
Slc25a42,ENSMUSG00000002346,-0.03731,0.9291701
Snx9,ENSMUSG00000002365,-0.21146,0.7025657
Ranbp3,ENSMUSG00000002372,0.41408,0.115917
Ndufa11,ENSMUSG00000002379,0.81618,0.0121333
Nr2f6,ENSMUSG00000002393,0.98539,0.0076281
Use1,ENSMUSG00000002395,1.36568,0.000166
Ocel1,ENSMUSG00000002396,-0.08263,0.8630314
Dyrk1b,ENSMUSG00000002409,0.13986,0.7331955
Braf,ENSMUSG00000002413,-0.5047,0.0036269
Ndufb2,ENSMUSG00000002416,0.95423,0.000065
Hltf,ENSMUSG00000002428,-0.2978,0.3060159
Prpf6,ENSMUSG00000002455,0.08308,0.7338722
Rgs19,ENSMUSG00000002458,0.88137,0.0004854
Rgs20,ENSMUSG00000002459,0.54546,0.0525087
Abhd3,ENSMUSG00000002475,-1.54975,0.0005013
Snrpd1,ENSMUSG00000002477,0.77949,0.0039588
Tchp,ENSMUSG00000002486,-0.18534,0.596938
Tiam1,ENSMUSG00000002489,0.23428,0.1986173
Tsc2,ENSMUSG00000002496,-0.5598,0.0010581
Slc9a3r2,ENSMUSG00000002504,0.01992,0.9479995
Puf60,ENSMUSG00000002524,0.43425,0.2484387
Golga2,ENSMUSG00000002546,0.22366,0.1095279
Uck1,ENSMUSG00000002550,1.34763,0.0000086
Ikzf4,ENSMUSG00000002578,-0.18286,0.3204511
Mien1,ENSMUSG00000002580,1.60468,0.0000172
Axl,ENSMUSG00000002602,-3.17836,0
Ccdc97,ENSMUSG00000002608,-0.1066,0.6825473
Zfp40,ENSMUSG00000002617,-0.31079,0.3222994
Akap8l,ENSMUSG00000002625,-0.58974,0.0161615
Shh,ENSMUSG00000002633,0.25627,0.7167198
Pdcd2l,ENSMUSG00000002635,0.61389,0.0537321
Gtf2f1,ENSMUSG00000002658,0.26501,0.3227822
Clpp,ENSMUSG00000002660,1.31926,0.0000006
Alkbh7,ENSMUSG00000002661,1.11045,0.0032597
Med6,ENSMUSG00000002679,0.04613,0.9145926
Lcp2,ENSMUSG00000002699,-0.51612,0.3991644
Cse1l,ENSMUSG00000002718,-0.70552,0.0000187
Naa20,ENSMUSG00000002728,0.11844,0.7782583
Prkra,ENSMUSG00000002731,0.85617,0.0222525
Plekha3,ENSMUSG00000002733,0.27861,0.1604355
Ykt6,ENSMUSG00000002741,0.70726,0.0142082
Baz1b,ENSMUSG00000002748,-0.27621,0.1946474
Pex6,ENSMUSG00000002763,0.54215,0.0908965
Mrpl2,ENSMUSG00000002767,0.86908,0.0180933
Mea1,ENSMUSG00000002768,1.37513,0.0000256
Gnmt,ENSMUSG00000002769,0.77622,
Grin2d,ENSMUSG00000002771,-0.62616,0.1971139
Kdelr1,ENSMUSG00000002778,0.8675,0.0321389
Tmem143,ENSMUSG00000002781,-0.2231,0.5900858
Ggct,ENSMUSG00000002797,0.45644,0.0238607
Jag2,ENSMUSG00000002799,-0.23604,0.7228253
Btbd6,ENSMUSG00000002803,0.16874,0.5784367
Nudt14,ENSMUSG00000002804,0.89178,0.1213711
Epdr1,ENSMUSG00000002808,0.69827,0.0005749
Flii,ENSMUSG00000002812,-0.07016,0.6987231
Top3a,ENSMUSG00000002814,0.4968,0.3807166
Atg4d,ENSMUSG00000002820,0.8573,0.0940187
Qtrt1,ENSMUSG00000002825,0.52056,0.4612889
Plin4,ENSMUSG00000002831,-3.5109,0.0002167
Hdgfl2,ENSMUSG00000002833,0.28066,0.1072343
Adprh,ENSMUSG00000002844,0.54997,0.0316057
Tmem39a,ENSMUSG00000002845,0.15997,0.7869659
Timmdc1,ENSMUSG00000002846,1.33469,0
Mcm2,ENSMUSG00000002870,0.65804,0.3585188
Tpra1,ENSMUSG00000002871,0.49423,0.5293937
Nab1,ENSMUSG00000002881,-0.33365,0.0436004
Adgre5,ENSMUSG00000002885,-2.9731,0.0013944
Il17ra,ENSMUSG00000002897,-1.68722,0.2859596
Lamb1,ENSMUSG00000002900,-0.21045,0.8461299
Kcnn1,ENSMUSG00000002908,-0.83822,0.1205169
Arrdc2,ENSMUSG00000002910,-0.7771,0.2317683
Ppp1r17,ENSMUSG00000002930,1.0272,0.0013672
Map2k7,ENSMUSG00000002948,0.24393,0.2546702
Timm44,ENSMUSG00000002949,-0.06054,0.9248975
Ap2a2,ENSMUSG00000002957,0.0307,0.9124135
Pnkp,ENSMUSG00000002963,0.75171,0.1500285
Med25,ENSMUSG00000002968,0.35963,0.2370599
Bcam,ENSMUSG00000002980,1.3698,0.0109787
Clptm1,ENSMUSG00000002981,0.19038,0.6675933
Relb,ENSMUSG00000002983,0.04285,0.9705291
Tomm40,ENSMUSG00000002984,0.6995,0.0080904
Apoe,ENSMUSG00000002985,-3.04741,0
Hbp1,ENSMUSG00000002996,-0.87137,0.0261658
Prkar2b,ENSMUSG00000002997,0.34697,0.2612751
Cdkn1b,ENSMUSG00000003031,-0.6719,0.0037668
Klf4,ENSMUSG00000003032,-2.77162,0.0044727
Ap1m1,ENSMUSG00000003033,0.37868,0.217903
Rab8a,ENSMUSG00000003037,0.1984,0.4147492
Hmgn2,ENSMUSG00000003038,0.82193,0.0000618
Fam32a,ENSMUSG00000003039,0.31317,0.0371352
Elf3,ENSMUSG00000003051,2.4827,
Stard3nl,ENSMUSG00000003062,0.66083,0.0013672
Stk11,ENSMUSG00000003068,0.51124,0.24704
Efna2,ENSMUSG00000003070,-0.15319,0.8840803
Atp5d,ENSMUSG00000003072,1.16293,0.000285
Ppp5c,ENSMUSG00000003099,0.46318,0.0115985
Cdk12,ENSMUSG00000003119,-0.1752,0.3004148
Lipe,ENSMUSG00000003123,-1.02776,0.0086275
Pafah1b2,ENSMUSG00000003131,0.14687,0.4722814
Tbc1d8,ENSMUSG00000003134,0.42612,0.4226022
Cnot11,ENSMUSG00000003135,-0.10173,0.7238085
Slc2a3,ENSMUSG00000003153,0.13254,0.6530785
Foxj2,ENSMUSG00000003154,-0.21312,0.4481052
Sri,ENSMUSG00000003161,-0.02832,0.8970238
Dgcr2,ENSMUSG00000003166,0.86537,0.0006654
Irf3,ENSMUSG00000003184,-0.15647,0.704278
Bcl2l12,ENSMUSG00000003190,-1.69643,0.4339787
Zfp959,ENSMUSG00000003198,0.97775,
Mpnd,ENSMUSG00000003199,1.15503,0.0013057
Sh3gl1,ENSMUSG00000003200,0.18007,0.7438479
Ebi3,ENSMUSG00000003206,1.51831,0.0308116
Yju2,ENSMUSG00000003208,0.00963,0.9891158
Ranbp2,ENSMUSG00000003226,-0.46978,0.0631337
Dvl3,ENSMUSG00000003233,-0.36389,0.2336547
Abcf3,ENSMUSG00000003234,0.29232,0.3222994
Eif2b5,ENSMUSG00000003235,0.98954,0.0000021
Cyth2,ENSMUSG00000003269,1.05827,0.0001384
Car11,ENSMUSG00000003273,-0.32722,0.532986
Dlgap1,ENSMUSG00000003279,-0.82809,0.0000007
Plag1,ENSMUSG00000003282,-0.55795,0.4366779
Mrpl4,ENSMUSG00000003299,0.78903,0.0022833
Keap1,ENSMUSG00000003308,0.34072,0.1714067
Ap1m2,ENSMUSG00000003309,1.45554,
Glg1,ENSMUSG00000003316,-0.23904,0.504856
Btbd2,ENSMUSG00000003344,0.16394,0.5867965
Csnk1g2,ENSMUSG00000003345,0.35145,0.0298269
Abhd17a,ENSMUSG00000003346,0.64472,0.0764669
Mob3a,ENSMUSG00000003348,0.88861,0.0050997
Cacnb3,ENSMUSG00000003352,0.67136,0.0055614
Ccdc65,ENSMUSG00000003354,-1.15029,0.0351858
Fkbp11,ENSMUSG00000003355,0.8227,0.5809512
Ddx23,ENSMUSG00000003360,-0.02022,0.9419787
Pld3,ENSMUSG00000003363,0.85907,0.0042244
Grik5,ENSMUSG00000003378,0.6163,0.0000219
Rabac1,ENSMUSG00000003380,1.13435,0.0014933
Etv3,ENSMUSG00000003382,-0.06357,0.845885
Prkcsh,ENSMUSG00000003402,1.19584,0.0000001
Elavl3,ENSMUSG00000003410,-0.45973,0.022266
Rab3b,ENSMUSG00000003411,0.8978,0
St8sia6,ENSMUSG00000003418,-2.22666,0.1260845
Fcgrt,ENSMUSG00000003420,-2.27394,0.0715838
Nosip,ENSMUSG00000003421,0.16873,0.5954529
Pih1d1,ENSMUSG00000003423,-0.05709,0.8663186
Rps11,ENSMUSG00000003429,1.68638,0
Supt5,ENSMUSG00000003435,-0.09963,0.6316765
Dll3,ENSMUSG00000003436,1.25801,0.0984622
Paf1,ENSMUSG00000003437,0.19164,0.3542773
Timm50,ENSMUSG00000003438,1.07472,0.0007528
Med29,ENSMUSG00000003444,1.22323,0.0020832
Bicd1,ENSMUSG00000003452,-1.04398,0
Ncstn,ENSMUSG00000003458,0.57146,0.2868867
Pex19,ENSMUSG00000003464,-0.23066,0.2800559
Phyhip,ENSMUSG00000003469,0.05435,0.8104817
Inmt,ENSMUSG00000003477,-2.93178,0.2705914
Impdh1,ENSMUSG00000003500,0.81856,0.0135379
Dusp3,ENSMUSG00000003518,-0.13805,0.5622759
Prodh,ENSMUSG00000003526,-2.64947,0.0000001
Ess2,ENSMUSG00000003527,0.01132,0.9811898
Slc25a1,ENSMUSG00000003528,0.53451,0.0135909
Dgcr6,ENSMUSG00000003531,1.15043,0.0004996
Ddr1,ENSMUSG00000003534,-0.22302,0.7369641
Ier3,ENSMUSG00000003541,0.25506,0.6250395
Fosb,ENSMUSG00000003545,1.54855,0.0002137
Klc4,ENSMUSG00000003546,0.46766,0.2466592
Ercc1,ENSMUSG00000003549,0.42574,0.3222994
As3mt,ENSMUSG00000003559,1.21353,0.0000052
Homer3,ENSMUSG00000003573,-1.26707,0.1184204
Crtc1,ENSMUSG00000003575,-0.02605,0.9448446
Rnf215,ENSMUSG00000003581,0.29661,0.5644532
Sec14l2,ENSMUSG00000003585,-1.69021,0.0000001
Crot,ENSMUSG00000003623,-1.70925,0
Rps6ka1,ENSMUSG00000003644,-0.71564,0.0340333
Calb2,ENSMUSG00000003657,0.27755,0.3974047
Snrnp200,ENSMUSG00000003660,-0.36023,0.0438777
Ciao1,ENSMUSG00000003662,0.43045,0.1030033
Taf6l,ENSMUSG00000003680,0.37295,0.2453697
Insig2,ENSMUSG00000003721,1.27067,0
Kpna6,ENSMUSG00000003731,-0.19203,0.4299886
Man1a,ENSMUSG00000003746,-1.31088,0.02239
Itpkc,ENSMUSG00000003752,-0.22531,0.6721325
Coq8b,ENSMUSG00000003762,0.85971,0.0133064
Brd8,ENSMUSG00000003778,-0.27964,0.2847615
Kif20a,ENSMUSG00000003779,-1.26027,0.0980489
Farsa,ENSMUSG00000003808,0.51098,0.0592916
Gcdh,ENSMUSG00000003809,0.25731,0.5501556
Mast2,ENSMUSG00000003810,0.23244,0.1947027
Dnase2a,ENSMUSG00000003812,0.85958,0.1895377
