cluster_id,cluster_name,rbo_score,bacTRAP_signature
C286-15,C286-15: Sncg.Ebf1.Trh.GLU-2,0.0225260231497254,agrp
C286-146,C286-146: Zfp804b.Hmcn1.GABA-1,0.022345406024818,agrp
C286-149,C286-149: Grp.Ppp1r17.GABA-1,0.0221332454545603,agrp
C286-16,C286-16: Ebf2.Trh.GLU-2,0.0219652797588347,agrp
C286-63,C286-63: Prdm12.Tcf4.GLU-3,0.0200534454439459,agrp
C286-266,C286-266: Ms4a4b.Immune,0.0196751371209455,agrp
C286-134,C286-134: Pthlh.Il1rapl2.GABA-1,0.0196199745814159,agrp
C286-150,C286-150: Dlx6os1.Ppp1r17.GABA-1,0.0189628737922785,agrp
C286-259,C286-259: H2-Aa.Wfdc17.Tmem119.Immune,0.0182646688809805,agrp
C286-82,C286-82: Oxt.Caprin2.GLU-6,0.01706052299629,agrp
C286-109,C286-109: Chodl.Fam122b.Vipr2.GABA-2,0.0168462244484995,agrp
C286-154,C286-154: Moxd1.Dlx1.Lhx6.GABA-1,0.0164663292558513,agrp
C286-125,C286-125: Grp.Cd24a.Lhx1.GABA-2,0.015923489000486,agrp
C286-99,C286-99: Unassigned.Pnoc.Mixed.GABA-2,0.0157320201336787,agrp
C286-185,C286-185: Pou3f1.Sst.GABA-4,0.015726738947799,agrp
C286-281,C286-281: Meox1.Endothelial,0.0152976628213133,agrp
C286-33,C286-33: Cenpf.Arhgap36.Fezf1.GLU-3,0.0152523127606187,agrp
C286-133,C286-133: Epha3.Il1rapl2.GABA-1,0.0134091936157703,agrp
C286-139,C286-139: Myo5b.Sox14.Lef1.GABA-1,0.0133777134584049,agrp
C286-121,C286-121: Slc6a3.Onecut2.GABA-2,0.0133368861558494,agrp
C286-186,C286-186: Abi3bp.Meis2.GABA-5,0.0129104655306681,agrp
C286-222,C286-222: Myoc.Etnppl.Astrocytes,0.0126754131819111,agrp
C286-11,C286-11: Adgrf5.Nxph4.GLU-2,0.0125524636269198,agrp
C286-40,C286-40: Nts.Cd40.GLU-3,0.0116356955615874,agrp
C286-157,C286-157: Hdc.GABA-1,0.0115417386915875,agrp
C286-107,C286-107: Cd79a.Fam122b.Vipr2.GABA-2,0.0115001637753283,agrp
C286-84,C286-84: Pmch.GLU-7,0.011446728202313,agrp
C286-81,C286-81: Ebf3.Caprin2.GLU-6,0.0112390752311621,agrp
C286-108,C286-108: Ppp1r17.Fam122b.Vipr2.GABA-2,0.0112314436109448,agrp
C286-165,C286-165: Crh.Zeb2.Lhx8.GABA-1,0.0107650784044411,agrp
C286-42,C286-42: Necab1.Cbln4.Cd40.GLU-3,0.010662008346234,agrp
C286-59,C286-59: Tcf7l2.Vcan.GLU-3,0.0100588781541003,agrp
C286-114,C286-114: Prr5l.Cck.Vipr2.GABA-2,0.00998025509784918,agrp
C286-113,C286-113: Prok2.Fam122b.Vipr2.GABA-2,0.00996028044566609,agrp
C286-282,C286-282: Plvap.Endothelial,0.00979220933489822,agrp
C286-173,C286-173: Ebf1.Nkx2-4.GABA-3,0.00978885369465351,agrp
C286-43,C286-43: Esr1.Iigp1.Cd40.GLU-3,0.00948382771691483,agrp
C286-115,C286-115: Cdkn1c.Cck.Vipr2.GABA-2,0.00940796276702703,agrp
C286-202,C286-202: Frzb.Tanycytes,0.00939727278478215,agrp
C286-93,C286-93: Csta2.Thrsp.Mixed.GABA-2,0.0093933808785955,agrp
C286-72,C286-72: Npvf.Rfx4.GLU-4,0.00909721789910123,agrp
C286-269,C286-269: Anxa1.ParsTuber,0.00886638936469521,agrp
C286-283,C286-283: Angptl1.Dcn.Fibroblasts,0.00876758454208561,agrp
C286-270,C286-270: Vtn.Kcnj8.Mural,0.008746632814325,agrp
C286-280,C286-280: Cytl1.Sema3g.Endothelial,0.00858275874697651,agrp
C286-111,C286-111: Igfbp4.Cck.Vipr2.GABA-2,0.00853038216567219,agrp
C286-3,C286-3: NSCs,0.00812228897158647,agrp
C286-142,C286-142: Reln.Lef1.GABA-1,0.00805843562515203,agrp
C286-23,C286-23: Ndnf.Meis2.Samd3.GLU-2,0.0079733614100367,agrp
C286-110,C286-110: C2cd4b.Fam122b.Vipr2.GABA-2,0.00791283013140601,agrp
C286-273,C286-273: Sfrp2.Kcnj8.Mural,0.00771776154415897,agrp
C286-271,C286-271: Lamc3.Acta2.Mural,0.00749414656091162,agrp
C286-92,C286-92: Gnrh1.GLU-9,0.00747611010273531,agrp
C286-168,C286-168: Ecel1.Nts.GABA-1,0.00744552008116731,agrp
C286-132,C286-132: Vcan.Col6a1.Il1rapl2.GABA-1,0.00736498669307223,agrp
C286-164,C286-164: Nmu.Zeb2.Lhx8.GABA-1,0.00726382333211772,agrp
C286-276,C286-276: Ctla2a.Slco1a4.Endothelial,0.00724264652821304,agrp
C286-274,C286-274: Pglyrp1.Slco1a4.Endothelial,0.0072319298491078,agrp
C286-58,C286-58: Nr5a2.C1ql2.Gpr149.GLU-3,0.00721131237581349,agrp
C286-74,C286-74: Hcrt.Rfx4.GLU-4,0.00709078835242759,agrp
C286-265,C286-265: F13a1.Immune,0.00702021871720488,agrp
C286-275,C286-275: Il1r1.Slco1a4.Endothelial,0.00700025513091423,agrp
C286-45,C286-45: Rai14.Hmcn2.Gpr149.GLU-3,0.00697140227587173,agrp
C286-161,C286-161: Lhx6.Lhx8.GABA-1,0.00695656786052615,agrp
C286-138,C286-138: Col11a1.Sox14.Lef1.GABA-1,0.00695507404969323,agrp
C286-267,C286-267: Immune-Trbc1,0.00665200746031367,agrp
C286-136,C286-136: Foxp2.Tmem114.Lef1.GABA-1,0.00658666321363487,agrp
C286-268,C286-268: Cga.ParsTuber,0.00646760514823489,agrp
C286-272,C286-272: Cnn1.Acta2.Mural,0.00645079564422867,agrp
C286-71,C286-71: Lpar1.GLU-4,0.00637293725350217,agrp
C286-112,C286-112: Nms.Fam122b.Vipr2.GABA-2,0.00626471051966139,agrp
C286-129,C286-129: Tnfrsf12a.GABA-2,0.00614944332700509,agrp
C286-197,C286-197: Chat.GABA-7,0.0060221226321856,agrp
C286-106,C286-106: Vip.Vipr2.GABA-2,0.00586385615368481,agrp
C286-127,C286-127: Rrad.Cd24a.Lhx1.GABA-2,0.00568679845504373,agrp
C286-41,C286-41: Gldn.Cbln4.Cd40.GLU-3,0.00568020708062295,agrp
C286-37,C286-37: Mc4r.Fezf1.GLU-3,0.00550910947524318,agrp
C286-60,C286-60: Tac1.Vcan.GLU-3,0.00545298105670291,agrp
C286-279,C286-279: Sema3c.Sema3g.Endothelial,0.00543410192682338,agrp
C286-255,C286-255: Scn9a.Selplg.Tmem119.Immune,0.00537335601766251,agrp
C286-251,C286-251: Pdgfra.Cspg4.OPC,0.00517760750541365,agrp
C286-140,C286-140: Npsr1.Sox14.Lef1.GABA-1,0.00501843810851926,agrp
C286-123,C286-123: Cck.Unassigned.Lhx1.GABA-2,0.00500326671544321,agrp
C286-286,C286-286: Krt19.Fibroblasts,0.0049893516558959,agrp
C286-223,C286-223: Tmem130.Myt1l.Lgals3.Astrocytes,0.00486314682197978,agrp
C286-264,C286-264: Ch25h.Tmem119.Immune,0.00481277026412932,agrp
C286-207,C286-207: Hypendymal,0.00471176732653717,agrp
C286-17,C286-17: Syt2.Trh.GLU-2,0.00467798395344705,agrp
C286-64,C286-64: Adcyap1.GLU-3,0.00465260360794188,agrp
C286-6,C286-6: Nts.Irx5.GLU-2,0.00450362572036811,agrp
C286-52,C286-52: H2-Q2.Hmcn2.Gpr149.GLU-3,0.00450227484266083,agrp
C286-147,C286-147: Gal.Crh.GABA-1,0.00443198149506547,agrp
C286-201,C286-201: Prr16.Tanycytes,0.00431758939952594,agrp
C286-153,C286-153: Piezo2.Lhx6.GABA-1,0.00430964282842085,agrp
C286-28,C286-28: Rxfp1.Lmx1a.GLU-2,0.00423054068374187,agrp
C286-230,C286-230: Oxt.Pex5l.Ermn.Oligodendrocytes,0.00416240949674385,agrp
C286-31,C286-31: Col24a1.Unassigned.Fezf1.GLU-3,0.00409067803123972,agrp
C286-104,C286-104: Pvalb.Mixed.GABA-2,0.0040269383734831,agrp
C286-66,C286-66: Ntng2.Lef1.Mixed.GLU-4,0.00394997648794803,agrp
C286-199,C286-199: Rassf9.Tgfb2.Tanycytes,0.00394661378237159,agrp
C286-277,C286-277: Slc38a5.Vtn.Endothelial,0.00386922480469395,agrp
C286-79,C286-79: Vgll2.Bace2.GLU-5,0.00370205644727927,agrp
C286-250,C286-250: Tmem130.Cspg4.OPC,0.0036478814840494,agrp
C286-126,C286-126: Nkd1.Cd24a.Lhx1.GABA-2,0.0036010200299752,agrp
C286-50,C286-50: Nkd2.Bcl11b.Gpr149.GLU-3,0.00351942421380599,agrp
C286-284,C286-284: Slc6a13.Dcn.Fibroblasts,0.003466296180469,agrp
C286-252,C286-252: Pdgfra.C1ql1.OPC,0.00331758617181013,agrp
C286-203,C286-203: Dnah12.Cdhr4.Ependymal,0.00320037171506383,agrp
C286-32,C286-32: Gpr88.Arhgap36.Fezf1.GLU-3,0.00317051330079956,agrp
C286-51,C286-51: Nr5a1.Hmcn2.Gpr149.GLU-3,0.00301196229957236,agrp
C286-260,C286-260: Crybb1.Wfdc17.Tmem119.Immune,0.00299117184154696,agrp
C286-73,C286-73: Qrfp.Rfx4.GLU-4,0.00296815401785925,agrp
C286-21,C286-21: Gng8.Samd3.GLU-2,0.00293674173262991,agrp
C286-67,C286-67: Eomes.Lhx9.Mixed.GLU-4,0.00280225008711826,agrp
C286-263,C286-263: Tyrobp.Tmem119.Immune,0.00265605056935187,agrp
C286-46,C286-46: Slit3.Hmcn2.Gpr149.GLU-3,0.0025582066809918,agrp
C286-262,C286-262: Top2a.Tmem119.Immune,0.00255466156004791,agrp
C286-29,C286-29: Sln.GLU-2,0.00254788127068561,agrp
C286-200,C286-200: Slc17a8.Tgfb2.Tanycytes,0.0024645041240039,agrp
C286-256,C286-256: Gpr34.Selplg.Tmem119.Immune,0.0023992648230806,agrp
C286-44,C286-44: Smim3.Iigp1.Cd40.GLU-3,0.00230221074482281,agrp
C286-189,C286-189: Ppp1r1b.Bcl11b.Meis2.GABA-5,0.0022351566291955,agrp
C286-122,C286-122: Arx.Lhx1.GABA-2,0.00219384589111259,agrp
C286-205,C286-205: Crlf1.Ependymal,0.00218029807747366,agrp
C286-49,C286-49: Lamp5.Bcl11b.Gpr149.GLU-3,0.00215186285775039,agrp
C286-204,C286-204: Ccdc153.Cdhr4.Ependymal,0.00190169881113963,agrp
C286-90,C286-90: Epha8.Foxb1.GLU-8,0.00187094643669772,agrp
C286-137,C286-137: Fign.Lef1.GABA-1,0.00183941645315963,agrp
C286-192,C286-192: Ppp1r1b.Tac1.Meis2.GABA-5,0.0018114039619667,agrp
C286-190,C286-190: Ccn1.Meis2.GABA-5,0.00180142472909129,agrp
C286-38,C286-38: Satb2.Cd40.GLU-3,0.00177737068518164,agrp
C286-39,C286-39: Moxd1.Cd40.GLU-3,0.00171469613023937,agrp
C286-191,C286-191: Adora2a.Meis2.GABA-5,0.00168822348389289,agrp
C286-69,C286-69: Crh.Lhx9.Mixed.GLU-4,0.00167092843291731,agrp
C286-278,C286-278: Gkn3.Vtn.Endothelial,0.00166547065859294,agrp
C286-208,C286-208: Ttll3.Itih3.Etnppl.Astrocytes,0.0016362545543512,agrp
C286-105,C286-105: Otx2.Mixed.GABA-2,0.0016250178799101,agrp
C286-36,C286-36: Nkx2-2.Unassigned.Fezf1.GLU-3,0.00162024933318706,agrp
C286-213,C286-213: Rgs6.Trpm3.Etnppl.Astrocytes,0.00157034472095683,agrp
C286-285,C286-285: Slc47a1.Dcn.Fibroblasts,0.00146168284808147,agrp
C286-57,C286-57: Nr5a1.C1ql2.Gpr149.GLU-3,0.00141957676175677,agrp
C286-124,C286-124: Vip.Unassigned.Lhx1.GABA-2,0.00138297380281712,agrp
C286-217,C286-217: Unassigned.Unassigned.Etnppl.Astrocytes,0.00137816105407678,agrp
C286-48,C286-48: Hmcn2.Tcf7l2.Gpr149.GLU-3,0.00136892587505667,agrp
C286-247,C286-247: Abhd2.C1ql1.OPC,0.00135192838896063,agrp
C286-61,C286-61: Prdm13.Tcf4.GLU-3,0.00134378013488386,agrp
C286-62,C286-62: Nfia.Tcf4.GLU-3,0.00134378013488386,agrp
C286-89,C286-89: Eya4.Fign.Foxb1.GLU-8,0.00132749655656417,agrp
C286-118,C286-118: Tacr3.Onecut3.Onecut2.GABA-2,0.0012730568782172,agrp
C286-227,C286-227: Spag5.Pex5l.Ermn.Oligodendrocytes,0.00114779350797447,agrp
C286-167,C286-167: Hmx2.Gal.Nts.GABA-1,0.00114182875025407,agrp
C286-88,C286-88: Col19a1.Fign.Foxb1.GLU-8,0.00105850133309116,agrp
C286-87,C286-87: Nid1.Postn.Foxb1.GLU-8,0.000995641522983827,agrp
C286-85,C286-85: Nts.Foxb1.GLU-8,0.0009184910017126,agrp
C286-257,C286-257: Inpp5d.P2ry12.Tmem119.Immune,0.0009008534813254,agrp
C286-245,C286-245: Rassf10.Bmp4.Gpr17.Oligodendrocytes,0.000844358478439923,agrp
C286-244,C286-244: Mycl.Bmp4.Gpr17.Oligodendrocytes,0.000805221707221319,agrp
C286-218,C286-218: Rhcg.Gjb6.Etnppl.Astrocytes,0.000803762772028785,agrp
C286-86,C286-86: Myo5b.Postn.Foxb1.GLU-8,0.00077115951137068,agrp
C286-254,C286-254: Arhgap45.Selplg.Tmem119.Immune,0.000741963613411881,agrp
C286-5,C286-5: Slc6a3.Pitx2.Irx5.GLU-2,0.000714457225949735,agrp
C286-216,C286-216: Fbln5.Gjb6.Etnppl.Astrocytes,0.000711096035582403,agrp
C286-258,C286-258: Selplg.P2ry12.Tmem119.Immune,0.000669299806078596,agrp
C286-128,C286-128: Aldh3b2.GABA-2,0.000636629505826089,agrp
C286-53,C286-53: Adamts9.Fezf1.Gpr149.GLU-3,0.000567573018312488,agrp
C286-163,C286-163: Gbx1.Sox6.Lhx8.GABA-1,0.000544735575046799,agrp
C286-94,C286-94: Nfix.Thrsp.Mixed.GABA-2,0.000522321650452881,agrp
C286-47,C286-47: Nr5a1.Tcf7l2.Gpr149.GLU-3,0.000476169535064956,agrp
C286-249,C286-249: Dividing.OPC,0.000426370407338613,agrp
C286-101,C286-101: Zic1.Pnoc.Mixed.GABA-2,0.000418591229470024,agrp
C286-242,C286-242: Hspa1a.Ermn.Oligodendrocytes,0.000415270414801052,agrp
C286-54,C286-54: Tac1.Fezf1.Gpr149.GLU-3,0.000384411809649222,agrp
C286-261,C286-261: Ccl4.Tmem119.Immune,0.000379082824338195,agrp
C286-225,C286-225: Cdca7.Myt1l.Lgals3.Astrocytes,0.000374382308617432,agrp
C286-233,C286-233: Ppp1r16b.Opalin.Ermn.Oligodendrocytes,0.000366282075636363,agrp
C286-229,C286-229: Serpinb1a.Opalin.Ermn.Oligodendrocytes,0.000348963741965763,agrp
C286-91,C286-91: Prkch.GLU-8,0.00034328206641506,agrp
C286-209,C286-209: Pdzph1.Gjb6.Etnppl.Astrocytes,0.000343265657425406,agrp
C286-235,C286-235: Nkx2-9.Klk6.Ermn.Oligodendrocytes,0.000299377683887128,agrp
C286-236,C286-236: Mag.Pex5l.Ermn.Oligodendrocytes,0.000293981709977538,agrp
C286-7,C286-7: Rxfp1.Irx5.GLU-2,0.000289825981691919,agrp
C286-253,C286-253: Tyrobp.OPC,0.000279197210593515,agrp
C286-231,C286-231: Hapln2.Pex5l.Ermn.Oligodendrocytes,0.000277888981862528,agrp
C286-228,C286-228: Plin4.Opalin.Ermn.Oligodendrocytes,0.000263736833573351,agrp
C286-248,C286-248: Pdgfra.OPC,0.000261088768067154,agrp
C286-234,C286-234: Anln.Klk6.Ermn.Oligodendrocytes,0.000245478556412443,agrp
C286-193,C286-193: Cxcl14.Tac1.Meis2.GABA-5,0.000209222047435962,agrp
C286-246,C286-246: Ermn.Gpr17.Oligodendrocytes,0.000173066945806275,agrp
C286-25,C286-25: Pde11a.Foxb1.GLU-2,0.000167631549280006,agrp
C286-65,C286-65: Tac1.Lef1.Mixed.GLU-4,0.000160568347651877,agrp
C286-226,C286-226: Slc24a2.Pex5l.Ermn.Oligodendrocytes,0.000151745408636893,agrp
C286-26,C286-26: Ebf3.Foxb1.GLU-2,0.000145000629488367,agrp
C286-238,C286-238: Synpr.Mal.Ermn.Oligodendrocytes,0.000133965504256816,agrp
C286-102,C286-102: Unassigned.C1ql2.Mixed.GABA-2,0.000125103703085673,agrp
C286-144,C286-144: Foxp2.Adarb2.Hmcn1.GABA-1,0.000125103703085673,agrp
C286-145,C286-145: Sox6.Adarb2.Hmcn1.GABA-1,0.000125103703085673,agrp
C286-95,C286-95: Meis2.Mixed.GABA-2,0.000125103703085673,agrp
C286-156,C286-156: Igfbp4.Lhx6.GABA-1,0.000122038788062268,agrp
C286-166,C286-166: Lhx6.Sox6.Lhx8.GABA-1,0.000122038788062268,agrp
C286-4,C286-4: Lmx1a.Pitx2.Irx5.GLU-2,0.00011681060706185,agrp
C286-220,C286-220: Aqp4.Gfap.Etnppl.Astrocytes,9.38319579326703e-05,agrp
C286-239,C286-239: Mal.Ctps.Ermn.Oligodendrocytes,7.61448883489581e-05,agrp
C286-240,C286-240: Rras2.Ctps.Ermn.Oligodendrocytes,3.45622855268604e-05,agrp
C286-243,C286-243: Cnksr3.Gpr17.Oligodendrocytes,2.19397607617449e-05,agrp
C286-188,C286-188: Slc17a8.Bcl11b.Meis2.GABA-5,1.92751863057416e-05,agrp
C286-210,C286-210: Pmch.Gjb6.Etnppl.Astrocytes,1.84026098604259e-05,agrp
C286-211,C286-211: Notch2.Gjb6.Etnppl.Astrocytes,1.84026098604259e-05,agrp
C286-212,C286-212: Pla2g7.Trpm3.Etnppl.Astrocytes,1.84026098604259e-05,agrp
C286-214,C286-214: Agt.Itih3.Etnppl.Astrocytes,1.84026098604259e-05,agrp
C286-241,C286-241: Mog.Mal.Ermn.Oligodendrocytes,7.71205182846116e-06,agrp
C286-219,C286-219: Crym.Etnppl.Astrocytes,5.840851610135e-06,agrp
C286-1,C286-1: Shox2.GLU-1,0,agrp
C286-100,C286-100: Cxcl14.Pnoc.Mixed.GABA-2,0,agrp
C286-103,C286-103: Nfix.Unassigned.Mixed.GABA-2,0,agrp
C286-117,C286-117: Zic1.Onecut3.Onecut2.GABA-2,0,agrp
C286-120,C286-120: Alx1.Pmfbp1.Onecut2.GABA-2,0,agrp
C286-135,C286-135: Npsr1.Tmem114.Lef1.GABA-1,0,agrp
C286-143,C286-143: Gal.Hmcn1.GABA-1,0,agrp
C286-151,C286-151: St18.Lhx6.GABA-1,0,agrp
C286-155,C286-155: Crhbp.Dlx1.Lhx6.GABA-1,0,agrp
C286-170,C286-170: Dlx1.Gal.Nts.GABA-1,0,agrp
C286-171,C286-171: Tac2.Nts.GABA-1,0,agrp
C286-2,C286-2: Otx1.GLU-1,0,agrp
C286-206,C286-206: Erythroid-like,0,agrp
C286-22,C286-22: Tbr1.Meis2.Samd3.GLU-2,0,agrp
C286-232,C286-232: D7Ertd443e.Pex5l.Ermn.Oligodendrocytes,0,agrp
C286-237,C286-237: Arhgap45.Ermn.Oligodendrocytes,0,agrp
C286-27,C286-27: Ebf3.Lmx1a.GLU-2,0,agrp
C286-30,C286-30: Gpr149.Unassigned.Fezf1.GLU-3,0,agrp
C286-34,C286-34: Egflam.Unassigned.Fezf1.GLU-3,0,agrp
C286-35,C286-35: Sox14.Unassigned.Fezf1.GLU-3,0,agrp
C286-55,C286-55: Nr5a1.Sparc.Gpr149.GLU-3,0,agrp
C286-56,C286-56: Robo3.Sparc.Gpr149.GLU-3,0,agrp
C286-83,C286-83: Unassigned.Unassigned.Mixed.GLU-6,0,agrp
C286-9,C286-9: Nfia.Nxph4.GLU-2,0,agrp
C286-96,C286-96: Unassigned.Unassigned.Mixed.GABA-2,0,agrp
C286-97,C286-97: Zic3.Unassigned.Mixed.GABA-2,0,agrp
C286-98,C286-98: Pou6f2.Unassigned.Mixed.GABA-2,0,agrp
C286-81,C286-81: Ebf3.Caprin2.GLU-6,0.190821504867576,glp1r
C286-230,C286-230: Oxt.Pex5l.Ermn.Oligodendrocytes,0.176474390265082,glp1r
C286-82,C286-82: Oxt.Caprin2.GLU-6,0.166089418593666,glp1r
C286-175,C286-175: Ghrh.GABA-3,0.123909467711527,glp1r
C286-77,C286-77: Ttr.Pomc.GLU-5,0.119496138622594,glp1r
C286-210,C286-210: Pmch.Gjb6.Etnppl.Astrocytes,0.118192785670105,glp1r
C286-75,C286-75: Anxa2.Pomc.GLU-5,0.110104832329633,glp1r
C286-174,C286-174: Trh.Nkx2-4.GABA-3,0.102532313704027,glp1r
C286-113,C286-113: Prok2.Fam122b.Vipr2.GABA-2,0.0958085973416843,glp1r
C286-173,C286-173: Ebf1.Nkx2-4.GABA-3,0.0913266323847273,glp1r
C286-123,C286-123: Cck.Unassigned.Lhx1.GABA-2,0.0891767188978587,glp1r
C286-112,C286-112: Nms.Fam122b.Vipr2.GABA-2,0.0864486751709964,glp1r
C286-172,C286-172: Meis2.Nts.GABA-1,0.0837738713218589,glp1r
C286-76,C286-76: Glipr1.Pomc.GLU-5,0.0804376868083079,glp1r
C286-19,C286-19: Sst.Tent5a.GLU-2,0.0796773903030471,glp1r
C286-176,C286-176: Serpina3n.Npy.Agrp.GABA-4,0.0785150766992791,glp1r
C286-183,C286-183: Gpr101.Otp.Sst.GABA-4,0.0762972005975994,glp1r
C286-107,C286-107: Cd79a.Fam122b.Vipr2.GABA-2,0.0761432408809685,glp1r
C286-108,C286-108: Ppp1r17.Fam122b.Vipr2.GABA-2,0.0694998873980386,glp1r
C286-148,C286-148: Nts.Crh.GABA-1,0.067891937299265,glp1r
C286-181,C286-181: Il1rapl2.Otp.Sst.GABA-4,0.0632002125263954,glp1r
C286-130,C286-130: Tbx19.Il1rapl2.GABA-1,0.0584175863562065,glp1r
C286-18,C286-18: Ucn3.Trh.GLU-2,0.0582948455379171,glp1r
C286-194,C286-194: Nfix.Satb2.GABA-6,0.0575903961775014,glp1r
C286-12,C286-12: Nostrin.Cbln2.Trh.GLU-2,0.0546686470495251,glp1r
C286-152,C286-152: Pbx3.Lhx6.GABA-1,0.0522688593764806,glp1r
C286-67,C286-67: Eomes.Lhx9.Mixed.GLU-4,0.0520282157285286,glp1r
C286-84,C286-84: Pmch.GLU-7,0.0502185672455362,glp1r
C286-177,C286-177: Acvr1c.Npy.Agrp.GABA-4,0.0464932360602279,glp1r
C286-119,C286-119: Etv1.Pmfbp1.Onecut2.GABA-2,0.0463627196903669,glp1r
C286-263,C286-263: Tyrobp.Tmem119.Immune,0.045162467783896,glp1r
C286-22,C286-22: Tbr1.Meis2.Samd3.GLU-2,0.0449652720863222,glp1r
C286-169,C286-169: Gpr50.Nts.GABA-1,0.0444293623066914,glp1r
C286-179,C286-179: Ptprk.Npy.Sst.GABA-4,0.0441899364925006,glp1r
C286-195,C286-195: Slc6a3.Satb2.GABA-6,0.0408855802616813,glp1r
C286-68,C286-68: Shisal2b.Lhx9.Mixed.GLU-4,0.0400249475613985,glp1r
C286-185,C286-185: Pou3f1.Sst.GABA-4,0.0394258532203285,glp1r
C286-64,C286-64: Adcyap1.GLU-3,0.0380672077825519,glp1r
C286-182,C286-182: Th.Otp.Sst.GABA-4,0.0373520301713441,glp1r
C286-250,C286-250: Tmem130.Cspg4.OPC,0.0357469979769134,glp1r
C286-147,C286-147: Gal.Crh.GABA-1,0.0350753256950038,glp1r
C286-146,C286-146: Zfp804b.Hmcn1.GABA-1,0.0346024686329998,glp1r
C286-8,C286-8: Stk26.Nxph4.GLU-2,0.0345696205922284,glp1r
