cluster_id,cluster_name,gene,avg_log2FC,p_val_adj,pct.1,pct.2,pct_diff
K169-85,Pax6.Nfix.St18.Arx.HY1,ENSMUSG00000106106,2.60173449775277,2.39429762545858e-14,0.952,0.86,0.092
K240-93,Pax6.Nfix.St18.Arx.HY1,ENSMUSG00000106106,2.60173449775277,2.39429762545858e-14,0.952,0.86,0.092
K329-82,Pax6.Nfix.St18.Arx.HY1,ENSMUSG00000106106,2.60173449775277,2.39429762545858e-14,0.952,0.86,0.092
K169-85,Pax6.Nfix.St18.Arx.HY1,Hsp90b1,1.42163098988849,2.69300592121685e-14,0.714,0.29,0.424
K240-93,Pax6.Nfix.St18.Arx.HY1,Hsp90b1,1.42163098988849,2.69300592121685e-14,0.714,0.29,0.424
K329-82,Pax6.Nfix.St18.Arx.HY1,Hsp90b1,1.42163098988849,2.69300592121685e-14,0.714,0.29,0.424
K169-85,Pax6.Nfix.St18.Arx.HY1,Cst3,1.41132117952291,3.4088637194275e-14,0.706,0.243,0.463
K240-93,Pax6.Nfix.St18.Arx.HY1,Cst3,1.41132117952291,3.4088637194275e-14,0.706,0.243,0.463
K329-82,Pax6.Nfix.St18.Arx.HY1,Cst3,1.41132117952291,3.4088637194275e-14,0.706,0.243,0.463
K169-85,Pax6.Nfix.St18.Arx.HY1,Caly,1.67875429986907,4.04539455044634e-14,0.786,0.495,0.291
K240-93,Pax6.Nfix.St18.Arx.HY1,Caly,1.67875429986907,4.04539455044634e-14,0.786,0.495,0.291
K329-82,Pax6.Nfix.St18.Arx.HY1,Caly,1.67875429986907,4.04539455044634e-14,0.786,0.495,0.291
K169-85,Pax6.Nfix.St18.Arx.HY1,Rpl41,1.15419585190008,4.58210118915662e-14,0.798,0.43,0.368
K240-93,Pax6.Nfix.St18.Arx.HY1,Rpl41,1.15419585190008,4.58210118915662e-14,0.798,0.43,0.368
K329-82,Pax6.Nfix.St18.Arx.HY1,Rpl41,1.15419585190008,4.58210118915662e-14,0.798,0.43,0.368
K169-85,Pax6.Nfix.St18.Arx.HY1,Bsg,1.86414208964319,5.26001744420742e-14,0.702,0.308,0.394
K240-93,Pax6.Nfix.St18.Arx.HY1,Bsg,1.86414208964319,5.26001744420742e-14,0.702,0.308,0.394
K329-82,Pax6.Nfix.St18.Arx.HY1,Bsg,1.86414208964319,5.26001744420742e-14,0.702,0.308,0.394
K169-85,Pax6.Nfix.St18.Arx.HY1,Hspa5,1.42596457427178,2.87955096189529e-12,0.599,0.14,0.459
K240-93,Pax6.Nfix.St18.Arx.HY1,Hspa5,1.42596457427178,2.87955096189529e-12,0.599,0.14,0.459
K329-82,Pax6.Nfix.St18.Arx.HY1,Hspa5,1.42596457427178,2.87955096189529e-12,0.599,0.14,0.459
K169-85,Pax6.Nfix.St18.Arx.HY1,Itm2b,1.51372911405802,6.52852911065448e-12,0.762,0.477,0.285
K240-93,Pax6.Nfix.St18.Arx.HY1,Itm2b,1.51372911405802,6.52852911065448e-12,0.762,0.477,0.285
K329-82,Pax6.Nfix.St18.Arx.HY1,Itm2b,1.51372911405802,6.52852911065448e-12,0.762,0.477,0.285
K169-85,Pax6.Nfix.St18.Arx.HY1,Hspa8,1.61567674727152,1.01280402035085e-11,0.583,0.131,0.452
K240-93,Pax6.Nfix.St18.Arx.HY1,Hspa8,1.61567674727152,1.01280402035085e-11,0.583,0.131,0.452
K329-82,Pax6.Nfix.St18.Arx.HY1,Hspa8,1.61567674727152,1.01280402035085e-11,0.583,0.131,0.452
K169-85,Pax6.Nfix.St18.Arx.HY1,Rps21,1.45134804766413,1.91561311886281e-11,0.619,0.178,0.441
K240-93,Pax6.Nfix.St18.Arx.HY1,Rps21,1.45134804766413,1.91561311886281e-11,0.619,0.178,0.441
K329-82,Pax6.Nfix.St18.Arx.HY1,Rps21,1.45134804766413,1.91561311886281e-11,0.619,0.178,0.441
K169-85,Pax6.Nfix.St18.Arx.HY1,Rpl21,1.47285966295807,4.0002307060693e-10,0.583,0.168,0.415
K240-93,Pax6.Nfix.St18.Arx.HY1,Rpl21,1.47285966295807,4.0002307060693e-10,0.583,0.168,0.415
K329-82,Pax6.Nfix.St18.Arx.HY1,Rpl21,1.47285966295807,4.0002307060693e-10,0.583,0.168,0.415
K169-85,Pax6.Nfix.St18.Arx.HY1,Gapdh,1.98239768449569,5.03944178167921e-10,0.623,0.28,0.343
K240-93,Pax6.Nfix.St18.Arx.HY1,Gapdh,1.98239768449569,5.03944178167921e-10,0.623,0.28,0.343
K329-82,Pax6.Nfix.St18.Arx.HY1,Gapdh,1.98239768449569,5.03944178167921e-10,0.623,0.28,0.343
K169-85,Pax6.Nfix.St18.Arx.HY1,Ndufc2,1.20793406806419,8.34681339571516e-10,0.48,0.056,0.424
K240-93,Pax6.Nfix.St18.Arx.HY1,Ndufc2,1.20793406806419,8.34681339571516e-10,0.48,0.056,0.424
K329-82,Pax6.Nfix.St18.Arx.HY1,Ndufc2,1.20793406806419,8.34681339571516e-10,0.48,0.056,0.424
K169-85,Pax6.Nfix.St18.Arx.HY1,Rps8,1.6310456362204,1.06527391341317e-09,0.651,0.346,0.305
K240-93,Pax6.Nfix.St18.Arx.HY1,Rps8,1.6310456362204,1.06527391341317e-09,0.651,0.346,0.305
K329-82,Pax6.Nfix.St18.Arx.HY1,Rps8,1.6310456362204,1.06527391341317e-09,0.651,0.346,0.305
K169-85,Pax6.Nfix.St18.Arx.HY1,Rplp1,1.32552166118807,1.09978136387471e-09,0.512,0.103,0.409
K240-93,Pax6.Nfix.St18.Arx.HY1,Rplp1,1.32552166118807,1.09978136387471e-09,0.512,0.103,0.409
K329-82,Pax6.Nfix.St18.Arx.HY1,Rplp1,1.32552166118807,1.09978136387471e-09,0.512,0.103,0.409
K169-85,Pax6.Nfix.St18.Arx.HY1,Scg5,0.998908460100877,1.82795277982502e-09,0.833,0.607,0.226
K240-93,Pax6.Nfix.St18.Arx.HY1,Scg5,0.998908460100877,1.82795277982502e-09,0.833,0.607,0.226
K329-82,Pax6.Nfix.St18.Arx.HY1,Scg5,0.998908460100877,1.82795277982502e-09,0.833,0.607,0.226
K169-85,Pax6.Nfix.St18.Arx.HY1,Cox8a,1.26529704875976,2.97986596754485e-09,0.671,0.346,0.325
K240-93,Pax6.Nfix.St18.Arx.HY1,Cox8a,1.26529704875976,2.97986596754485e-09,0.671,0.346,0.325
K329-82,Pax6.Nfix.St18.Arx.HY1,Cox8a,1.26529704875976,2.97986596754485e-09,0.671,0.346,0.325
K169-85,Pax6.Nfix.St18.Arx.HY1,Fth1,1.59461259272165,3.30416602862017e-09,0.643,0.308,0.335
K240-93,Pax6.Nfix.St18.Arx.HY1,Fth1,1.59461259272165,3.30416602862017e-09,0.643,0.308,0.335
K329-82,Pax6.Nfix.St18.Arx.HY1,Fth1,1.59461259272165,3.30416602862017e-09,0.643,0.308,0.335
K169-85,Pax6.Nfix.St18.Arx.HY1,Rpl35a,1.19872835212761,3.6093135460479e-09,0.496,0.084,0.412
K240-93,Pax6.Nfix.St18.Arx.HY1,Rpl35a,1.19872835212761,3.6093135460479e-09,0.496,0.084,0.412
K329-82,Pax6.Nfix.St18.Arx.HY1,Rpl35a,1.19872835212761,3.6093135460479e-09,0.496,0.084,0.412
K169-85,Pax6.Nfix.St18.Arx.HY1,Atp1b1,1.40568263479801,3.82278932231957e-09,0.813,0.654,0.159
K240-93,Pax6.Nfix.St18.Arx.HY1,Atp1b1,1.40568263479801,3.82278932231957e-09,0.813,0.654,0.159
K329-82,Pax6.Nfix.St18.Arx.HY1,Atp1b1,1.40568263479801,3.82278932231957e-09,0.813,0.654,0.159
K169-85,Pax6.Nfix.St18.Arx.HY1,Spcs1,1.32422023296115,4.20336800415019e-09,0.516,0.103,0.413
K240-93,Pax6.Nfix.St18.Arx.HY1,Spcs1,1.32422023296115,4.20336800415019e-09,0.516,0.103,0.413
K329-82,Pax6.Nfix.St18.Arx.HY1,Spcs1,1.32422023296115,4.20336800415019e-09,0.516,0.103,0.413
K169-85,Pax6.Nfix.St18.Arx.HY1,Rpl23,1.31580729628161,5.03110069835778e-09,0.496,0.093,0.403
K240-93,Pax6.Nfix.St18.Arx.HY1,Rpl23,1.31580729628161,5.03110069835778e-09,0.496,0.093,0.403
K329-82,Pax6.Nfix.St18.Arx.HY1,Rpl23,1.31580729628161,5.03110069835778e-09,0.496,0.093,0.403
K169-85,Pax6.Nfix.St18.Arx.HY1,Cox4i1,1.81887695489801,5.22817362658152e-09,0.54,0.178,0.362
K240-93,Pax6.Nfix.St18.Arx.HY1,Cox4i1,1.81887695489801,5.22817362658152e-09,0.54,0.178,0.362
K329-82,Pax6.Nfix.St18.Arx.HY1,Cox4i1,1.81887695489801,5.22817362658152e-09,0.54,0.178,0.362
K169-85,Pax6.Nfix.St18.Arx.HY1,Chchd2,1.50367970534773,5.8833260514327e-09,0.516,0.121,0.395
K240-93,Pax6.Nfix.St18.Arx.HY1,Chchd2,1.50367970534773,5.8833260514327e-09,0.516,0.121,0.395
K329-82,Pax6.Nfix.St18.Arx.HY1,Chchd2,1.50367970534773,5.8833260514327e-09,0.516,0.121,0.395
K169-85,Pax6.Nfix.St18.Arx.HY1,Arl6ip1,1.77876099082507,6.66107159746909e-09,0.675,0.383,0.292
K240-93,Pax6.Nfix.St18.Arx.HY1,Arl6ip1,1.77876099082507,6.66107159746909e-09,0.675,0.383,0.292
K329-82,Pax6.Nfix.St18.Arx.HY1,Arl6ip1,1.77876099082507,6.66107159746909e-09,0.675,0.383,0.292
K169-85,Pax6.Nfix.St18.Arx.HY1,Tuba1a,1.41350235789518,6.91893100034518e-09,0.583,0.206,0.377
K240-93,Pax6.Nfix.St18.Arx.HY1,Tuba1a,1.41350235789518,6.91893100034518e-09,0.583,0.206,0.377
K329-82,Pax6.Nfix.St18.Arx.HY1,Tuba1a,1.41350235789518,6.91893100034518e-09,0.583,0.206,0.377
K169-85,Pax6.Nfix.St18.Arx.HY1,Rpl37,1.45966882332551,1.38068215594536e-08,0.571,0.187,0.384
K240-93,Pax6.Nfix.St18.Arx.HY1,Rpl37,1.45966882332551,1.38068215594536e-08,0.571,0.187,0.384
K329-82,Pax6.Nfix.St18.Arx.HY1,Rpl37,1.45966882332551,1.38068215594536e-08,0.571,0.187,0.384
K169-85,Pax6.Nfix.St18.Arx.HY1,Ndufa4,1.40351373247903,1.57022784113583e-08,0.52,0.14,0.38
K240-93,Pax6.Nfix.St18.Arx.HY1,Ndufa4,1.40351373247903,1.57022784113583e-08,0.52,0.14,0.38
K329-82,Pax6.Nfix.St18.Arx.HY1,Ndufa4,1.40351373247903,1.57022784113583e-08,0.52,0.14,0.38
K169-85,Pax6.Nfix.St18.Arx.HY1,Fkbp2,1.25709654639966,1.89976507913952e-08,0.575,0.196,0.379
K240-93,Pax6.Nfix.St18.Arx.HY1,Fkbp2,1.25709654639966,1.89976507913952e-08,0.575,0.196,0.379
K329-82,Pax6.Nfix.St18.Arx.HY1,Fkbp2,1.25709654639966,1.89976507913952e-08,0.575,0.196,0.379
K169-85,Pax6.Nfix.St18.Arx.HY1,Gm1673,1.10586719860474,2.08949063729688e-08,0.571,0.187,0.384
K240-93,Pax6.Nfix.St18.Arx.HY1,Gm1673,1.10586719860474,2.08949063729688e-08,0.571,0.187,0.384
K329-82,Pax6.Nfix.St18.Arx.HY1,Gm1673,1.10586719860474,2.08949063729688e-08,0.571,0.187,0.384
K169-85,Pax6.Nfix.St18.Arx.HY1,Cd81,1.11191399068139,2.12702233264473e-08,0.647,0.308,0.339
K240-93,Pax6.Nfix.St18.Arx.HY1,Cd81,1.11191399068139,2.12702233264473e-08,0.647,0.308,0.339
K329-82,Pax6.Nfix.St18.Arx.HY1,Cd81,1.11191399068139,2.12702233264473e-08,0.647,0.308,0.339
K169-85,Pax6.Nfix.St18.Arx.HY1,Slc22a17,0.887796918093281,2.47780330203088e-08,0.81,0.542,0.268
K240-93,Pax6.Nfix.St18.Arx.HY1,Slc22a17,0.887796918093281,2.47780330203088e-08,0.81,0.542,0.268
K329-82,Pax6.Nfix.St18.Arx.HY1,Slc22a17,0.887796918093281,2.47780330203088e-08,0.81,0.542,0.268
K169-85,Pax6.Nfix.St18.Arx.HY1,Sec62,1.42056246712138,4.67680888644677e-08,0.706,0.477,0.229
K240-93,Pax6.Nfix.St18.Arx.HY1,Sec62,1.42056246712138,4.67680888644677e-08,0.706,0.477,0.229
K329-82,Pax6.Nfix.St18.Arx.HY1,Sec62,1.42056246712138,4.67680888644677e-08,0.706,0.477,0.229
K169-85,Pax6.Nfix.St18.Arx.HY1,Nenf,1.2545880803119,6.28919057002169e-08,0.524,0.159,0.365
K240-93,Pax6.Nfix.St18.Arx.HY1,Nenf,1.2545880803119,6.28919057002169e-08,0.524,0.159,0.365
K329-82,Pax6.Nfix.St18.Arx.HY1,Nenf,1.2545880803119,6.28919057002169e-08,0.524,0.159,0.365
K169-85,Pax6.Nfix.St18.Arx.HY1,Rtl8a,1.17281512646477,7.52165374438457e-08,0.452,0.075,0.377
K240-93,Pax6.Nfix.St18.Arx.HY1,Rtl8a,1.17281512646477,7.52165374438457e-08,0.452,0.075,0.377
K329-82,Pax6.Nfix.St18.Arx.HY1,Rtl8a,1.17281512646477,7.52165374438457e-08,0.452,0.075,0.377
K169-85,Pax6.Nfix.St18.Arx.HY1,Tmsb10,1.24292825797907,1.01843607985752e-07,0.607,0.271,0.336
K240-93,Pax6.Nfix.St18.Arx.HY1,Tmsb10,1.24292825797907,1.01843607985752e-07,0.607,0.271,0.336
K329-82,Pax6.Nfix.St18.Arx.HY1,Tmsb10,1.24292825797907,1.01843607985752e-07,0.607,0.271,0.336
K169-85,Pax6.Nfix.St18.Arx.HY1,Pgrmc1,1.19691291636466,1.03195915808499e-07,0.611,0.28,0.331
K240-93,Pax6.Nfix.St18.Arx.HY1,Pgrmc1,1.19691291636466,1.03195915808499e-07,0.611,0.28,0.331
K329-82,Pax6.Nfix.St18.Arx.HY1,Pgrmc1,1.19691291636466,1.03195915808499e-07,0.611,0.28,0.331
K169-85,Pax6.Nfix.St18.Arx.HY1,Oaz1,0.98107656344256,1.32010707908522e-07,0.659,0.28,0.379
K240-93,Pax6.Nfix.St18.Arx.HY1,Oaz1,0.98107656344256,1.32010707908522e-07,0.659,0.28,0.379
K329-82,Pax6.Nfix.St18.Arx.HY1,Oaz1,0.98107656344256,1.32010707908522e-07,0.659,0.28,0.379
K169-85,Pax6.Nfix.St18.Arx.HY1,Rpl38,1.32798391871132,1.56741559520881e-07,0.627,0.327,0.3
K240-93,Pax6.Nfix.St18.Arx.HY1,Rpl38,1.32798391871132,1.56741559520881e-07,0.627,0.327,0.3
K329-82,Pax6.Nfix.St18.Arx.HY1,Rpl38,1.32798391871132,1.56741559520881e-07,0.627,0.327,0.3
K169-85,Pax6.Nfix.St18.Arx.HY1,Rpl8,1.25777825848087,1.94367239034643e-07,0.508,0.15,0.358
K240-93,Pax6.Nfix.St18.Arx.HY1,Rpl8,1.25777825848087,1.94367239034643e-07,0.508,0.15,0.358
K329-82,Pax6.Nfix.St18.Arx.HY1,Rpl8,1.25777825848087,1.94367239034643e-07,0.508,0.15,0.358
K169-85,Pax6.Nfix.St18.Arx.HY1,Eef1b2,1.06389217812936,2.01791355206795e-07,0.437,0.065,0.372
K240-93,Pax6.Nfix.St18.Arx.HY1,Eef1b2,1.06389217812936,2.01791355206795e-07,0.437,0.065,0.372
K329-82,Pax6.Nfix.St18.Arx.HY1,Eef1b2,1.06389217812936,2.01791355206795e-07,0.437,0.065,0.372
K169-85,Pax6.Nfix.St18.Arx.HY1,Atp6v0b,0.571312561690331,2.16738630206837e-07,0.976,0.944,0.032
K240-93,Pax6.Nfix.St18.Arx.HY1,Atp6v0b,0.571312561690331,2.16738630206837e-07,0.976,0.944,0.032
K329-82,Pax6.Nfix.St18.Arx.HY1,Atp6v0b,0.571312561690331,2.16738630206837e-07,0.976,0.944,0.032
K169-85,Pax6.Nfix.St18.Arx.HY1,Stmn3,1.38088955164162,2.21617009242771e-07,0.762,0.626,0.136
K240-93,Pax6.Nfix.St18.Arx.HY1,Stmn3,1.38088955164162,2.21617009242771e-07,0.762,0.626,0.136
K329-82,Pax6.Nfix.St18.Arx.HY1,Stmn3,1.38088955164162,2.21617009242771e-07,0.762,0.626,0.136
K169-85,Pax6.Nfix.St18.Arx.HY1,Rpl11,1.12630480155864,2.58848687927973e-07,0.56,0.206,0.354
K240-93,Pax6.Nfix.St18.Arx.HY1,Rpl11,1.12630480155864,2.58848687927973e-07,0.56,0.206,0.354
K329-82,Pax6.Nfix.St18.Arx.HY1,Rpl11,1.12630480155864,2.58848687927973e-07,0.56,0.206,0.354
K169-85,Pax6.Nfix.St18.Arx.HY1,Rps24,1.34055990822924,2.91592666046686e-07,0.552,0.206,0.346
K240-93,Pax6.Nfix.St18.Arx.HY1,Rps24,1.34055990822924,2.91592666046686e-07,0.552,0.206,0.346
K329-82,Pax6.Nfix.St18.Arx.HY1,Rps24,1.34055990822924,2.91592666046686e-07,0.552,0.206,0.346
K169-85,Pax6.Nfix.St18.Arx.HY1,Chchd10,1.08965462259005,4.54166540079442e-07,0.456,0.084,0.372
K240-93,Pax6.Nfix.St18.Arx.HY1,Chchd10,1.08965462259005,4.54166540079442e-07,0.456,0.084,0.372
K329-82,Pax6.Nfix.St18.Arx.HY1,Chchd10,1.08965462259005,4.54166540079442e-07,0.456,0.084,0.372
K169-85,Pax6.Nfix.St18.Arx.HY1,Rtn1,1.60969487333119,4.92307958737308e-07,0.94,0.953,-0.013
K240-93,Pax6.Nfix.St18.Arx.HY1,Rtn1,1.60969487333119,4.92307958737308e-07,0.94,0.953,-0.013
K329-82,Pax6.Nfix.St18.Arx.HY1,Rtn1,1.60969487333119,4.92307958737308e-07,0.94,0.953,-0.013
K169-85,Pax6.Nfix.St18.Arx.HY1,Ubb,1.93371966437859,5.5040367433204e-07,0.639,0.411,0.228
K240-93,Pax6.Nfix.St18.Arx.HY1,Ubb,1.93371966437859,5.5040367433204e-07,0.639,0.411,0.228
K329-82,Pax6.Nfix.St18.Arx.HY1,Ubb,1.93371966437859,5.5040367433204e-07,0.639,0.411,0.228
K169-85,Pax6.Nfix.St18.Arx.HY1,Actb,1.43026334472849,5.75372224466348e-07,0.611,0.327,0.284
K240-93,Pax6.Nfix.St18.Arx.HY1,Actb,1.43026334472849,5.75372224466348e-07,0.611,0.327,0.284
K329-82,Pax6.Nfix.St18.Arx.HY1,Actb,1.43026334472849,5.75372224466348e-07,0.611,0.327,0.284
K169-85,Pax6.Nfix.St18.Arx.HY1,Rpl19,1.23623128425093,6.20388795128677e-07,0.528,0.187,0.341
K240-93,Pax6.Nfix.St18.Arx.HY1,Rpl19,1.23623128425093,6.20388795128677e-07,0.528,0.187,0.341
K329-82,Pax6.Nfix.St18.Arx.HY1,Rpl19,1.23623128425093,6.20388795128677e-07,0.528,0.187,0.341
K169-85,Pax6.Nfix.St18.Arx.HY1,Rpl39,0.858214861043715,6.53909711762573e-07,0.413,0.047,0.366
K240-93,Pax6.Nfix.St18.Arx.HY1,Rpl39,0.858214861043715,6.53909711762573e-07,0.413,0.047,0.366
K329-82,Pax6.Nfix.St18.Arx.HY1,Rpl39,0.858214861043715,6.53909711762573e-07,0.413,0.047,0.366
K169-85,Pax6.Nfix.St18.Arx.HY1,Rps27a,1.32789390902342,7.31669495944587e-07,0.496,0.14,0.356
K240-93,Pax6.Nfix.St18.Arx.HY1,Rps27a,1.32789390902342,7.31669495944587e-07,0.496,0.14,0.356
K329-82,Pax6.Nfix.St18.Arx.HY1,Rps27a,1.32789390902342,7.31669495944587e-07,0.496,0.14,0.356
K169-85,Pax6.Nfix.St18.Arx.HY1,Hsp90ab1,1.67307701373747,7.41675155034366e-07,0.671,0.439,0.232
K240-93,Pax6.Nfix.St18.Arx.HY1,Hsp90ab1,1.67307701373747,7.41675155034366e-07,0.671,0.439,0.232
K329-82,Pax6.Nfix.St18.Arx.HY1,Hsp90ab1,1.67307701373747,7.41675155034366e-07,0.671,0.439,0.232
K169-85,Pax6.Nfix.St18.Arx.HY1,Atp5k,1.18540353106947,7.79217304238853e-07,0.484,0.14,0.344
K240-93,Pax6.Nfix.St18.Arx.HY1,Atp5k,1.18540353106947,7.79217304238853e-07,0.484,0.14,0.344
K329-82,Pax6.Nfix.St18.Arx.HY1,Atp5k,1.18540353106947,7.79217304238853e-07,0.484,0.14,0.344
K169-85,Pax6.Nfix.St18.Arx.HY1,mt-Cytb,1.19000209628024,8.05179654579815e-07,0.607,0.299,0.308
K240-93,Pax6.Nfix.St18.Arx.HY1,mt-Cytb,1.19000209628024,8.05179654579815e-07,0.607,0.299,0.308
K329-82,Pax6.Nfix.St18.Arx.HY1,mt-Cytb,1.19000209628024,8.05179654579815e-07,0.607,0.299,0.308
K169-85,Pax6.Nfix.St18.Arx.HY1,Ndufa13,1.25745936546021,8.13667646825883e-07,0.512,0.178,0.334
K240-93,Pax6.Nfix.St18.Arx.HY1,Ndufa13,1.25745936546021,8.13667646825883e-07,0.512,0.178,0.334
K329-82,Pax6.Nfix.St18.Arx.HY1,Ndufa13,1.25745936546021,8.13667646825883e-07,0.512,0.178,0.334
K169-85,Pax6.Nfix.St18.Arx.HY1,Rpl36,0.950020566728739,8.65199588966204e-07,0.536,0.168,0.368
K240-93,Pax6.Nfix.St18.Arx.HY1,Rpl36,0.950020566728739,8.65199588966204e-07,0.536,0.168,0.368
K329-82,Pax6.Nfix.St18.Arx.HY1,Rpl36,0.950020566728739,8.65199588966204e-07,0.536,0.168,0.368
K169-85,Pax6.Nfix.St18.Arx.HY1,mt-Nd4,0.951659559177599,9.07165297278253e-07,0.468,0.103,0.365
