gene,ensembl_gene_id,log2FoldChange,padj
Cd63,ENSMUSG00000025351,1.47155,0
Gpc4,ENSMUSG00000031119,2.22605,0
Rpl36al,ENSMUSG00000049751,1.43479,0
Gm42427,ENSMUSG00000105263,1.45126,0
Cox6b1,ENSMUSG00000036751,0.99481,0
Gap43,ENSMUSG00000047261,1.02886,0
Dlg2,ENSMUSG00000052572,-0.84075,0
Rpl13a,ENSMUSG00000074129,1.43959,0
Clic4,ENSMUSG00000037242,-1.10815,0
Gm13425,ENSMUSG00000085224,3.92702,0
Sox3,ENSMUSG00000045179,4.00522,0
Minar2,ENSMUSG00000050875,1.17296,0
Sh3bgrl3,ENSMUSG00000028843,1.15762,0
Dpys,ENSMUSG00000022304,4.76446,0
Rps15,ENSMUSG00000063457,1.5687,0
Sod1,ENSMUSG00000022982,0.93171,0
Timm8b,ENSMUSG00000039016,1.11204,0
Vat1l,ENSMUSG00000046844,1.41245,0
Smyd2,ENSMUSG00000026603,1.24834,0
Rpl36a,ENSMUSG00000079435,1.75869,0
Mrpl33,ENSMUSG00000106918,1.13186,0
Midn,ENSMUSG00000035621,1.03833,0
Thrap3,ENSMUSG00000043962,1.13693,0
Gm6472,ENSMUSG00000095597,1.05875,0
Txnrd1,ENSMUSG00000020250,1.36153,0
Hs6st2,ENSMUSG00000062184,1.87109,0
Coprs,ENSMUSG00000031458,1.03007,0
Ptprz1,ENSMUSG00000068748,-1.25154,0
Sertm1,ENSMUSG00000056306,1.74682,0
Morf4l2,ENSMUSG00000031422,1.1344,0
Fos,ENSMUSG00000021250,2.13408,0
Vat1,ENSMUSG00000034993,1.44209,0
Agpat4,ENSMUSG00000023827,1.04619,0
Gadd45g,ENSMUSG00000021453,1.82179,0
Ost4,ENSMUSG00000038803,1.05636,0
Gm10177,ENSMUSG00000090136,1.47165,0
Jun,ENSMUSG00000052684,1.13899,0
Adarb2,ENSMUSG00000052551,-1.54515,0
Arhgdia,ENSMUSG00000025132,0.94882,0
Pld3,ENSMUSG00000003363,1.39014,0
Romo1,ENSMUSG00000067847,1.52066,0
Rpl22l1,ENSMUSG00000039221,1.39003,0
Dusp26,ENSMUSG00000039661,1.09322,0
Ctla2a,ENSMUSG00000044258,3.34363,0
Hmgn3,ENSMUSG00000066456,1.39387,0
Cox7c,ENSMUSG00000017778,1.09775,0
Tceal3,ENSMUSG00000044550,1.31681,0
Gm21988,ENSMUSG00000040904,1.59701,0
H2ax,ENSMUSG00000049932,1.0829,0
Ecel1,ENSMUSG00000026247,2.1847,0
Lamtor2,ENSMUSG00000028062,1.28895,0
Ly6e,ENSMUSG00000022587,1.26821,0
Tmem159,ENSMUSG00000030917,1.84809,0
Rps11,ENSMUSG00000003429,1.36264,0
Npdc1,ENSMUSG00000015094,1.32396,0
Plcxd2,ENSMUSG00000087141,-0.8176,0
Cckar,ENSMUSG00000029193,2.42432,0
Cd59a,ENSMUSG00000032679,1.66196,0
Pianp,ENSMUSG00000030329,1.18611,0
Celf6,ENSMUSG00000032297,1.6549,0
Ndn,ENSMUSG00000033585,1.07589,0
Cyb561,ENSMUSG00000019590,1.16767,0
Rpl27-ps3,ENSMUSG00000073640,1.35441,0
Lrch4,ENSMUSG00000093445,1.25116,0
Rhbdd2,ENSMUSG00000039917,0.83271,0
Npr3,ENSMUSG00000022206,1.93607,0
Gpx1,ENSMUSG00000063856,1.23053,0
Sub1,ENSMUSG00000022205,0.97235,0
Timp1,ENSMUSG00000001131,5.27696,0
Prkar2a,ENSMUSG00000032601,0.83961,0
Pomp,ENSMUSG00000029649,0.9111,0
Nsg1,ENSMUSG00000029126,0.97742,0
Zfp92,ENSMUSG00000031374,1.55347,0
Dad1,ENSMUSG00000022174,1.12322,0
Gm9843,ENSMUSG00000050299,1.50103,0
Jpt2,ENSMUSG00000024165,1.64284,0
Vim,ENSMUSG00000026728,2.24648,0
Map2,ENSMUSG00000015222,-1.0977,0
Rpl38,ENSMUSG00000057322,1.51012,0
Gem,ENSMUSG00000028214,2.98329,0
Gab2,ENSMUSG00000004508,1.33736,0
Fgf1,ENSMUSG00000036585,-1.1585,0
Nhlh2,ENSMUSG00000048540,2.06111,0
Txndc17,ENSMUSG00000020803,1.64263,0
Gng3,ENSMUSG00000071658,1.12007,0
Rrp7a,ENSMUSG00000018040,1.08253,0
Tmem248,ENSMUSG00000053094,1.04184,0
Slc25a5,ENSMUSG00000016319,-0.73,0
Slc4a4,ENSMUSG00000060961,-1.17521,0
Arglu1,ENSMUSG00000040459,1.33158,0
Tjp1,ENSMUSG00000030516,-0.93631,0
Itgb1,ENSMUSG00000025809,1.31222,0
Calb1,ENSMUSG00000028222,1.017,0
Rbbp7,ENSMUSG00000031353,0.885,0
Rpl6,ENSMUSG00000029614,1.0599,0
Igsf10,ENSMUSG00000036334,1.38166,0
Syt5,ENSMUSG00000004961,1.46891,0
Vamp2,ENSMUSG00000020894,0.75937,0
Eif1,ENSMUSG00000035530,0.91541,0
Rpl36,ENSMUSG00000057863,1.5895,0
2010204K13Rik,ENSMUSG00000063018,1.60054,0
Rpl21,ENSMUSG00000041453,1.14543,0
Rps27,ENSMUSG00000090733,1.59618,0
Nenf,ENSMUSG00000037499,1.50227,0
Ass1,ENSMUSG00000076441,1.30713,0
Psenen,ENSMUSG00000036835,0.93947,0
Slc37a1,ENSMUSG00000024036,2.48184,0
Gm10288,ENSMUSG00000070343,1.30762,0
F2rl2,ENSMUSG00000021675,2.77376,0
Bex1,ENSMUSG00000050071,1.11012,0
Rps18,ENSMUSG00000008668,1.25841,0
Gfra1,ENSMUSG00000025089,1.58454,0
Oaz1,ENSMUSG00000035242,0.73308,0
Amot,ENSMUSG00000041688,-1.5254,0
Hsbp1,ENSMUSG00000031839,0.97227,0
Cacybp,ENSMUSG00000014226,1.1085,0
Atp5l,ENSMUSG00000038717,1.16933,0
Naxe,ENSMUSG00000028070,0.90684,0
Frat2,ENSMUSG00000047604,2.00025,0
Rpl35a,ENSMUSG00000060636,1.54571,0
Rps25,ENSMUSG00000009927,1.01672,0
Cadm2,ENSMUSG00000064115,-1.01779,0
Snx2,ENSMUSG00000034484,0.91961,0
Ndufa7,ENSMUSG00000041881,1.19813,0
Strn,ENSMUSG00000024077,-0.782,0
Myo6,ENSMUSG00000033577,-1.35841,0
Naa38,ENSMUSG00000059278,1.09932,0
Rpl37a,ENSMUSG00000046330,1.36157,0
Eif5a,ENSMUSG00000078812,1.07557,0
Rps23,ENSMUSG00000049517,1.30134,0
Mlec,ENSMUSG00000048578,1.26706,0
Mif,ENSMUSG00000033307,1.03675,0
Sec61b,ENSMUSG00000053317,1.44577,0
Raver1,ENSMUSG00000010205,0.95683,0
Rplp2,ENSMUSG00000025508,1.60036,0
Qk,ENSMUSG00000062078,-1.26614,0
Eef1a1,ENSMUSG00000037742,1.065,0
Atpif1,ENSMUSG00000054428,0.97039,0
Rpl4,ENSMUSG00000032399,0.8215,0
Nat14,ENSMUSG00000035285,1.38383,0
H2ac19,ENSMUSG00000063954,10.52576,0
Gm20498,ENSMUSG00000021139,1.21224,0
Cdc20b,ENSMUSG00000078926,4.73281,0
Rpl37,ENSMUSG00000041841,1.47286,0
Eif2s2,ENSMUSG00000074656,0.84393,0
Gm29216,ENSMUSG00000101249,-1.84222,0
Hax1,ENSMUSG00000027944,0.89039,0
Nxph3,ENSMUSG00000046719,3.15101,0
Ankrd12,ENSMUSG00000034647,-0.91603,0
Tmem28,ENSMUSG00000071719,1.78786,0
Itih3,ENSMUSG00000006522,-1.33747,0
Ldha,ENSMUSG00000063229,1.11954,0
Klhl1,ENSMUSG00000022076,-0.95337,0
Rps17,ENSMUSG00000061787,1.24563,0
Manf,ENSMUSG00000032575,1.48882,0
Rpl17,ENSMUSG00000062328,1.1519,0
Pon3,ENSMUSG00000029759,2.63557,0
Gm37701,ENSMUSG00000104174,-1.41785,0
Rpl3,ENSMUSG00000060036,1.04735,0
Atp5mpl,ENSMUSG00000021290,1.10221,0
Ipo5,ENSMUSG00000030662,0.79248,0
Agpat1,ENSMUSG00000034254,1.25695,0
Crebrf,ENSMUSG00000048249,-0.71476,0
Fmnl2,ENSMUSG00000036053,-0.72238,0
Plch1,ENSMUSG00000036834,-1.13962,0
Ubl5,ENSMUSG00000084786,1.08446,0
Mc3r,ENSMUSG00000038537,3.01482,0
Gm37158,ENSMUSG00000103234,-1.02454,0
Ergic3,ENSMUSG00000005881,0.81803,0
Meis2,ENSMUSG00000027210,-1.12715,0
Gm11808,ENSMUSG00000068240,1.23544,0
Bcl3,ENSMUSG00000053175,3.49724,0
Syt4,ENSMUSG00000024261,1.4262,0
Tmem150c,ENSMUSG00000050640,1.3084,0
Akr1a1,ENSMUSG00000028692,1.0312,0
Srp14,ENSMUSG00000009549,1.30462,0
Srrm1,ENSMUSG00000028809,0.85837,0
Snx7,ENSMUSG00000028007,1.69878,0
Glud1,ENSMUSG00000021794,-0.73653,0
Sbno2,ENSMUSG00000035673,2.48486,0
Cfdp1,ENSMUSG00000031954,0.86245,0
Mtfr1l,ENSMUSG00000046671,0.86429,0
Rnf19b,ENSMUSG00000028793,1.0335,0
Rps28,ENSMUSG00000067288,1.53823,0
Usp12,ENSMUSG00000029640,1.08048,0
Pomc,ENSMUSG00000020660,7.03269,0
Rpl15,ENSMUSG00000012405,1.11101,0
Rpl37rt,ENSMUSG00000072692,1.38599,0
Nkx2-1,ENSMUSG00000001496,1.20667,0
Fzd5,ENSMUSG00000045005,1.61557,0
Nacc2,ENSMUSG00000026932,-0.99595,0
Efhd1,ENSMUSG00000026255,-1.96947,0
Rps3,ENSMUSG00000030744,1.44335,0
Oxct1,ENSMUSG00000022186,-0.71218,0
Maged1,ENSMUSG00000025151,0.92432,0
Nhsl1,ENSMUSG00000039835,-1.16042,0
Nptxr,ENSMUSG00000022421,1.10269,0
Cltc,ENSMUSG00000047126,-0.62777,0
Gm1673,ENSMUSG00000070858,1.91136,0
Rpl27,ENSMUSG00000063316,1.30968,0
Rab3b,ENSMUSG00000003411,0.87623,0
Cd200,ENSMUSG00000022661,1.09283,0
As3mt,ENSMUSG00000003559,1.42968,0
Mea1,ENSMUSG00000002768,1.10254,0
Dnajb4,ENSMUSG00000028035,1.0954,0
Fabp7,ENSMUSG00000019874,-1.06344,0
Nfe2l2,ENSMUSG00000015839,-1.54508,0
Cox8a,ENSMUSG00000035885,1.05787,0
BC031181,ENSMUSG00000036299,0.90121,0
Prokr2,ENSMUSG00000050558,1.71419,0
Aprt,ENSMUSG00000006589,1.60926,0
Nfia,ENSMUSG00000028565,-1.02732,0
Gm26902,ENSMUSG00000097558,2.4764,0
Tet1,ENSMUSG00000047146,-1.04602,0
Marcksl1,ENSMUSG00000047945,1.34904,0
Rps26,ENSMUSG00000025362,1.44737,0
Mllt11,ENSMUSG00000053192,0.85519,0
Rpl31-ps8,ENSMUSG00000067870,1.168,0
Nms,ENSMUSG00000067604,4.51814,0
Cox17,ENSMUSG00000046516,1.02068,0
Rpl18,ENSMUSG00000059070,1.10478,0
Rcn1,ENSMUSG00000005973,1.07588,0
Prex2,ENSMUSG00000048960,-1.56021,0
Sf3b5,ENSMUSG00000078348,1.22334,0
Ece1,ENSMUSG00000057530,1.34796,0
Rps2,ENSMUSG00000044533,1.04271,0
Gns,ENSMUSG00000034707,0.93527,0
Fgd6,ENSMUSG00000020021,-1.41176,0
Zfas1,ENSMUSG00000074578,1.82918,0
Rps23-ps1,ENSMUSG00000100755,1.1251,0
Oaz2,ENSMUSG00000040652,0.9213,0
Fkbp1a,ENSMUSG00000032966,0.67654,0
Phactr2,ENSMUSG00000062866,0.89205,0
Pip4k2a,ENSMUSG00000026737,-0.88513,0
Ostc,ENSMUSG00000041084,1.46405,0
Rpl18a,ENSMUSG00000045128,1.17694,0
Ergic1,ENSMUSG00000001576,1.16414,0
Rpl34,ENSMUSG00000062006,1.25597,0
Rps20,ENSMUSG00000028234,1.38135,0
Apoe,ENSMUSG00000002985,-1.28105,0
Car2,ENSMUSG00000027562,-1.40249,0
Gjb6,ENSMUSG00000040055,-1.37501,0
Sparcl1,ENSMUSG00000029309,-1.46435,0
Nyap1,ENSMUSG00000045348,1.32263,0
Gdf11,ENSMUSG00000025352,1.21546,0
Fbxo10,ENSMUSG00000048232,0.86402,0
Fn1,ENSMUSG00000026193,2.22498,0
Gm15500,ENSMUSG00000086583,0.92295,0
Gas5,ENSMUSG00000053332,1.34178,0
Pmvk,ENSMUSG00000027952,1.33856,0
Hook3,ENSMUSG00000037234,-0.7092,0
Rab39,ENSMUSG00000055069,2.23441,0
Sparc,ENSMUSG00000018593,-1.23092,0
Nme1,ENSMUSG00000037601,1.03717,0
Rpl35,ENSMUSG00000062997,1.38627,0
Klhdc8b,ENSMUSG00000032609,1.33185,0
Gnai2,ENSMUSG00000032562,0.94129,0
Adgrd1,ENSMUSG00000044017,3.0279,0
Epas1,ENSMUSG00000024140,-0.94911,0
Rps16,ENSMUSG00000037563,1.14888,0
Hmgn1,ENSMUSG00000040681,1.30349,0
Sncg,ENSMUSG00000023064,2.00451,0
Fgfr2,ENSMUSG00000030849,-1.16978,0
Tle4,ENSMUSG00000024642,1.06968,0
Gm5861,ENSMUSG00000095918,9.82047,0
Prr13,ENSMUSG00000023048,1.23727,0
Sdf4,ENSMUSG00000029076,0.92327,0
Erp29,ENSMUSG00000029616,1.12356,0
Ncbp2,ENSMUSG00000022774,0.81473,0
Tmie,ENSMUSG00000049555,1.16364,0
Kcnj16,ENSMUSG00000051497,-1.24654,0
Dnajc8,ENSMUSG00000054405,0.69116,0
Ensa,ENSMUSG00000038619,0.78024,0
Rps27a,ENSMUSG00000020460,1.40497,0
Ppdpf,ENSMUSG00000016344,0.91395,0
Sall3,ENSMUSG00000024565,-2.04236,0
Ndufa3,ENSMUSG00000035674,1.04154,0
Togaram2,ENSMUSG00000045761,2.0714,0
Tm2d3,ENSMUSG00000078681,1.21144,0
Polr1d,ENSMUSG00000029642,1.15377,0
Rpl26,ENSMUSG00000060938,1.24263,0
Swi5,ENSMUSG00000044627,1.05617,0
Tmed9,ENSMUSG00000058569,0.96288,0
Rps8,ENSMUSG00000047675,1.23077,0
Rpl29,ENSMUSG00000048758,1.17542,0
Rpl28,ENSMUSG00000030432,0.99998,0
Cacul1,ENSMUSG00000033417,0.78578,0
Rpl32,ENSMUSG00000057841,1.12919,0
Slc1a3,ENSMUSG00000005360,-1.4719,0
Mrpl34,ENSMUSG00000034880,1.23416,0
Tmem130,ENSMUSG00000043388,1.03176,0
Zfand2a,ENSMUSG00000053581,0.73951,0
E2f6,ENSMUSG00000057469,0.94864,0
Atp6v0c,ENSMUSG00000024121,1.04946,0
"",ENSMUSG00000096979,1.33338,0
Tceal9,ENSMUSG00000042712,1.15758,0
Esrrg,ENSMUSG00000026610,-1.46458,0
Unc5d,ENSMUSG00000063626,1.26059,0
Emc10,ENSMUSG00000008140,1.05489,0
Ntrk2,ENSMUSG00000055254,-0.82057,0
Trmt112,ENSMUSG00000038812,1.43926,0
Lgals8,ENSMUSG00000057554,0.8803,0
Cdkn2d,ENSMUSG00000096472,0.87383,0
Wdr83os,ENSMUSG00000059355,1.04553,0
Fau,ENSMUSG00000038274,1.52541,0
Slc1a2,ENSMUSG00000005089,-1.22238,0
Myo3b,ENSMUSG00000042064,2.40925,0
Polr2f,ENSMUSG00000033020,0.94455,0
Aldoc,ENSMUSG00000017390,-0.9794,0
Tma7,ENSMUSG00000091537,1.04195,0
Gatad2a,ENSMUSG00000036180,0.99842,0
Ctxn1,ENSMUSG00000048644,1.12588,0
Add3,ENSMUSG00000025026,-0.9189,0
Gpd2,ENSMUSG00000026827,-0.80401,0
Sdcbp,ENSMUSG00000028249,0.89123,0
Atp5j2,ENSMUSG00000038690,1.02809,0
Aff2,ENSMUSG00000031189,-1.19247,0
Dlk1,ENSMUSG00000040856,1.24602,0
Gabarapl2,ENSMUSG00000031950,1.04961,0
Cmas,ENSMUSG00000030282,0.80436,0
Pde4b,ENSMUSG00000028525,-1.02596,0
Nrsn2,ENSMUSG00000059361,1.04605,0
Ube2n-ps1,ENSMUSG00000106831,1.28732,0
Jpt1,ENSMUSG00000020737,1.09336,0
Trpm3,ENSMUSG00000052387,-1.23201,0
Atp6v1f,ENSMUSG00000004285,1.07581,0
Ache,ENSMUSG00000023328,1.58499,0
Rpl10-ps3,ENSMUSG00000058443,1.07118,0
Btg3,ENSMUSG00000022863,1.64759,0
1110008P14Rik,ENSMUSG00000039195,1.13164,0
Aqp4,ENSMUSG00000024411,-1.31938,0
Ssb,ENSMUSG00000068882,0.75858,0
Gsta4,ENSMUSG00000032348,-1.07973,0
Sacs,ENSMUSG00000048279,-0.92261,0
Hdac9,ENSMUSG00000004698,0.74316,0
Prr3,ENSMUSG00000038500,0.89826,0
Rpl10a,ENSMUSG00000037805,0.86755,0
Rps14,ENSMUSG00000024608,1.19381,0
Slc25a39,ENSMUSG00000018677,1.32923,0
Ednrb,ENSMUSG00000022122,-1.40087,0
Ado,ENSMUSG00000057134,-0.96979,0
Rpl23a,ENSMUSG00000058546,1.07096,0
Mpp6,ENSMUSG00000038388,-0.93218,0
Lman2,ENSMUSG00000021484,1.04371,0
Minar1,ENSMUSG00000039313,-1.26303,0
Sp1,ENSMUSG00000001280,-1.18936,0
Dynlrb1,ENSMUSG00000047459,0.8197,0
Dctn3,ENSMUSG00000028447,0.80656,0
Rps6-ps4,ENSMUSG00000081406,1.12144,0
Ubald1,ENSMUSG00000039568,0.77231,0
Atp1a2,ENSMUSG00000007097,-1.14037,0
Magel2,ENSMUSG00000056972,1.29765,0
Npm1,ENSMUSG00000057113,0.95068,0
Selenom,ENSMUSG00000075702,1.15961,0
Zcchc12,ENSMUSG00000036699,0.75561,0
Ro60,ENSMUSG00000018199,-0.66367,0
Slc6a1,ENSMUSG00000030310,-1.24375,0
Rnps1,ENSMUSG00000034681,0.78023,0
Slc6a17,ENSMUSG00000027894,0.94868,0
Ndufv3,ENSMUSG00000024038,0.95388,0
Nutf2-ps1,ENSMUSG00000071497,1.17916,0
Arl4c,ENSMUSG00000049866,0.91486,0
Tceal5,ENSMUSG00000054034,0.80633,0
Gm9517,ENSMUSG00000104103,-1.59289,0
Zeb2,ENSMUSG00000026872,-1.66441,0
Npy2r,ENSMUSG00000028004,1.99488,0
1110038B12Rik,ENSMUSG00000092203,1.85948,0
Bche,ENSMUSG00000027792,-2.24944,0
Dynll1,ENSMUSG00000009013,0.86224,0
Rps27l,ENSMUSG00000036781,1.56804,0
Rab26os,ENSMUSG00000093565,1.34333,0
Ndufc1,ENSMUSG00000037152,0.97879,0
Unc13c,ENSMUSG00000062151,-1.04084,0
Gstm6,ENSMUSG00000068762,1.2358,0
Taf6,ENSMUSG00000036980,1.14791,0
Fam214b,ENSMUSG00000036002,1.41668,0
Gm43305,ENSMUSG00000105703,1.19115,0
Cox16,ENSMUSG00000091803,1.57257,0
Rap2a,ENSMUSG00000051615,0.69897,0
Psmd3,ENSMUSG00000017221,0.80758,0
Ube2s,ENSMUSG00000060860,1.53163,0
Cdk5r2,ENSMUSG00000090071,0.72135,0
2810004N23Rik,ENSMUSG00000031984,1.21107,0
Rpl24,ENSMUSG00000098274,1.05973,0
Mpped2,ENSMUSG00000016386,1.20002,0
Ppme1,ENSMUSG00000030718,0.67279,0
Klhl5,ENSMUSG00000054920,-1.32521,0
Atp6ap2,ENSMUSG00000031007,1.30478,0
Htra1,ENSMUSG00000006205,-1.5676,0
Bbx,ENSMUSG00000022641,0.79176,0
Uqcrq,ENSMUSG00000044894,1.21662,0
Amn1,ENSMUSG00000068250,1.12942,0
Txn1,ENSMUSG00000028367,0.85724,0
Srsf5,ENSMUSG00000021134,0.61545,0
Bloc1s6,ENSMUSG00000005804,1.05083,0
Brk1,ENSMUSG00000033940,0.82531,0
6330403K07Rik,ENSMUSG00000018451,0.8331,0
D930028M14Rik,ENSMUSG00000074274,2.81849,0
Ndufa6,ENSMUSG00000022450,1.05184,0
1700086L19Rik,ENSMUSG00000071265,1.36271,0
Scg2,ENSMUSG00000050711,1.04508,0
Polr3gl,ENSMUSG00000028104,1.17049,0
Rps3a1,ENSMUSG00000028081,1.06539,0
Spire1,ENSMUSG00000024533,-0.62839,0
Timm17a,ENSMUSG00000062580,0.47955,0
Nol3,ENSMUSG00000014776,1.17592,0
Rit2,ENSMUSG00000057455,0.695,0
Gpm6b,ENSMUSG00000031342,-1.20611,0
Ptprt,ENSMUSG00000053141,0.98451,0
Bscl2,ENSMUSG00000071657,0.92556,0
Arap2,ENSMUSG00000037999,-1.08684,0
Tubb3,ENSMUSG00000062380,0.92636,0
Klhl13,ENSMUSG00000036782,-0.67719,0
Pcdh11x,ENSMUSG00000034755,1.39315,0
Tmem268,ENSMUSG00000045917,1.6089,0
Timm10b,ENSMUSG00000089847,1.12281,0
Selenop,ENSMUSG00000064373,-1.20145,0
Nbdy,ENSMUSG00000086316,0.95137,0
Mfsd13a,ENSMUSG00000025227,1.32728,0
Galp,ENSMUSG00000034660,8.61201,0
Rrad,ENSMUSG00000031880,2.07629,0
Mrps11,ENSMUSG00000030611,1.29515,0
Ssr4,ENSMUSG00000002014,1.5088,0
Prelid3b,ENSMUSG00000016257,0.91846,0
Pcnx4,ENSMUSG00000034501,1.03966,0
Bex4,ENSMUSG00000047844,1.27338,0
Rpl30,ENSMUSG00000058600,1.00897,0
Rpl39-ps,ENSMUSG00000036305,1.68263,0
