gene,ensembl_gene_id,log2FoldChange,padj
Icosl,ENSMUSG00000000732,-0.10821,0.931357943006159
Spg7,ENSMUSG00000000738,0.74796,0.0335374435012486
Rpl13,ENSMUSG00000000740,1.33373,3.16408827522661e-09
Chmp1a,ENSMUSG00000000743,1.03916,2.97174425827772e-06
Rpa1,ENSMUSG00000000751,-0.6401,0.00070429187828999
Serpinf1,ENSMUSG00000000753,-1.32417,0.211831733484873
Tubgcp3,ENSMUSG00000000759,-0.35507,0.0599268945265814
Oprm1,ENSMUSG00000000766,-0.10662,0.871031511934222
Polr3d,ENSMUSG00000000776,0.82166,1.56332576753826e-05
Ddx3x,ENSMUSG00000000787,-0.32527,0.159316166780226
Slc5a5,ENSMUSG00000000792,-0.66013,0.220340795238599
Kcnn3,ENSMUSG00000000794,-0.17534,0.42024056614046
Usp32,ENSMUSG00000000804,-0.16871,0.364628751352918
Car4,ENSMUSG00000000805,-0.73177,0.557779153966023
Txnrd3,ENSMUSG00000000811,-0.2115,0.522422094262372
Zfp512b,ENSMUSG00000000823,-0.18286,0.503153412238814
Dnajc5,ENSMUSG00000000826,0.01916,0.935267971357749
Tpd52l2,ENSMUSG00000000827,0.01666,0.936478553092522
Fmr1,ENSMUSG00000000838,-1.31673,6.12655473720228e-06
Bcl11a,ENSMUSG00000000861,-0.55092,0.0510781488845934
Pxmp4,ENSMUSG00000000876,-1.12673,5.00367106183871e-05
Dlg3,ENSMUSG00000000881,0.25087,0.254274481771883
Mmp11,ENSMUSG00000000901,1.05567,0.0827307030895403
Smarcb1,ENSMUSG00000000902,0.13475,0.680358772220897
Hip1r,ENSMUSG00000000915,-0.43214,0.0510149747672234
Nsun5,ENSMUSG00000000916,0.41577,0.282051180011549
Top1mt,ENSMUSG00000000934,0.25097,0.518581284410685
Gm38393,ENSMUSG00000000948,-2.53127,1.29181531064379e-13
Mmp14,ENSMUSG00000000957,-2.30542,0.017577114500119
Oxa1l,ENSMUSG00000000959,0.26521,0.187872891188067
Heatr6,ENSMUSG00000000976,0.01453,0.958710378231453
Wfdc18,ENSMUSG00000000983,-4.4365,0.0177245834426098
Icam4,ENSMUSG00000001014,0.30932,0.821935008856225
Ilf2,ENSMUSG00000001016,-0.14552,0.562275915488125
Chtop,ENSMUSG00000001017,0.39796,0.0767299020717725
Snapin,ENSMUSG00000001018,0.27164,0.209675567212364
S100a4,ENSMUSG00000001020,-2.48713,0.106495087962691
S100a6,ENSMUSG00000001025,-2.20996,1.3831753498134e-05
Mapk7,ENSMUSG00000001034,0.48446,0.0417435056064589
Epn2,ENSMUSG00000001036,-0.36176,0.178740221752636
B9d1,ENSMUSG00000001039,0.55543,0.214151854444351
Sec24b,ENSMUSG00000001052,-0.59884,0.00480893840658657
N4bp3,ENSMUSG00000001053,-0.53225,0.592596245486688
Rmnd5b,ENSMUSG00000001054,0.54008,0.0560239850018565
Nhp2,ENSMUSG00000001056,0.76805,0.0464631877973223
Vps9d1,ENSMUSG00000001062,0.47841,0.200046798320521
Zfp276,ENSMUSG00000001065,-1.18111,0.120089160902936
Mfsd10,ENSMUSG00000001082,0.50357,0.435456827134183
Luzp1,ENSMUSG00000001089,-1.80114,2.19704506457935e-13
Kctd10,ENSMUSG00000001098,0.63349,0.0133631172737474
Poldip2,ENSMUSG00000001100,0.4204,0.019919256412215
Ift20,ENSMUSG00000001105,0.99987,1.44776010799552e-05
Pcbp3,ENSMUSG00000001120,1.26109,0.000185307232583735
Lgals9,ENSMUSG00000001123,-2.48575,0.000328443243097072
Araf,ENSMUSG00000001127,0.71507,0.000375241779810709
Cfp,ENSMUSG00000001128,-3.39041,0.00822691731205593
Timp1,ENSMUSG00000001131,4.80907,5.82971994490536e-23
Uxt,ENSMUSG00000001134,0.80006,0.275022483177009
Cnnm3,ENSMUSG00000001138,-0.35818,0.482719932789416
Lman2l,ENSMUSG00000001143,0.74303,0.00152645768701797
Mcm3ap,ENSMUSG00000001150,-0.35373,0.17220829846087
Pcnt,ENSMUSG00000001151,-0.79271,0.000145924752857389
Mxd1,ENSMUSG00000001156,-0.33397,0.398528970821488
Gmcl1,ENSMUSG00000001157,0.30199,0.160541307465992
Snrnp27,ENSMUSG00000001158,0.63285,0.00322780043690693
Oas1c,ENSMUSG00000001166,0.88906,0.0786622714501752
Ocrl,ENSMUSG00000001173,-0.18624,0.315529639454815
Calm1,ENSMUSG00000001175,0.18406,0.166555250841922
Agpat3,ENSMUSG00000001211,-0.41142,0.0515416174359556
Sema6b,ENSMUSG00000001227,0.79183,0.0213621780058357
Dpp9,ENSMUSG00000001229,-0.19888,0.435245646539713
Ramp2,ENSMUSG00000001240,-0.85935,0.522657072845679
Lsr,ENSMUSG00000001247,1.97608,0.247995382230543
Gramd1a,ENSMUSG00000001248,-0.10211,0.729417363695993
Gabrg1,ENSMUSG00000001260,-0.12288,0.737953964185716
Ckb,ENSMUSG00000001270,-0.89633,0.000133363209409185
Sp1,ENSMUSG00000001280,-1.8658,1.47869896137538e-10
Myg1,ENSMUSG00000001285,0.64983,0.0618546739907217
Rarg,ENSMUSG00000001288,-0.72854,0.419269661509021
Pfdn5,ENSMUSG00000001289,1.51634,5.5171935764831e-07
Efnb2,ENSMUSG00000001300,0.30169,0.192745015925033
Rrp15,ENSMUSG00000001305,0.66249,0.0284001661959245
Rnd2,ENSMUSG00000001313,-0.58465,0.0625621960106091
Srr,ENSMUSG00000001323,-0.39562,0.04086518807456
Sync,ENSMUSG00000001333,-1.25747,0.0220288613350867
Fndc5,ENSMUSG00000001334,-1.43044,3.65410397179849e-12
Fbxo9,ENSMUSG00000001366,0.90866,5.17734553015285e-06
Vps50,ENSMUSG00000001376,-0.87605,0.000113409991761143
Hars,ENSMUSG00000001380,0.24609,0.20605193310119
Zmat2,ENSMUSG00000001383,0.78306,0.000284929111992846
Smg5,ENSMUSG00000001415,0.12,0.693278207657003
Cct3,ENSMUSG00000001416,0.69234,0.023313635082895
Glmp,ENSMUSG00000001418,-0.04379,0.980475348563875
Mef2d,ENSMUSG00000001419,0.17981,0.399233270146736
Snd1,ENSMUSG00000001424,0.83263,0.00225393349539886
Slc19a1,ENSMUSG00000001436,0.24729,0.698185516376359
Kpnb1,ENSMUSG00000001440,0.10847,0.607493873222467
Npepps,ENSMUSG00000001441,-0.57569,0.00411545879671943
Mrpl10,ENSMUSG00000001445,0.71748,0.000100152559294765
Cyp51,ENSMUSG00000001467,0.03122,0.905801165822678
Tcf25,ENSMUSG00000001472,0.26949,0.138946467616938
Tubb6,ENSMUSG00000001473,1.13119,0.1954834440967
Def8,ENSMUSG00000001482,0.3569,0.222832896308198
Meox1,ENSMUSG00000001493,2.70014,1.25706836193779e-06
Nkx2-1,ENSMUSG00000001496,0.95189,0.000354295697091056
Irx2,ENSMUSG00000001504,-1.42598,0.10734987050307
Itga3,ENSMUSG00000001507,0.78939,0.0902004524797865
Foxm1,ENSMUSG00000001517,-0.56344,0.419588199195513
Itfg2,ENSMUSG00000001518,0.41301,0.215837892456925
Nrip2,ENSMUSG00000001520,0.25104,0.355866059406958
Tulp3,ENSMUSG00000001521,-0.79763,0.135079466148215
Gtf2h4,ENSMUSG00000001524,0.00089,0.99905970633761
Tubb5,ENSMUSG00000001525,0.67641,0.0161307374262146
Ell2,ENSMUSG00000001542,0.76755,0.0162566439188494
Jup,ENSMUSG00000001552,-1.09727,1.55177639075904e-05
Fkbp10,ENSMUSG00000001555,-1.05037,0.401310593380021
Nom1,ENSMUSG00000001569,0.19494,0.344097871246581
Ergic1,ENSMUSG00000001576,0.76671,0.013019227634406
Tnk1,ENSMUSG00000001583,2.16539,1
Ifrd1,ENSMUSG00000001627,-0.20401,0.633842788806187
Stk38l,ENSMUSG00000001630,-0.08934,0.754119698348821
Brpf1,ENSMUSG00000001632,-0.00306,0.992034844833704
Akr1b3,ENSMUSG00000001642,0.28372,0.155148573134929
Gstt1,ENSMUSG00000001663,-1.70187,0.000313338586761869
Gstt3,ENSMUSG00000001665,-2.57714,1.07955375615147e-10
Ddt,ENSMUSG00000001666,0.68205,0.0607721011873172
Marveld3,ENSMUSG00000001672,1.29923,0.211348158423817
Ddx18,ENSMUSG00000001674,0.29309,0.182883476886385
Ubl3,ENSMUSG00000001687,0.42614,0.00160048356346472
Gramd3,ENSMUSG00000001700,-2.42341,0.000119199892276017
Eef1e1,ENSMUSG00000001707,0.95459,0.0010484380889287
Akt1,ENSMUSG00000001729,0.61762,0.000374630866311549
Tcirg1,ENSMUSG00000001750,0.33784,0.659581284004204
Naglu,ENSMUSG00000001751,0.7199,0.621593814230504
Coasy,ENSMUSG00000001755,-0.02315,0.912314849854876
Smo,ENSMUSG00000001761,-3.34855,0.00374507649633495
Tspan33,ENSMUSG00000001763,0.60002,0.0209430555425482
Crnkl1,ENSMUSG00000001767,-0.87018,0.000124450113346331
Rin2,ENSMUSG00000001768,-0.69278,0.00303131942646461
Folh1,ENSMUSG00000001773,-4.30706,4.11844927378975e-11
Chordc1,ENSMUSG00000001774,-0.18142,0.408060438818213
Rtcb,ENSMUSG00000001783,0.54782,0.0130388600781947
Pwp1,ENSMUSG00000001785,0.46169,0.261669275054764
Fbxo7,ENSMUSG00000001786,-0.75187,1.95609457498403e-06
Capns1,ENSMUSG00000001794,0.8788,7.75283316750582e-10
Lrp3,ENSMUSG00000001802,0.33169,0.0865702620030546
Clpb,ENSMUSG00000001829,-0.58297,0.00722422161849116
Septin7,ENSMUSG00000001833,-0.83677,7.86283287380721e-05
Zdhhc4,ENSMUSG00000001844,0.59466,0.0389697592747037
Rac1,ENSMUSG00000001847,-0.04786,0.812613305904617
Nup214,ENSMUSG00000001855,-0.33843,0.192399897371074
Aif1l,ENSMUSG00000001864,-3.65202,4.1367990789594e-08
Ugp2,ENSMUSG00000001891,-0.51322,0.00285405638103137
Kcnh6,ENSMUSG00000001901,0.35307,0.628302571548337
Trmt1,ENSMUSG00000001909,0.94891,0.000436709273368121
Nacc1,ENSMUSG00000001910,-0.19025,0.662197271828714
Nfix,ENSMUSG00000001911,-2.21649,1.37194766169025e-15
Uba1,ENSMUSG00000001924,0.27266,0.363679038671106
Siae,ENSMUSG00000001942,0.17007,0.64490718827161
Esam,ENSMUSG00000001946,-0.15248,0.897023764192495
Spa17,ENSMUSG00000001948,1.17919,0.0229151455486009
Fam50a,ENSMUSG00000001962,0.0997,0.853329537741896
Emd,ENSMUSG00000001964,0.86258,8.16365343864589e-05
Taco1,ENSMUSG00000001983,-0.69159,0.155206388060016
Grik3,ENSMUSG00000001985,-0.86622,0.000120699486308868
Gria3,ENSMUSG00000001986,-1.35736,7.01506935226556e-06
Npas1,ENSMUSG00000001988,-1.78382,0.165585405094665
Sipa1l2,ENSMUSG00000001995,-0.91588,1.01538136366858e-07
Ap4e1,ENSMUSG00000001998,-0.61434,0.174941142334555
Blvra,ENSMUSG00000001999,0.45799,0.161945420978049
Pdzd4,ENSMUSG00000002006,0.63538,0.0041353601118604
Srpk3,ENSMUSG00000002007,0.06422,0.975326834157369
Idh3g,ENSMUSG00000002010,0.24467,0.39929467242435
Pnck,ENSMUSG00000002012,0.715,0.00737877249405642
Ssr4,ENSMUSG00000002014,1.49852,5.56520861516103e-05
Bcap31,ENSMUSG00000002015,0.74036,0.0279233602725208
Fam98a,ENSMUSG00000002017,-0.15074,0.564522201916039
Kmt2a,ENSMUSG00000002028,-0.88699,4.45305262633296e-08
Ift46,ENSMUSG00000002031,0.60796,0.0217537296485341
Tmem25,ENSMUSG00000002032,-0.36927,0.362934529864135
Trappc6a,ENSMUSG00000002043,1.27214,0.0134389941424604
Supt6,ENSMUSG00000002052,-0.34557,0.0400031704108061
Spag5,ENSMUSG00000002055,-3.07315,0.000578719540866921
Unc119,ENSMUSG00000002058,1.31567,0.00114773603769263
Rab34,ENSMUSG00000002059,1.02645,0.00368851406997702
Sdf2,ENSMUSG00000002064,1.40974,0.000132899483584592
Ccne1,ENSMUSG00000002068,0.77403,0.187221639579281
Psmc3,ENSMUSG00000002102,0.04684,0.848802854124443
Acp2,ENSMUSG00000002103,-0.08292,0.758746727909289
Slc39a13,ENSMUSG00000002105,0.11188,0.861446478415483
Celf2,ENSMUSG00000002107,-0.81257,0.000201117606962474
Nr1h3,ENSMUSG00000002108,-0.94744,0.312939650780105
Ddb2,ENSMUSG00000002109,-0.21386,0.876044888564314
Sf3a1,ENSMUSG00000002129,0.00547,0.983172851091886
Stat6,ENSMUSG00000002147,0.00763,0.992047031337443
Clgn,ENSMUSG00000002190,-1.43373,0.0148705512493323
Vrk3,ENSMUSG00000002205,0.57986,0.00835688747280374
Smg9,ENSMUSG00000002210,0.34689,0.516410398023621
Paxip1,ENSMUSG00000002221,0.01956,0.923146590485755
Rmnd5a,ENSMUSG00000002222,0.04518,0.831729026365898
Mov10,ENSMUSG00000002227,0.14119,0.780704656148861
Rhoc,ENSMUSG00000002233,0.4868,0.299941655814131
Ppard,ENSMUSG00000002250,-0.60765,0.236458970920194
Peg3,ENSMUSG00000002265,0.18302,0.551989146176753
Zim1,ENSMUSG00000002266,-0.32565,0.128552743825841
Metrn,ENSMUSG00000002274,-1.59168,0.00717153575431627
Lmf1,ENSMUSG00000002279,0.29368,0.686019804213125
Ciao3,ENSMUSG00000002280,0.22017,0.7265866243357
Angptl4,ENSMUSG00000002289,0.37994,1
Daxx,ENSMUSG00000002307,0.50929,0.101991613544872
Cd320,ENSMUSG00000002308,0.94222,0.0135379044954551
Ipo4,ENSMUSG00000002319,0.47056,0.0390848854664345
Tm9sf1,ENSMUSG00000002320,0.1375,0.745796449478206
Rec8,ENSMUSG00000002324,0.48677,0.270979887236809
Irf9,ENSMUSG00000002325,0.23961,0.50811797732291
Gmpr2,ENSMUSG00000002326,0.61842,0.106926682141543
Mdp1,ENSMUSG00000002329,0.98829,0.00131594413316529
Dhrs1,ENSMUSG00000002332,0.21027,0.47768929836774
Ncan,ENSMUSG00000002341,-1.37904,5.13027990233557e-14
Tmem161a,ENSMUSG00000002342,0.93531,0.00390300208098967
Armc6,ENSMUSG00000002343,0.71421,0.0329869236557692
Borcs8,ENSMUSG00000002345,1.09276,0.000650586982426313
Slc25a42,ENSMUSG00000002346,-0.03731,0.929170129991757
Snx9,ENSMUSG00000002365,-0.21146,0.702565686696128
Ranbp3,ENSMUSG00000002372,0.41408,0.115917017361875
Ndufa11,ENSMUSG00000002379,0.81618,0.0121333322033937
Nr2f6,ENSMUSG00000002393,0.98539,0.00762805938576983
Use1,ENSMUSG00000002395,1.36568,0.000165975579112862
Ocel1,ENSMUSG00000002396,-0.08263,0.863031412823944
Dyrk1b,ENSMUSG00000002409,0.13986,0.733195541851106
Braf,ENSMUSG00000002413,-0.5047,0.00362687757345683
Ndufb2,ENSMUSG00000002416,0.95423,6.50231237115196e-05
Hltf,ENSMUSG00000002428,-0.2978,0.30601590128783
Prpf6,ENSMUSG00000002455,0.08308,0.733872162452257
Rgs19,ENSMUSG00000002458,0.88137,0.000485358950753772
Rgs20,ENSMUSG00000002459,0.54546,0.0525086577268299
Abhd3,ENSMUSG00000002475,-1.54975,0.000501302291090319
Snrpd1,ENSMUSG00000002477,0.77949,0.00395882777429822
Tchp,ENSMUSG00000002486,-0.18534,0.596938022275761
Tiam1,ENSMUSG00000002489,0.23428,0.198617316106269
Tsc2,ENSMUSG00000002496,-0.5598,0.00105811982923528
Slc9a3r2,ENSMUSG00000002504,0.01992,0.947999534782264
Puf60,ENSMUSG00000002524,0.43425,0.248438749566552
Golga2,ENSMUSG00000002546,0.22366,0.109527877167592
Uck1,ENSMUSG00000002550,1.34763,8.57829469211511e-06
Ikzf4,ENSMUSG00000002578,-0.18286,0.320451093914237
Mien1,ENSMUSG00000002580,1.60468,1.71620190975564e-05
Axl,ENSMUSG00000002602,-3.17836,2.15276530522721e-32
Ccdc97,ENSMUSG00000002608,-0.1066,0.682547271376048
Zfp40,ENSMUSG00000002617,-0.31079,0.322299411874711
Akap8l,ENSMUSG00000002625,-0.58974,0.0161615096859742
Shh,ENSMUSG00000002633,0.25627,0.716719779166286
Pdcd2l,ENSMUSG00000002635,0.61389,0.0537321415496105
Gtf2f1,ENSMUSG00000002658,0.26501,0.322782243384393
Clpp,ENSMUSG00000002660,1.31926,6.29968773647167e-07
Alkbh7,ENSMUSG00000002661,1.11045,0.00325970786602715
Med6,ENSMUSG00000002679,0.04613,0.914592550735736
Lcp2,ENSMUSG00000002699,-0.51612,0.399164442556092
Cse1l,ENSMUSG00000002718,-0.70552,1.87104656472712e-05
Naa20,ENSMUSG00000002728,0.11844,0.778258310047922
Prkra,ENSMUSG00000002731,0.85617,0.0222525162567714
Plekha3,ENSMUSG00000002733,0.27861,0.160435536761818
Ykt6,ENSMUSG00000002741,0.70726,0.0142082368046406
Baz1b,ENSMUSG00000002748,-0.27621,0.194647426035167
Pex6,ENSMUSG00000002763,0.54215,0.0908965363282844
Mrpl2,ENSMUSG00000002767,0.86908,0.0180932891245278
Mea1,ENSMUSG00000002768,1.37513,2.56090074891489e-05
Gnmt,ENSMUSG00000002769,0.77622,1
Grin2d,ENSMUSG00000002771,-0.62616,0.19711394481097
Kdelr1,ENSMUSG00000002778,0.8675,0.0321389402118025
Tmem143,ENSMUSG00000002781,-0.2231,0.590085825629278
Ggct,ENSMUSG00000002797,0.45644,0.0238607470448615
Jag2,ENSMUSG00000002799,-0.23604,0.722825348740531
Btbd6,ENSMUSG00000002803,0.16874,0.578436745095171
Nudt14,ENSMUSG00000002804,0.89178,0.121371098451877
Epdr1,ENSMUSG00000002808,0.69827,0.000574914170787598
Flii,ENSMUSG00000002812,-0.07016,0.698723132378525
Top3a,ENSMUSG00000002814,0.4968,0.380716560783789
Atg4d,ENSMUSG00000002820,0.8573,0.0940187420020723
Qtrt1,ENSMUSG00000002825,0.52056,0.461288855055277
Plin4,ENSMUSG00000002831,-3.5109,0.000216714421964265
Hdgfl2,ENSMUSG00000002833,0.28066,0.107234323708383
Adprh,ENSMUSG00000002844,0.54997,0.0316056775782431
Tmem39a,ENSMUSG00000002845,0.15997,0.786965915178967
Timmdc1,ENSMUSG00000002846,1.33469,4.70220677395903e-08
Mcm2,ENSMUSG00000002870,0.65804,0.358518816787755
Tpra1,ENSMUSG00000002871,0.49423,0.529393725596308
Nab1,ENSMUSG00000002881,-0.33365,0.0436004067495441
Adgre5,ENSMUSG00000002885,-2.9731,0.00139437721450614
Il17ra,ENSMUSG00000002897,-1.68722,0.285959555369863
Lamb1,ENSMUSG00000002900,-0.21045,0.84612985251891
Kcnn1,ENSMUSG00000002908,-0.83822,0.120516907415633
Arrdc2,ENSMUSG00000002910,-0.7771,0.231768284193173
Ppp1r17,ENSMUSG00000002930,1.0272,0.00136724538288547
Map2k7,ENSMUSG00000002948,0.24393,0.254670195517844
Timm44,ENSMUSG00000002949,-0.06054,0.924897477313589
Ap2a2,ENSMUSG00000002957,0.0307,0.912413470225969
Pnkp,ENSMUSG00000002963,0.75171,0.150028477995119
Med25,ENSMUSG00000002968,0.35963,0.237059863200161
Bcam,ENSMUSG00000002980,1.3698,0.0109787155744009
Clptm1,ENSMUSG00000002981,0.19038,0.667593334636751
Relb,ENSMUSG00000002983,0.04285,0.970529146729105
Tomm40,ENSMUSG00000002984,0.6995,0.00809035511446781
Apoe,ENSMUSG00000002985,-3.04741,2.68900352724763e-42
Hbp1,ENSMUSG00000002996,-0.87137,0.0261657684180606
Prkar2b,ENSMUSG00000002997,0.34697,0.261275067291581
Cdkn1b,ENSMUSG00000003031,-0.6719,0.00376677054306822
Klf4,ENSMUSG00000003032,-2.77162,0.00447274187487585
Ap1m1,ENSMUSG00000003033,0.37868,0.217902952307399
Rab8a,ENSMUSG00000003037,0.1984,0.414749185071347
Hmgn2,ENSMUSG00000003038,0.82193,6.18429935959944e-05
Fam32a,ENSMUSG00000003039,0.31317,0.0371351673839562
Elf3,ENSMUSG00000003051,2.4827,1
Stard3nl,ENSMUSG00000003062,0.66083,0.00136724538288547
Stk11,ENSMUSG00000003068,0.51124,0.247040002119548
Efna2,ENSMUSG00000003070,-0.15319,0.884080264843916
Atp5d,ENSMUSG00000003072,1.16293,0.000284964749701899
Ppp5c,ENSMUSG00000003099,0.46318,0.0115984805956705
Cdk12,ENSMUSG00000003119,-0.1752,0.300414796879518
Lipe,ENSMUSG00000003123,-1.02776,0.00862752882704186
Pafah1b2,ENSMUSG00000003131,0.14687,0.472281354120161
Tbc1d8,ENSMUSG00000003134,0.42612,0.422602156961615
Cnot11,ENSMUSG00000003135,-0.10173,0.72380854271415
Slc2a3,ENSMUSG00000003153,0.13254,0.653078453309647
Foxj2,ENSMUSG00000003154,-0.21312,0.448105220411045
Sri,ENSMUSG00000003161,-0.02832,0.897023764192495
Dgcr2,ENSMUSG00000003166,0.86537,0.000665355147801515
Irf3,ENSMUSG00000003184,-0.15647,0.704277986456349
Bcl2l12,ENSMUSG00000003190,-1.69643,0.433978689102654
Zfp959,ENSMUSG00000003198,0.97775,1
Mpnd,ENSMUSG00000003199,1.15503,0.00130569595148698
Sh3gl1,ENSMUSG00000003200,0.18007,0.743847874651457
Ebi3,ENSMUSG00000003206,1.51831,0.030811573572678
Yju2,ENSMUSG00000003208,0.00963,0.989115782271866
Ranbp2,ENSMUSG00000003226,-0.46978,0.063133689990135
Dvl3,ENSMUSG00000003233,-0.36389,0.233654684101527
Abcf3,ENSMUSG00000003234,0.29232,0.322299411874711
Eif2b5,ENSMUSG00000003235,0.98954,2.07987722095106e-06
Cyth2,ENSMUSG00000003269,1.05827,0.000138444896843705
Car11,ENSMUSG00000003273,-0.32722,0.532986031565669
Dlgap1,ENSMUSG00000003279,-0.82809,7.37823154912589e-07
Plag1,ENSMUSG00000003282,-0.55795,0.436677922584141
Mrpl4,ENSMUSG00000003299,0.78903,0.00228329007163632
Keap1,ENSMUSG00000003308,0.34072,0.17140665031283
Ap1m2,ENSMUSG00000003309,1.45554,1
Glg1,ENSMUSG00000003316,-0.23904,0.504856014805385
Btbd2,ENSMUSG00000003344,0.16394,0.586796451466414
Csnk1g2,ENSMUSG00000003345,0.35145,0.0298268769362644
Abhd17a,ENSMUSG00000003346,0.64472,0.0764669073212803
Mob3a,ENSMUSG00000003348,0.88861,0.00509973100870899
Cacnb3,ENSMUSG00000003352,0.67136,0.00556138076477788
Ccdc65,ENSMUSG00000003354,-1.15029,0.0351857811752008
Fkbp11,ENSMUSG00000003355,0.8227,0.58095119484717
Ddx23,ENSMUSG00000003360,-0.02022,0.941978672163664
Pld3,ENSMUSG00000003363,0.85907,0.00422440970831297
Grik5,ENSMUSG00000003378,0.6163,2.1902013701145e-05
Rabac1,ENSMUSG00000003380,1.13435,0.0014933153299917
Etv3,ENSMUSG00000003382,-0.06357,0.845885015194556
Prkcsh,ENSMUSG00000003402,1.19584,6.4429143195154e-08
Elavl3,ENSMUSG00000003410,-0.45973,0.0222659728343356
Rab3b,ENSMUSG00000003411,0.8978,7.49061771693911e-09
St8sia6,ENSMUSG00000003418,-2.22666,0.126084482526872
Fcgrt,ENSMUSG00000003420,-2.27394,0.0715837742591747
Nosip,ENSMUSG00000003421,0.16873,0.595452917710512
