mixingrf	reduction	mixingknn	mean_knn_purity	silhouette_score_euclidean	mean_purity_knn_norm	mixingknn_norm	mixingrf_norm	mixing_score	asw_norm	purity_score	method	ndim	features_ngenes	scvi_params	nlayers	max_epochs	dropout_rate
0.946319659731125	scVI_0_150_0.05_3_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.2500_b2ef92ca97bb86cdd33360efcabe7e9a	0.405713936804504	0.442113071195761	0.056761803142156	92.4	85.63	94.18	89.905	48.54	92.4	scVI	65	2500	150_0.05_3_256	3	150	0.05
0.944732445271522	scVI_0_150_0.05_3_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.3000_190efa33974866df4668ef7255ff0077	0.400668373676892	0.437346637129402	0.0594281907861622	90.1	84.57	93.15	88.86	51.35	90.1	scVI	65	3000	150_0.05_3_256	3	150	0.05
0.940940758197341	scVI_0_150_0.05_3_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.750_8bb3fe13955035fd15dc5c44f7134a24	0.435361896771056	0.418689206151396	0.0366369074857168	81.13	91.89	90.71	91.3	27.34	81.13	scVI	65	750	150_0.05_3_256	3	150	0.05
0.948958113911966	scVI_0_150_0.1_2_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.1000_baebf19831d6104d070041ace9b267d1	0.423574623118943	0.433290650008682	0.0348031959203102	88.15	89.4	95.87	92.635	25.41	88.15	scVI	65	1000	150_0.1_2_256	2	150	0.1
0.942134900965894	scVI_0_150_0.01_4_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.1000_6c07a6171982bf2e2cb5c21e9dfdb8d0	0.420225207388221	0.419606030049021	0.0421550950008127	81.57	88.7	91.48	90.09	33.15	81.57	scVI	85	1000	150_0.01_4_256	4	150	0.01
0.942821824336623	scVI_0_150_0.01_4_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.1250_0d8d4c2180f27123db0061d062087713	0.424840097979152	0.425948222386152	0.043127219348982	84.62	89.67	91.93	90.8	34.17	84.62	scVI	85	1250	150_0.01_4_256	4	150	0.01
0.943697040952087	scVI_0_150_0.01_4_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.1500_f903ffcfc362ceb68ede7dcb2e045cac	0.416473360921902	0.430495740209623	0.0451325644986666	86.81	87.9	92.49	90.195	36.29	86.81	scVI	85	1500	150_0.01_4_256	4	150	0.01
0.943004248959879	scVI_0_150_0.01_4_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.2000_0e6a07fad1cde47705f20aa646126472	0.407675951327972	0.429956521934341	0.050244910882464	86.55	86.05	92.04	89.045	41.67	86.55	scVI	85	2000	150_0.01_4_256	4	150	0.01
0.9409485220207	scVI_0_150_0.01_4_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.2500_610c9845288b16b6063091d459bfb968	0.397944376745288	0.432456744461488	0.0574257125853129	87.75	83.99	90.72	87.355	49.24	87.75	scVI	85	2500	150_0.01_4_256	4	150	0.01
0.937458982419067	scVI_0_150_0.01_4_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.3000_8f9926fec530f21a397d2a1873e5be8a	0.394192530278969	0.430820592694456	0.0610161739146942	86.97	83.2	88.47	85.835	53.02	86.97	scVI	85	3000	150_0.01_4_256	4	150	0.01
0.939704527399024	scVI_0_150_0.01_4_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.750_3862cb8495fc3c23ead9fb4553b29fd3	0.424242920981118	0.415459542325703	0.0343938752828135	79.58	89.54	89.92	89.73	24.97	79.58	scVI	85	750	150_0.01_4_256	4	150	0.01
0.949117283421888	scVI_0_150_0.05_2_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.1000_3219e73dedd9c863be87d3e1ceafe0f8	0.407007653465796	0.431692783073087	0.0266169770307669	87.39	85.91	95.98	90.945	16.78	87.39	scVI	110	1000	150_0.05_2_256	2	150	0.05
0.948379324745248	scVI_0_150_0.05_2_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.1250_9326cd3fea14a4d76cec11a987cff46f	0.407675951327972	0.436422467357901	0.0228946845330563	89.66	86.05	95.5	90.775	12.86	89.66	scVI	110	1250	150_0.05_2_256	2	150	0.05
0.951410693502139	scVI_0_150_0.05_2_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.1500_61f60e909944e6914db31354d5b236cf	0.407675951327972	0.438071023498658	0.0310068274047827	90.45	86.05	97.45	91.75	21.41	90.45	scVI	110	1500	150_0.05_2_256	2	150	0.05
0.952195744219184	scVI_0_150_0.05_2_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.2000_71ac1c5bf121f76b9f459c6110d0fb50	0.407884742965455	0.443261483389021	0.0330544882204372	92.95	86.09	97.96	92.025	23.56	92.95	scVI	110	2000	150_0.05_2_256	2	150	0.05
0.952708994602396	scVI_0_150_0.05_2_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.2500_bfbb6e43676ae16b5b8bf6f8b3ea1a34	0.407007653465796	0.448910483431579	0.0349683228108154	95.67	85.91	98.29	92.1	25.58	95.67	scVI	110	2500	150_0.05_2_256	2	150	0.05
0.948652223676589	scVI_0_150_0.05_2_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.3000_faf565bad8dc7b9a216d8379c023a048	0.395069619778628	0.44557279890277	0.0368773945401169	94.06	83.39	95.68	89.535	27.59	94.06	scVI	110	3000	150_0.05_2_256	2	150	0.05
0.945454974865834	scVI_0_150_0.05_2_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.750_a8ce3428971d4bc7343f3711fb15ab63	0.405713936804504	0.427412293992968	0.0217181378811555	85.33	85.63	93.62	89.625	11.62	85.33	scVI	110	750	150_0.05_2_256	2	150	0.05
0.947200194952233	scVI_0_150_0.05_2_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.1000_bdf59e5b25566ed8d94b3198ddee85b6	0.407675951327972	0.430731846236993	0.0254173157265545	86.92	86.05	94.74	90.395	15.52	86.92	scVI	85	1000	150_0.05_2_256	2	150	0.05
0.948692597174205	scVI_0_150_0.05_2_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.1250_e85f549cf2dbe3743f6ac7739ad25ea4	0.407884742965455	0.437359972649945	0.0277022696867275	90.11	86.09	95.7	90.895	17.92	90.11	scVI	85	1250	150_0.05_2_256	2	150	0.05
0.947958550824034	scVI_0_150_0.05_2_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.1500_fd1b071562edbea1404d90745ecc8f64	0.402796892661712	0.439333134891441	0.0301229800868348	91.06	85.02	95.23	90.125	20.47	91.06	scVI	85	1500	150_0.05_2_256	2	150	0.05
0.950233684468167	scVI_0_150_0.05_2_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.2000_29636c85da3fa9cd2235a9d6f9320d76	0.407007653465796	0.442479255078024	0.0351472768328683	92.57	85.91	96.7	91.305	25.77	92.57	scVI	85	2000	150_0.05_2_256	2	150	0.05
0.947193480289535	scVI_0_150_0.05_2_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.2500_554e87431d635e8cb41ab99320f7ae29	0.402796892661712	0.446969982664856	0.0385725971310714	94.73	85.02	94.74	89.88	29.38	94.73	scVI	85	2500	150_0.05_2_256	2	150	0.05
0.94661021797267	scVI_0_150_0.05_2_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.3000_8386cb3e190adadbf84f1ce9fe95266a	0.395888677675859	0.447456006270566	0.0410681006095875	94.97	83.56	94.36	88.96	32.01	94.97	scVI	85	3000	150_0.05_2_256	2	150	0.05
0.943232594036252	scVI_0_150_0.1_3_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.3000_8f9884a0bd910b2b8cc3fb527a22618e	0.405713936804504	0.435463229167368	0.0751054050156165	89.2	85.63	92.19	88.91	67.86	89.2	scVI	110	3000	150_0.1_3_256	3	150	0.1
0.948371728535288	scVI_0_150_0.1_3_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.750_7399f7e3a714b46c9b4c9d88d24b8c2a	0.445424781225195	0.423366043608425	0.0426162523680909	83.38	94.02	95.5	94.76	33.64	83.38	scVI	110	750	150_0.1_3_256	3	150	0.1
0.947245546424275	scVI_0_150_0.1_3_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.1000_ef4379f83ebc48655731b8baf6bc536b	0.440809890634265	0.427960133642866	0.051252604070793	85.59	93.04	94.77	93.905	42.73	85.59	scVI	65	1000	150_0.1_3_256	3	150	0.1
0.946718953120351	scVI_0_150_0.1_3_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.1250_8b4969476a2ea65fc8d9a68c28bd95c2	0.436196699094583	0.432626591069957	0.0596967074267618	87.83	92.07	94.43	93.25	51.63	87.83	scVI	65	1250	150_0.1_3_256	3	150	0.1
0.947005072685595	scVI_0_150_0.1_3_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.1500_09823847361175983c0ba2ec5ec7ef63	0.426298620050547	0.437266495082175	0.0647961620919138	90.07	89.98	94.62	92.3	57	90.07	scVI	65	1500	150_0.1_3_256	3	150	0.1
0.947521348897613	scVI_0_150_0.1_3_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.2000_ad1b955ede7cf5478c1c01731d55df4a	0.41979453485154	0.434621436391843	0.0701505175146454	88.79	88.61	94.95	91.78	62.64	88.79	scVI	65	2000	150_0.1_3_256	3	150	0.1
0.944925711618621	scVI_0_150_0.1_3_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.2500_b66d662bb4203363e65200c1b260dbb6	0.408273128326005	0.438289943106976	0.0723070292680645	90.56	86.17	93.28	89.725	64.92	90.56	scVI	65	2500	150_0.1_3_256	3	150	0.1
0.942953517103986	scVI_0_150_0.1_3_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.3000_b5b73200e1de477a7dc7bb7e4ce32f5c	0.400668373676892	0.436266707203174	0.0750505240371014	89.59	84.57	92.01	88.29	67.81	89.59	scVI	65	3000	150_0.1_3_256	3	150	0.1
0.94635630208848	scVI_0_150_0.1_3_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.750_5f2faa9fb846a79f3907ead5b8fe45f9	0.449054109457542	0.423678353174036	0.0450835868556471	83.53	94.78	94.2	94.49	36.24	83.53	scVI	65	750	150_0.1_3_256	3	150	0.1
0.944229772697986	scVI_0_200_0.01_2_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.1000_9196bad3fb0a6ab8d68cea3dd2d9891a	0.407884742965455	0.431267096560481	0.0123112865711923	87.18	86.09	92.83	89.46	1.71	87.18	scVI	110	1000	200_0.01_2_256	2	200	0.01
0.949056503712618	scVI_0_150_0.1_2_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.1250_c27f27c0df3f785f87235586432044bd	0.420225207388221	0.439031201962746	0.0378370181468064	90.92	88.7	95.94	92.32	28.6	90.92	scVI	65	1250	150_0.1_2_256	2	150	0.1
0.950721925335982	scVI_0_150_0.1_2_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.1500_0477fa8231fe4f2b6335009b37a168d5	0.415805063059727	0.440827850419826	0.0396604360321404	91.78	87.76	97.01	92.385	30.52	91.78	scVI	65	1500	150_0.1_2_256	2	150	0.1
0.949477962299641	scVI_0_150_0.1_2_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.2000_14565dba4c3077b664d22ea1af39fb3f	0.408273128326005	0.444551676354266	0.0463182112901786	93.57	86.17	96.21	91.19	37.54	93.57	scVI	65	2000	150_0.1_2_256	2	150	0.1
0.949655074865127	scVI_0_150_0.1_2_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.2500_16999e0ebf7a4003570167be2cb8dc27	0.402796892661712	0.449183367697449	0.046684767695171	95.8	85.02	96.32	90.67	37.92	95.8	scVI	65	2500	150_0.1_2_256	2	150	0.1
0.948063964007022	scVI_0_150_0.1_2_256_gene_zinb_cov2..scVI..65..RNA.log.vst.split_Batch_ID.features.750_3f2c9509eaa5c88e40ab9c410c8b2b9b	0.41979453485154	0.426957035248838	0.0316554750183028	85.11	88.61	95.3	91.955	22.09	85.11	scVI	65	750	150_0.1_2_256	2	150	0.1
0.949437358088114	scVI_0_150_0.1_3_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.1000_48a1bca2267d62011aef92dd0964318e	0.440809890634265	0.427479642486518	0.0533000051876704	85.36	93.04	96.18	94.61	44.89	85.36	scVI	110	1000	150_0.1_3_256	3	150	0.1
0.949826041555449	scVI_0_150_0.1_3_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.1250_b0f9c21b15e242acf15fe7b4953e6ccc	0.431344183178159	0.436090841948388	0.0585200200768945	89.5	91.04	96.43	93.735	50.39	89.5	scVI	110	1250	150_0.1_3_256	3	150	0.1
0.949855351300653	scVI_0_150_0.1_3_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.1500_bf64cd75498dec85eba8b74aa797c1c0	0.42928848410873	0.438313248328826	0.0656764450262104	90.57	90.61	96.45	93.53	57.93	90.57	scVI	110	1500	150_0.1_3_256	3	150	0.1
0.947046611705087	scVI_0_150_0.1_3_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.2000_d55465c2b9d92117fe8f5e655b563a8e	0.41979453485154	0.438461880249137	0.0721960628357394	90.64	88.61	94.64	91.625	64.8	90.64	scVI	110	2000	150_0.1_3_256	3	150	0.1
0.944695819294743	scVI_0_150_0.1_3_256_gene_zinb_cov2..scVI..110..RNA.log.vst.split_Batch_ID.features.2500_1c4bf1bf3bbb9fae0d2b76e1d50ef032	0.407884742965455	0.437856638578255	0.0734801447105347	90.35	86.09	93.13	89.61	66.15	90.35	scVI	110	2500	150_0.1_3_256	3	150	0.1
0.947109681108429	scVI_0_200_0.01_4_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.1000_f39ee9d8433119f1d1a0326f8360cb6d	0.451928866424202	0.417369148227358	0.0387002182085169	80.5	95.39	94.69	95.04	29.51	80.5	scVI	85	1000	200_0.01_4_256	4	200	0.01
0.948500621937097	scVI_0_200_0.01_4_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.1250_7eae6c3d05ae8568e199387f9825b721	0.448414645283378	0.42352402549331	0.0416675023155836	83.46	94.65	95.58	95.115	32.64	83.46	scVI	85	1250	200_0.01_4_256	4	200	0.01
0.94898496132348	scVI_0_200_0.01_4_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.1500_767593cb2950dc418292cacdce377931	0.444159306364986	0.424747173445745	0.0419918818632079	84.05	93.75	95.89	94.82	32.98	84.05	scVI	85	1500	200_0.01_4_256	4	200	0.01
0.948612096236118	scVI_0_200_0.01_4_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.2000_bee195a5103015e96cdbddb7f219a84c	0.434068180109763	0.426071417201032	0.0511027077661284	84.68	91.62	95.65	93.635	42.58	84.68	scVI	85	2000	200_0.01_4_256	4	200	0.01
0.94675967349184	scVI_0_200_0.01_4_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.2500_c781867e4e43bf3d16eacf7019714391	0.421253056922936	0.42815954355299	0.0588667986322279	85.69	88.91	94.46	91.685	50.76	85.69	scVI	85	2500	200_0.01_4_256	4	200	0.01
0.94592958710851	scVI_0_200_0.01_2_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.2500_bd4e7934997a2cea3019bebe92cf6d37	0.407884742965455	0.44513847668684	0.0330284518628242	93.85	86.09	93.93	90.01	23.54	93.85	scVI	85	2500	200_0.01_2_256	2	200	0.01
0.945911757550924	scVI_0_200_0.01_2_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.3000_2019c25db3f3c67cf6539e545d8249c7	0.403658237735075	0.447187592144676	0.0351742683589388	94.84	85.2	93.91	89.555	25.8	94.84	scVI	85	3000	200_0.01_2_256	2	200	0.01
0.944168908035684	scVI_0_200_0.01_2_256_gene_zinb_cov2..scVI..85..RNA.log.vst.split_Batch_ID.features.750_3f827016c9e4c8a43b418ac8e70d0238	0.424242920981118	0.419979827620388	0.0158068539569108	81.75	89.54	92.79	91.165	5.39	81.75	scVI	85	750	200_0.01_2_256	2	200	0.01
