gene,class,siteSet_name,pwm_name,total_pwms_in_gene,n_transcripts,pwms_per_transcript
9330185C12Rik,Background,MA0018.2,CREB1,8,1,8
Steap3,Background,MA0018.1,CREB1,13,3,4.33333333333333
Steap3,Background,MA0018.2,CREB1,23,3,7.66666666666667
Lemd1,Background,MA0018.1,CREB1,4,2,2
Lemd1,Background,MA0018.2,CREB1,9,2,4.5
Nuak2,Background,MA0018.1,CREB1,4,1,4
Nuak2,Background,MA0018.2,CREB1,9,1,9
Atp2b4,Background,MA0018.1,CREB1,5,2,2.5
Atp2b4,Background,MA0018.2,CREB1,14,2,7
Btg2,IEGs,MA0018.1,CREB1,7,1,7
Btg2,IEGs,MA0018.2,CREB1,7,1,7
Kdm5b,Background,MA0018.1,CREB1,6,2,3
Kdm5b,Background,MA0018.2,CREB1,7,2,3.5
Crb1,Background,MA0018.1,CREB1,8,2,4
Crb1,Background,MA0018.2,CREB1,11,2,5.5
Cdc73,Background,MA0018.1,CREB1,4,1,4
Cdc73,Background,MA0018.2,CREB1,3,1,3
Rgs2,IEGs,MA0018.1,CREB1,7,1,7
Rgs2,IEGs,MA0018.2,CREB1,8,1,8
Gm10138,Background,MA0018.1,CREB1,10,2,5
Gm10138,Background,MA0018.2,CREB1,12,2,6
Tsen15,Background,MA0018.1,CREB1,4,1,4
Tsen15,Background,MA0018.2,CREB1,10,1,10
Ier5,IEGs,MA0018.1,CREB1,10,2,5
Ier5,IEGs,MA0018.2,CREB1,5,2,2.5
Stx6,Background,MA0018.1,CREB1,6,1,6
Stx6,Background,MA0018.2,CREB1,8,1,8
Cep350,Background,MA0018.1,CREB1,7,2,3.5
Cep350,Background,MA0018.2,CREB1,13,2,6.5
Fam20b,Background,MA0018.1,CREB1,5,1,5
Fam20b,Background,MA0018.2,CREB1,1,1,1
Nme7,Background,MA0018.1,CREB1,7,2,3.5
Nme7,Background,MA0018.2,CREB1,6,2,3
Mpc2,Background,MA0018.1,CREB1,16,2,8
Mpc2,Background,MA0018.2,CREB1,16,2,8
Ildr2,Background,MA0018.1,CREB1,5,1,5
Ildr2,Background,MA0018.2,CREB1,6,1,6
Sdhc,Background,MA0018.1,CREB1,4,1,4
Sdhc,Background,MA0018.2,CREB1,7,1,7
Ndufs2,Background,MA0018.2,CREB1,43,6,7.16666666666667
Ndufs2,Background,MA0018.1,CREB1,16,6,2.66666666666667
Pex19,Background,MA0018.1,CREB1,3,1,3
Pex19,Background,MA0018.2,CREB1,6,1,6
Rgs7,Background,MA0018.1,CREB1,1,1,1
Rgs7,Background,MA0018.2,CREB1,3,1,3
Cox20,Background,MA0018.1,CREB1,7,1,7
Cox20,Background,MA0018.2,CREB1,3,1,3
H3f3a,Background,MA0018.1,CREB1,4,2,2
H3f3a,Background,MA0018.2,CREB1,3,2,1.5
Wdr26,Background,MA0018.1,CREB1,10,2,5
Wdr26,Background,MA0018.2,CREB1,14,2,7
Taf1a,Background,MA0018.1,CREB1,2,1,2
Taf1a,Background,MA0018.2,CREB1,1,1,1
Atf3,IEGs,MA0018.1,CREB1,15,3,5
Atf3,IEGs,MA0018.2,CREB1,26,3,8.66666666666667
Ppp2r5a,Background,MA0018.1,CREB1,6,2,3
Ppp2r5a,Background,MA0018.2,CREB1,9,2,4.5
Hhat,Background,MA0018.1,CREB1,1,1,1
Hhat,Background,MA0018.2,CREB1,6,1,6
Rmnd1,Background,MA0018.1,CREB1,11,2,5.5
Rmnd1,Background,MA0018.2,CREB1,13,2,6.5
Katna1,Background,MA0018.1,CREB1,3,1,3
Katna1,Background,MA0018.2,CREB1,5,1,5
Cited2,Background,MA0018.1,CREB1,3,1,3
Cited2,Background,MA0018.2,CREB1,3,1,3
Sgk1,IEGs,MA0018.1,CREB1,22,7,3.14285714285714
Sgk1,IEGs,MA0018.2,CREB1,35,7,5
Tbpl1,Background,MA0018.1,CREB1,7,1,7
Tbpl1,Background,MA0018.2,CREB1,5,1,5
9330159F19Rik,Background,MA0018.1,CREB1,3,1,3
9330159F19Rik,Background,MA0018.2,CREB1,5,1,5
Rspo3,Background,MA0018.1,CREB1,2,1,2
Rspo3,Background,MA0018.2,CREB1,5,1,5
Hint3,Background,MA0018.1,CREB1,4,2,2
Hint3,Background,MA0018.2,CREB1,12,2,6
Ncoa7,IEGs,MA0018.1,CREB1,7,3,2.33333333333333
Ncoa7,IEGs,MA0018.2,CREB1,17,3,5.66666666666667
Clvs2,Background,MA0018.1,CREB1,3,1,3
Clvs2,Background,MA0018.2,CREB1,2,1,2
Wasf1,Background,MA0018.1,CREB1,9,2,4.5
Wasf1,Background,MA0018.2,CREB1,5,2,2.5
Afg1l,Background,MA0018.1,CREB1,1,1,1
Afg1l,Background,MA0018.2,CREB1,9,1,9
Cd24a,Background,MA0018.1,CREB1,4,3,1.33333333333333
Cd24a,Background,MA0018.2,CREB1,6,3,2
Cep85l,Background,MA0018.1,CREB1,5,3,1.66666666666667
Cep85l,Background,MA0018.2,CREB1,22,3,7.33333333333333
Asf1a,Background,MA0018.2,CREB1,3,1,3
Gcc2,Background,MA0018.1,CREB1,5,1,5
Gcc2,Background,MA0018.2,CREB1,6,1,6
Ranbp2,Background,MA0018.1,CREB1,17,4,4.25
Ranbp2,Background,MA0018.2,CREB1,27,4,6.75
Gm5424,Background,MA0018.1,CREB1,4,1,4
Gm5424,Background,MA0018.2,CREB1,5,1,5
Vps26a,Background,MA0018.1,CREB1,8,2,4
Vps26a,Background,MA0018.2,CREB1,20,2,10
Rufy2,Background,MA0018.1,CREB1,11,1,11
Rufy2,Background,MA0018.2,CREB1,8,1,8
Hnrnph3,Background,MA0018.1,CREB1,10,2,5
Hnrnph3,Background,MA0018.2,CREB1,10,2,5
Atoh7,Background,MA0018.1,CREB1,6,1,6
Atoh7,Background,MA0018.2,CREB1,6,1,6
Ctnna3,Background,MA0018.1,CREB1,10,3,3.33333333333333
Ctnna3,Background,MA0018.2,CREB1,22,3,7.33333333333333
Nrbf2,Background,MA0018.1,CREB1,9,1,9
Nrbf2,Background,MA0018.2,CREB1,13,1,13
Arid5b,Background,MA0018.1,CREB1,9,3,3
Arid5b,Background,MA0018.2,CREB1,23,3,7.66666666666667
Rhobtb1,Background,MA0018.1,CREB1,21,6,3.5
Rhobtb1,Background,MA0018.2,CREB1,36,6,6
A930033H14Rik,Background,MA0018.1,CREB1,9,1,9
A930033H14Rik,Background,MA0018.2,CREB1,8,1,8
Ube2g2,Background,MA0018.1,CREB1,3,1,3
Ube2g2,Background,MA0018.2,CREB1,5,1,5
Ilvbl,Background,MA0018.1,CREB1,15,3,5
Ilvbl,Background,MA0018.2,CREB1,19,3,6.33333333333333
Plpp2,Background,MA0018.1,CREB1,6,1,6
Plpp2,Background,MA0018.2,CREB1,3,1,3
C2cd4c,Background,MA0018.1,CREB1,2,1,2
C2cd4c,Background,MA0018.2,CREB1,4,1,4
Rnf126,Background,MA0018.1,CREB1,15,3,5
Rnf126,Background,MA0018.2,CREB1,24,3,8
Polr2e,Background,MA0018.1,CREB1,6,2,3
Polr2e,Background,MA0018.2,CREB1,8,2,4
Gpx4,Background,MA0018.2,CREB1,10,2,5
Gpx4,Background,MA0018.1,CREB1,6,2,3
Scamp4,Background,MA0018.1,CREB1,2,1,2
Scamp4,Background,MA0018.2,CREB1,5,1,5
Mob3a,Background,MA0018.1,CREB1,7,1,7
Mob3a,Background,MA0018.2,CREB1,4,1,4
Gadd45b,IEGs,MA0018.1,CREB1,3,1,3
Gadd45b,IEGs,MA0018.2,CREB1,6,1,6
Diras1,Background,MA0018.1,CREB1,4,1,4
Diras1,Background,MA0018.2,CREB1,7,1,7
Dapk3,Background,MA0018.1,CREB1,7,2,3.5
Dapk3,Background,MA0018.2,CREB1,19,2,9.5
Cactin,Background,MA0018.1,CREB1,4,1,4
Cactin,Background,MA0018.2,CREB1,4,1,4
Mfsd12,Background,MA0018.1,CREB1,10,2,5
Mfsd12,Background,MA0018.2,CREB1,5,2,2.5
Zfp938,Background,MA0018.1,CREB1,2,1,2
Zfp938,Background,MA0018.2,CREB1,12,1,12
Tdg,Background,MA0018.1,CREB1,5,1,5
Tdg,Background,MA0018.2,CREB1,9,1,9
Timp3,Background,MA0018.1,CREB1,10,2,5
Timp3,Background,MA0018.2,CREB1,20,2,10
Syn3,Background,MA0018.1,CREB1,5,2,2.5
Syn3,Background,MA0018.2,CREB1,11,2,5.5
Ascl1,Background,MA0018.1,CREB1,8,2,4
Ascl1,Background,MA0018.2,CREB1,2,2,1
Cfap54,Background,MA0018.1,CREB1,7,2,3.5
Cfap54,Background,MA0018.2,CREB1,7,2,3.5
Cep83,Background,MA0018.1,CREB1,7,2,3.5
Cep83,Background,MA0018.2,CREB1,16,2,8
Dusp6,IEGs,MA0018.1,CREB1,7,2,3.5
Dusp6,IEGs,MA0018.2,CREB1,9,2,4.5
Mgat4c,Background,MA0018.1,CREB1,11,4,2.75
Mgat4c,Background,MA0018.2,CREB1,20,4,5
Tmtc2,Background,MA0018.1,CREB1,6,1,6
Tmtc2,Background,MA0018.2,CREB1,4,1,4
Tbc1d15,Background,MA0018.1,CREB1,6,1,6
Tbc1d15,Background,MA0018.2,CREB1,4,1,4
Srgap1,Background,MA0018.1,CREB1,15,2,7.5
Srgap1,Background,MA0018.2,CREB1,9,2,4.5
Slc16a7,Background,MA0018.1,CREB1,16,3,5.33333333333333
Slc16a7,Background,MA0018.2,CREB1,18,3,6
Nemp1,Background,MA0018.1,CREB1,6,2,3
Nemp1,Background,MA0018.2,CREB1,7,2,3.5
Naca,Background,MA0018.1,CREB1,9,1,9
Naca,Background,MA0018.2,CREB1,12,1,12
Smarcc2,Background,MA0018.1,CREB1,14,4,3.5
Smarcc2,Background,MA0018.2,CREB1,25,4,6.25
Rps26,Background,MA0018.1,CREB1,4,1,4
Rps26,Background,MA0018.2,CREB1,5,1,5
Drg1,Background,MA0018.1,CREB1,3,1,3
Drg1,Background,MA0018.2,CREB1,6,1,6
Gm12592,Background,MA0018.1,CREB1,2,1,2
Gm12592,Background,MA0018.2,CREB1,5,1,5
Slc35e4,Background,MA0018.1,CREB1,9,2,4.5
Slc35e4,Background,MA0018.2,CREB1,14,2,7
Ap1b1,Background,MA0018.1,CREB1,11,4,2.75
Ap1b1,Background,MA0018.2,CREB1,20,4,5
Emid1,Background,MA0018.1,CREB1,17,4,4.25
Emid1,Background,MA0018.2,CREB1,23,4,5.75
Gck,Background,MA0018.1,CREB1,4,2,2
Gck,Background,MA0018.2,CREB1,11,2,5.5
Ogdh,Background,MA0018.1,CREB1,15,2,7.5
Ogdh,Background,MA0018.2,CREB1,17,2,8.5
Purb,Background,MA0018.1,CREB1,12,1,12
Purb,Background,MA0018.2,CREB1,8,1,8
Actr2,Background,MA0018.1,CREB1,3,1,3
Actr2,Background,MA0018.2,CREB1,7,1,7
Peli1,IEGs,MA0018.1,CREB1,8,3,2.66666666666667
Peli1,IEGs,MA0018.2,CREB1,19,3,6.33333333333333
Otx1,Background,MA0018.1,CREB1,4,1,4
Otx1,Background,MA0018.2,CREB1,3,1,3
Bcl11a,Background,MA0018.1,CREB1,2,2,1
Bcl11a,Background,MA0018.2,CREB1,7,2,3.5
5730522E02Rik,Background,MA0018.1,CREB1,4,1,4
5730522E02Rik,Background,MA0018.2,CREB1,6,1,6
Pnpt1,Background,MA0018.1,CREB1,1,1,1
Pnpt1,Background,MA0018.2,CREB1,2,1,2
Snrnp25,Background,MA0018.1,CREB1,5,1,5
Snrnp25,Background,MA0018.2,CREB1,8,1,8
Gabrg2,Background,MA0018.1,CREB1,3,1,3
Gabrg2,Background,MA0018.2,CREB1,10,1,10
Rnf145,Background,MA0018.1,CREB1,2,2,1
Rnf145,Background,MA0018.2,CREB1,8,2,4
Hnrnpab,Background,MA0018.1,CREB1,20,5,4
Hnrnpab,Background,MA0018.2,CREB1,26,5,5.2
0610009B22Rik,Background,MA0018.1,CREB1,7,1,7
0610009B22Rik,Background,MA0018.2,CREB1,11,1,11
Cdkn2aipnl,Background,MA0018.1,CREB1,5,1,5
Cdkn2aipnl,Background,MA0018.2,CREB1,7,1,7
Irf1,IEGs,MA0018.1,CREB1,4,1,4
Irf1,IEGs,MA0018.2,CREB1,6,1,6
Slc22a5,Background,MA0018.1,CREB1,5,1,5
Slc22a5,Background,MA0018.2,CREB1,5,1,5
Guk1,Background,MA0018.1,CREB1,10,2,5
Guk1,Background,MA0018.2,CREB1,19,2,9.5
Rasd1,IEGs,MA0018.1,CREB1,4,1,4
Rasd1,IEGs,MA0018.2,CREB1,6,1,6
Tom1l2,Background,MA0018.1,CREB1,10,2,5
Tom1l2,Background,MA0018.2,CREB1,14,2,7
Alkbh5,Background,MA0018.1,CREB1,16,3,5.33333333333333
Alkbh5,Background,MA0018.2,CREB1,17,3,5.66666666666667
Aldh3a2,Background,MA0018.1,CREB1,4,1,4
Aldh3a2,Background,MA0018.2,CREB1,3,1,3
Rnf112,Background,MA0018.1,CREB1,2,1,2
Rnf112,Background,MA0018.2,CREB1,5,1,5
Epn2,Background,MA0018.2,CREB1,11,2,5.5
Epn2,Background,MA0018.1,CREB1,5,2,2.5
Cox10,Background,MA0018.1,CREB1,7,1,7
Cox10,Background,MA0018.2,CREB1,6,1,6
Map2k4,Background,MA0018.1,CREB1,7,2,3.5
Map2k4,Background,MA0018.2,CREB1,13,2,6.5
Adprm,Background,MA0018.1,CREB1,2,1,2
Adprm,Background,MA0018.2,CREB1,10,1,10
Glp2r,Background,MA0018.1,CREB1,3,1,3
Glp2r,Background,MA0018.2,CREB1,5,1,5
Per1,IEGs,MA0018.1,CREB1,13,4,3.25
Per1,IEGs,MA0018.2,CREB1,26,4,6.5
Aloxe3,Background,MA0018.1,CREB1,8,2,4
Aloxe3,Background,MA0018.2,CREB1,11,2,5.5
Efnb3,Background,MA0018.1,CREB1,2,1,2
Efnb3,Background,MA0018.2,CREB1,2,1,2
Tmem256,Background,MA0018.1,CREB1,6,1,6
Tmem256,Background,MA0018.2,CREB1,4,1,4
Plscr3,Background,MA0018.1,CREB1,5,1,5
Plscr3,Background,MA0018.2,CREB1,9,1,9
Phf23,Background,MA0018.1,CREB1,15,3,5
Phf23,Background,MA0018.2,CREB1,21,3,7
Pafah1b1,Background,MA0018.1,CREB1,10,2,5
Pafah1b1,Background,MA0018.2,CREB1,10,2,5
1700016P03Rik,IEGs,MA0018.1,CREB1,8,1,8
1700016P03Rik,IEGs,MA0018.2,CREB1,9,1,9
Timm22,Background,MA0018.1,CREB1,4,1,4
Timm22,Background,MA0018.2,CREB1,8,1,8
Ankrd13b,Background,MA0018.1,CREB1,2,1,2
Ankrd13b,Background,MA0018.2,CREB1,3,1,3
Trp53i13,Background,MA0018.1,CREB1,5,1,5
Trp53i13,Background,MA0018.2,CREB1,3,1,3
Tmem97,Background,MA0018.1,CREB1,2,1,2
Tmem97,Background,MA0018.2,CREB1,3,1,3
Lyrm9,Background,MA0018.1,CREB1,2,1,2
Lyrm9,Background,MA0018.2,CREB1,5,1,5
Nf1,Background,MA0018.1,CREB1,5,1,5
Nf1,Background,MA0018.2,CREB1,6,1,6
Omg,Background,MA0018.1,CREB1,7,1,7
Omg,Background,MA0018.2,CREB1,3,1,3
Suz12,Background,MA0018.1,CREB1,2,1,2
Suz12,Background,MA0018.2,CREB1,10,1,10
Psmd11,Background,MA0018.1,CREB1,10,5,2
Psmd11,Background,MA0018.2,CREB1,29,5,5.8
Ccl3,IEGs,MA0018.1,CREB1,4,1,4
Ccl3,IEGs,MA0018.2,CREB1,7,1,7
Ccl4,Background,MA0018.1,CREB1,2,1,2
Ccl4,Background,MA0018.2,CREB1,9,1,9
Dusp14,Background,MA0018.1,CREB1,11,2,5.5
Dusp14,Background,MA0018.2,CREB1,16,2,8
Bcas3os1,Background,MA0018.2,CREB1,7,1,7
Ppm1e,Background,MA0018.1,CREB1,4,1,4
Ppm1e,Background,MA0018.2,CREB1,4,1,4
Cacna1g,Background,MA0018.1,CREB1,10,2,5
Cacna1g,Background,MA0018.2,CREB1,10,2,5
Gm11542,Background,MA0018.1,CREB1,5,1,5
Gm11542,Background,MA0018.2,CREB1,4,1,4
Gm11520,Background,MA0018.1,CREB1,9,1,9
Gm11520,Background,MA0018.2,CREB1,12,1,12
Nxph3,Background,MA0018.1,CREB1,6,1,6
Nxph3,Background,MA0018.2,CREB1,5,1,5
Ngfr,Background,MA0018.1,CREB1,1,1,1
Ngfr,Background,MA0018.2,CREB1,2,1,2
Cbx1,Background,MA0018.1,CREB1,4,2,2
Cbx1,Background,MA0018.2,CREB1,9,2,4.5
Sp2,Background,MA0018.1,CREB1,14,2,7
Sp2,Background,MA0018.2,CREB1,17,2,8.5
Gm11613,Background,MA0018.1,CREB1,3,1,3
Gm11613,Background,MA0018.2,CREB1,8,1,8
Mien1,Background,MA0018.1,CREB1,6,1,6
Mien1,Background,MA0018.2,CREB1,9,1,9
Nr1d1,Background,MA0018.1,CREB1,8,2,4
Nr1d1,Background,MA0018.2,CREB1,15,2,7.5
Casc3,Background,MA0018.1,CREB1,6,1,6
Casc3,Background,MA0018.2,CREB1,8,1,8
Eif1,Background,MA0018.1,CREB1,7,1,7
Eif1,Background,MA0018.2,CREB1,12,1,12
Ghdc,Background,MA0018.1,CREB1,3,1,3
Ghdc,Background,MA0018.2,CREB1,6,1,6
Arl4d,Background,MA0018.1,CREB1,7,1,7
Arl4d,Background,MA0018.2,CREB1,11,1,11
Itga2b,Background,MA0018.1,CREB1,4,1,4
Itga2b,Background,MA0018.2,CREB1,9,1,9
Acbd4,Background,MA0018.1,CREB1,7,3,2.33333333333333
Acbd4,Background,MA0018.2,CREB1,13,3,4.33333333333333
Mapt,Background,MA0018.1,CREB1,11,4,2.75
Mapt,Background,MA0018.2,CREB1,18,4,4.5
Tanc2,Background,MA0018.1,CREB1,8,2,4
Tanc2,Background,MA0018.2,CREB1,14,2,7
Kpna2,Background,MA0018.1,CREB1,7,2,3.5
Kpna2,Background,MA0018.2,CREB1,13,2,6.5
Kcnj16,Background,MA0018.1,CREB1,10,3,3.33333333333333
Kcnj16,Background,MA0018.2,CREB1,15,3,5
2610035D17Rik,Background,MA0018.1,CREB1,2,2,1
2610035D17Rik,Background,MA0018.2,CREB1,5,2,2.5
Exoc7,Background,MA0018.1,CREB1,3,1,3
Exoc7,Background,MA0018.2,CREB1,8,1,8
Cant1,Background,MA0018.1,CREB1,7,1,7
Cant1,Background,MA0018.2,CREB1,5,1,5
Slc38a10,Background,MA0018.1,CREB1,13,2,6.5
Slc38a10,Background,MA0018.2,CREB1,14,2,7
Gps1,Background,MA0018.1,CREB1,5,1,5
Gps1,Background,MA0018.2,CREB1,4,1,4
Ogfod3,Background,MA0018.1,CREB1,8,1,8
Ogfod3,Background,MA0018.2,CREB1,1,1,1
Fn3k,Background,MA0018.1,CREB1,2,1,2
Fn3k,Background,MA0018.2,CREB1,6,1,6
Adcy3,Background,MA0018.1,CREB1,6,1,6
Adcy3,Background,MA0018.2,CREB1,10,1,10
Ptrhd1,Background,MA0018.1,CREB1,6,1,6
Ptrhd1,Background,MA0018.2,CREB1,7,1,7
Rhob,Background,MA0018.1,CREB1,4,1,4
Rhob,Background,MA0018.2,CREB1,3,1,3
Smc6,Background,MA0018.1,CREB1,8,3,2.66666666666667
Smc6,Background,MA0018.2,CREB1,16,3,5.33333333333333
Ntsr2,Background,MA0018.1,CREB1,1,1,1
Ntsr2,Background,MA0018.2,CREB1,2,1,2
Pdia6,Background,MA0018.1,CREB1,4,1,4
Pdia6,Background,MA0018.2,CREB1,4,1,4
Grhl1,Background,MA0018.1,CREB1,3,1,3
Grhl1,Background,MA0018.2,CREB1,2,1,2
Id2,IEGs,MA0018.1,CREB1,15,2,7.5
Id2,IEGs,MA0018.2,CREB1,12,2,6
Pxdn,Background,MA0018.1,CREB1,4,2,2
Pxdn,Background,MA0018.2,CREB1,16,2,8
Cbll1,Background,MA0018.1,CREB1,2,1,2
Cbll1,Background,MA0018.2,CREB1,5,1,5
Zfp277,Background,MA0018.1,CREB1,4,1,4
Zfp277,Background,MA0018.2,CREB1,4,1,4
Immp2l,Background,MA0018.1,CREB1,4,1,4
Immp2l,Background,MA0018.2,CREB1,3,1,3
Arhgap5,Background,MA0018.1,CREB1,6,2,3
Arhgap5,Background,MA0018.2,CREB1,11,2,5.5
Snx6,Background,MA0018.1,CREB1,2,1,2
Snx6,Background,MA0018.2,CREB1,4,1,4
Srp54a,Background,MA0018.1,CREB1,3,1,3
Srp54a,Background,MA0018.2,CREB1,7,1,7
Nfkbia,IEGs,MA0018.1,CREB1,6,2,3
Nfkbia,IEGs,MA0018.2,CREB1,11,2,5.5
Trappc6b,Background,MA0018.1,CREB1,2,2,1
Trappc6b,Background,MA0018.2,CREB1,14,2,7
Fbxo33,IEGs,MA0018.1,CREB1,11,1,11
Fbxo33,IEGs,MA0018.2,CREB1,10,1,10
Tmx1,Background,MA0018.1,CREB1,9,2,4.5
Tmx1,Background,MA0018.2,CREB1,13,2,6.5
Six6,Background,MA0018.1,CREB1,3,1,3
Six6,Background,MA0018.2,CREB1,5,1,5
Zfp36l1,IEGs,MA0018.2,CREB1,5,1,5
Exd2,Background,MA0018.1,CREB1,3,2,1.5
Exd2,Background,MA0018.2,CREB1,1,2,0.5
Galnt16,Background,MA0018.1,CREB1,3,1,3
Galnt16,Background,MA0018.2,CREB1,11,1,11
Smoc1,Background,MA0018.1,CREB1,4,1,4
Smoc1,Background,MA0018.2,CREB1,3,1,3
Sipa1l1,Background,MA0018.1,CREB1,21,5,4.2
Sipa1l1,Background,MA0018.2,CREB1,28,5,5.6
Dpf3,Background,MA0018.1,CREB1,5,2,2.5
Dpf3,Background,MA0018.2,CREB1,14,2,7
Dcaf4,Background,MA0018.1,CREB1,3,1,3
Dcaf4,Background,MA0018.2,CREB1,4,1,4
Pgf,Background,MA0018.1,CREB1,4,1,4
Pgf,Background,MA0018.2,CREB1,11,1,11
Eif2b2,Background,MA0018.1,CREB1,6,1,6
Eif2b2,Background,MA0018.2,CREB1,7,1,7
Tmed10,Background,MA0018.1,CREB1,10,4,2.5
Tmed10,Background,MA0018.2,CREB1,24,4,6
Fos,IEGs,MA0018.1,CREB1,7,2,3.5
Fos,IEGs,MA0018.2,CREB1,19,2,9.5
Gpatch2l,Background,MA0018.1,CREB1,6,1,6
Gpatch2l,Background,MA0018.2,CREB1,6,1,6
Ttc7b,Background,MA0018.1,CREB1,3,1,3
Ttc7b,Background,MA0018.2,CREB1,3,1,3
Serpina3n,Background,MA0018.2,CREB1,3,1,3
Gsc,Background,MA0018.1,CREB1,2,1,2
Gsc,Background,MA0018.2,CREB1,4,1,4
Gskip,Background,MA0018.1,CREB1,6,1,6
Gskip,Background,MA0018.2,CREB1,6,1,6
Papola,Background,MA0018.1,CREB1,12,2,6
Papola,Background,MA0018.2,CREB1,19,2,9.5
Wars,Background,MA0018.1,CREB1,11,4,2.75
Wars,Background,MA0018.2,CREB1,24,4,6
Traf3,Background,MA0018.1,CREB1,1,1,1
Traf3,Background,MA0018.2,CREB1,1,1,1
Rapgef5,Background,MA0018.1,CREB1,10,4,2.5
Rapgef5,Background,MA0018.2,CREB1,33,4,8.25
Akr1e1,Background,MA0018.2,CREB1,5,1,5
Klf6,IEGs,MA0018.1,CREB1,8,2,4
Klf6,IEGs,MA0018.2,CREB1,13,2,6.5
Larp4b,Background,MA0018.1,CREB1,8,2,4
Larp4b,Background,MA0018.2,CREB1,9,2,4.5
Actn2,Background,MA0018.1,CREB1,6,2,3
Actn2,Background,MA0018.2,CREB1,9,2,4.5
AW209491,Background,MA0018.1,CREB1,5,1,5
AW209491,Background,MA0018.2,CREB1,4,1,4
Inhba,IEGs,MA0018.1,CREB1,1,2,0.5
Inhba,IEGs,MA0018.2,CREB1,1,2,0.5
Yae1d1,Background,MA0018.1,CREB1,1,1,1
Yae1d1,Background,MA0018.2,CREB1,2,1,2
Gm46404,Background,MA0018.1,CREB1,5,1,5
Gm46404,Background,MA0018.2,CREB1,5,1,5
Gpld1,Background,MA0018.1,CREB1,2,1,2
Gpld1,Background,MA0018.2,CREB1,11,1,11
Nrn1,IEGs,MA0018.1,CREB1,3,1,3
Nrn1,IEGs,MA0018.2,CREB1,5,1,5
Mak,Background,MA0018.1,CREB1,7,1,7
Mak,Background,MA0018.2,CREB1,10,1,10
Cd83,IEGs,MA0018.1,CREB1,6,1,6
Cd83,IEGs,MA0018.2,CREB1,4,1,4
Ptpdc1,Background,MA0018.2,CREB1,4,2,2
Ptpdc1,Background,MA0018.1,CREB1,5,2,2.5
Gadd45g,IEGs,MA0018.1,CREB1,1,1,1
Gadd45g,IEGs,MA0018.2,CREB1,3,1,3
Tspan17,Background,MA0018.2,CREB1,9,2,4.5
Tspan17,Background,MA0018.1,CREB1,1,2,0.5
Uimc1,Background,MA0018.1,CREB1,2,1,2
Uimc1,Background,MA0018.2,CREB1,4,1,4
Zfp346,Background,MA0018.1,CREB1,2,1,2
Zfp346,Background,MA0018.2,CREB1,5,1,5
Rab24,Background,MA0018.1,CREB1,9,1,9
Rab24,Background,MA0018.2,CREB1,5,1,5
Smad5,Background,MA0018.1,CREB1,5,1,5
Smad5,Background,MA0018.2,CREB1,6,1,6
Idnk,Background,MA0018.1,CREB1,7,1,7
