clustering_1	clustering_2	clustering_1_total	clustering_2_total	n	pct_clustering_1	pct_clustering_2	out_degree_1	in_degree_1	component_id	out_degree_2	in_degree_2
Neurons_Dopamine 2 (low VMAT2)	Nfix.Fam159b.Satb2.HY1	7	7	1	0.142857142857143	0.142857142857143	3	3	1	5	5
Neurons_Dopamine 2 (low VMAT2)	Th.Prok2.Hmx3.Hmx2.HY1	7	25	1	0.142857142857143	0.04	3	3	1	11	11
Neurons_Dopamine 3	Sncg.Gad2.Arx.HY1	10	18	8	0.8	0.444444444444444	3	3	1	4	4
Neurons_Dopamine 3	Slc7a10.Sepp1.Pitx2.Foxb1.HY2	10	53	1	0.1	0.0188679245283019	3	3	1	31	31
Neurons_Dopamine 3	Sox6.Npy.Otp.HY1	10	2	1	0.1	0.5	3	3	1	2	2
Neurons_Dopamine 4	C1ql1.Gad2.Arx.HY1	5	7	4	0.8	0.571428571428571	2	2	1	4	4
Neurons_Dopamine 4	Adarb2.Onecut2.Gad2.Arx.HY1	5	9	1	0.2	0.111111111111111	2	2	1	5	5
Neurons_GABA 10	Nts.Prok2.Hmx3.Hmx2.HY1	18	9	2	0.111111111111111	0.222222222222222	13	13	1	7	7
Neurons_GABA 10	Slc30a3.Meis2.Gad2.Arx.HY1	18	11	3	0.166666666666667	0.272727272727273	13	13	1	5	5
Neurons_GABA 10	Crhbp.Crh.Lhx8.Arx.HY1	18	6	1	0.0555555555555556	0.166666666666667	13	13	1	4	4
Neurons_GABA 10	Tcf7l2.Tmem114.Lef1.Hmx2.HY1	18	2	1	0.0555555555555556	0.5	13	13	1	2	2
Neurons_GABA 10	Pmaip1.Calca.Gad2.Arx.HY1	18	5	2	0.111111111111111	0.4	13	13	1	4	4
Neurons_GABA 10	Cplx1.Gad2.Arx.HY1	18	5	1	0.0555555555555556	0.2	13	13	1	4	4
Neurons_GABA 10	Th.Prok2.Hmx3.Hmx2.HY1	18	25	1	0.0555555555555556	0.04	13	13	1	11	11
Neurons_GABA 10	Slc7a10.Sepp1.Pitx2.Foxb1.HY2	18	53	2	0.111111111111111	0.0377358490566038	13	13	1	31	31
Neurons_GABA 10	Gal.Zic1.Hmx3.Hmx2.HY1	18	14	1	0.0555555555555556	0.0714285714285714	13	13	1	8	8
Neurons_GABA 10	Gsx1.Hmx3.Hmx2.HY1	18	4	1	0.0555555555555556	0.25	13	13	1	4	4
Neurons_GABA 10	Mobp.Sepp1.Pitx2.Foxb1.HY2	18	59	1	0.0555555555555556	0.0169491525423729	13	13	1	29	29
Neurons_GABA 10	Tmem215.St18.Arx.HY1	18	15	1	0.0555555555555556	0.0666666666666667	13	13	1	9	9
Neurons_GABA 10	Vcan.Bcl11b.Il1rapl2.Otp.HY1	18	1	1	0.0555555555555556	1	13	13	1	1	1
Neurons_GABA 11 (Nts 1)	Lef1.HY14.HY10.HY2	23	4	1	0.0434782608695652	0.25	14	14	1	3	3
Neurons_GABA 11 (Nts 1)	Anxa2.Pomc.Tcf7l2.Tbx3.HY1	23	11	2	0.0869565217391304	0.181818181818182	14	14	1	6	6
Neurons_GABA 11 (Nts 1)	Nts.Hmx3.Hmx2.HY1	23	14	6	0.260869565217391	0.428571428571429	14	14	1	5	5
Neurons_GABA 11 (Nts 1)	Crh.Pou3f3.Sim1.Nrn1.HY2	23	26	1	0.0434782608695652	0.0384615384615385	14	14	1	15	15
Neurons_GABA 11 (Nts 1)	Sox6.Npy.Otp.HY1	23	2	1	0.0434782608695652	0.5	14	14	1	2	2
Neurons_GABA 11 (Nts 1)	Cplx1.Gad2.Arx.HY1	23	5	1	0.0434782608695652	0.2	14	14	1	4	4
Neurons_GABA 11 (Nts 1)	Gal.Zic1.Hmx3.Hmx2.HY1	23	14	2	0.0869565217391304	0.142857142857143	14	14	1	8	8
Neurons_GABA 11 (Nts 1)	Nts.Prok2.Hmx3.Hmx2.HY1	23	9	1	0.0434782608695652	0.111111111111111	14	14	1	7	7
Neurons_GABA 11 (Nts 1)	Crh.Hmx3.Hmx2.HY1	23	5	3	0.130434782608696	0.6	14	14	1	2	2
Neurons_GABA 11 (Nts 1)	Crh.Lhx6.Arx.HY1	23	3	1	0.0434782608695652	0.333333333333333	14	14	1	3	3
Neurons_GABA 11 (Nts 1)	Mobp.Sepp1.Pitx2.Foxb1.HY2	23	59	1	0.0434782608695652	0.0169491525423729	14	14	1	29	29
Neurons_GABA 11 (Nts 1)	Fbxw13.Sp9.Gad2.Arx.HY1	23	22	1	0.0434782608695652	0.0454545454545455	14	14	1	7	7
Neurons_GABA 11 (Nts 1)	Slc7a10.Sepp1.Pitx2.Foxb1.HY2	23	53	1	0.0434782608695652	0.0188679245283019	14	14	1	31	31
Neurons_GABA 11 (Nts 1)	Adarb2.Gm28928.Hmx3.Hmx2.HY1	23	1	1	0.0434782608695652	1	14	14	1	1	1
Neurons_GABA 12 (Nts 2)	Crh.Hmx3.Hmx2.HY1	22	5	2	0.0909090909090909	0.4	12	12	1	2	2
Neurons_GABA 12 (Nts 2)	Crh.Lhx6.Arx.HY1	22	3	1	0.0454545454545455	0.333333333333333	12	12	1	3	3
Neurons_GABA 12 (Nts 2)	Slc30a3.Meis2.Gad2.Arx.HY1	22	11	2	0.0909090909090909	0.181818181818182	12	12	1	5	5
Neurons_GABA 12 (Nts 2)	Nts.Hmx3.Hmx2.HY1	22	14	4	0.181818181818182	0.285714285714286	12	12	1	5	5
Neurons_GABA 12 (Nts 2)	Crh.Gad2.Arx.HY1	22	4	1	0.0454545454545455	0.25	12	12	1	3	3
Neurons_GABA 12 (Nts 2)	Gal.Zic1.Hmx3.Hmx2.HY1	22	14	5	0.227272727272727	0.357142857142857	12	12	1	8	8
Neurons_GABA 12 (Nts 2)	Gsx1.Hmx3.Hmx2.HY1	22	4	1	0.0454545454545455	0.25	12	12	1	4	4
Neurons_GABA 12 (Nts 2)	Th.Prok2.Hmx3.Hmx2.HY1	22	25	2	0.0909090909090909	0.08	12	12	1	11	11
Neurons_GABA 12 (Nts 2)	Nts.Npy.Otp.HY1	22	3	1	0.0454545454545455	0.333333333333333	12	12	1	3	3
Neurons_GABA 12 (Nts 2)	Nts.Prok2.Hmx3.Hmx2.HY1	22	9	1	0.0454545454545455	0.111111111111111	12	12	1	7	7
Neurons_GABA 12 (Nts 2)	Adarb2.Onecut2.Gad2.Arx.HY1	22	9	1	0.0454545454545455	0.111111111111111	12	12	1	5	5
Neurons_GABA 12 (Nts 2)	Slc7a10.Sepp1.Pitx2.Foxb1.HY2	22	53	1	0.0454545454545455	0.0188679245283019	12	12	1	31	31
Neurons_GABA 13 (Galanin)	Ngfr.Lhx6.Arx.HY1	22	1	1	0.0454545454545455	1	9	9	1	1	1
Neurons_GABA 13 (Galanin)	Trh.Sim1.Nrn1.HY2	22	53	2	0.0909090909090909	0.0377358490566038	9	9	1	15	15
Neurons_GABA 13 (Galanin)	Gal.Zic1.Hmx3.Hmx2.HY1	22	14	1	0.0454545454545455	0.0714285714285714	9	9	1	8	8
Neurons_GABA 13 (Galanin)	Th.Prok2.Hmx3.Hmx2.HY1	22	25	13	0.590909090909091	0.52	9	9	1	11	11
Neurons_GABA 13 (Galanin)	Tac2.Tbx3.HY1	22	1	1	0.0454545454545455	1	9	9	1	1	1
Neurons_GABA 13 (Galanin)	Gsx1.Hmx3.Hmx2.HY1	22	4	1	0.0454545454545455	0.25	9	9	1	4	4
Neurons_GABA 13 (Galanin)	Nts.Prok2.Hmx3.Hmx2.HY1	22	9	1	0.0454545454545455	0.111111111111111	9	9	1	7	7
Neurons_GABA 13 (Galanin)	Slc7a10.Sepp1.Pitx2.Foxb1.HY2	22	53	1	0.0454545454545455	0.0188679245283019	9	9	1	31	31
Neurons_GABA 13 (Galanin)	Gpr50.Hmx3.Hmx2.HY1	22	3	1	0.0454545454545455	0.333333333333333	9	9	1	2	2
Neurons_GABA 14 (Npy,Agrp)	Shox2.Tbr1.Nrn1.HY2	13	142	1	0.0769230769230769	0.00704225352112676	7	7	1	23	23
Neurons_GABA 14 (Npy,Agrp)	Npy.Lhx6.Arx.HY1	13	1	1	0.0769230769230769	1	7	7	1	1	1
Neurons_GABA 14 (Npy,Agrp)	Ghrh.Gsx1.Hmx2.HY1	13	3	1	0.0769230769230769	0.333333333333333	7	7	1	3	3
Neurons_GABA 14 (Npy,Agrp)	Gm8773.Agrp.Npy.Otp.HY1	13	2	2	0.153846153846154	1	7	7	1	1	1
Neurons_GABA 14 (Npy,Agrp)	Slc7a10.Sepp1.Pitx2.Foxb1.HY2	13	53	4	0.307692307692308	0.0754716981132076	7	7	1	31	31
Neurons_GABA 14 (Npy,Agrp)	Mobp.Sepp1.Pitx2.Foxb1.HY2	13	59	3	0.230769230769231	0.0508474576271187	7	7	1	29	29
Neurons_GABA 14 (Npy,Agrp)	Serpina3n.Agrp.Npy.Otp.HY1	13	2	1	0.0769230769230769	0.5	7	7	1	2	2
Neurons_GABA 15 (Npy-medium)	Cck.Prokr2.Six6.HY1	4	6	1	0.25	0.166666666666667	4	4	1	4	4
Neurons_GABA 15 (Npy-medium)	Th.Prok2.Hmx3.Hmx2.HY1	4	25	1	0.25	0.04	4	4	1	11	11
Neurons_GABA 15 (Npy-medium)	Tmem215.St18.Arx.HY1	4	15	1	0.25	0.0666666666666667	4	4	1	9	9
Neurons_GABA 15 (Npy-medium)	Gpc3.Sst.Il1rapl2.Otp.HY1	4	1	1	0.25	1	4	4	1	1	1
Neurons_GABA 2 (Gucy1a3)	Mobp.Sepp1.Pitx2.Foxb1.HY2	14	59	1	0.0714285714285714	0.0169491525423729	10	10	1	29	29
Neurons_GABA 2 (Gucy1a3)	Gm30382.Il1rapl2.Epha6.Fezf1.HY2	14	1	1	0.0714285714285714	1	10	10	1	1	1
Neurons_GABA 2 (Gucy1a3)	Slc30a3.Meis2.Gad2.Arx.HY1	14	11	3	0.214285714285714	0.272727272727273	10	10	1	5	5
Neurons_GABA 2 (Gucy1a3)	Pvalb.Meis2.Gad2.Arx.HY1	14	5	2	0.142857142857143	0.4	10	10	1	4	4
Neurons_GABA 2 (Gucy1a3)	Nmu.Serpinb1b.Lhx8.Arx.HY1	14	2	1	0.0714285714285714	0.5	10	10	1	2	2
Neurons_GABA 2 (Gucy1a3)	Tac2.Gad2.Arx.HY1	14	2	2	0.142857142857143	1	10	10	1	1	1
Neurons_GABA 2 (Gucy1a3)	Trh.Sim1.Nrn1.HY2	14	53	1	0.0714285714285714	0.0188679245283019	10	10	1	15	15
Neurons_GABA 2 (Gucy1a3)	Crhbp.Crh.Lhx8.Arx.HY1	14	6	1	0.0714285714285714	0.166666666666667	10	10	1	4	4
Neurons_GABA 2 (Gucy1a3)	Gbx1.Lhx8.Lhx6.Arx.HY1	14	6	1	0.0714285714285714	0.166666666666667	10	10	1	4	4
Neurons_GABA 2 (Gucy1a3)	Slc7a10.Sepp1.Pitx2.Foxb1.HY2	14	53	1	0.0714285714285714	0.0188679245283019	10	10	1	31	31
Neurons_GABA 3 (Crh+/-, Lhx6)	Gbx1.Lhx8.Lhx6.Arx.HY1	18	6	3	0.166666666666667	0.5	9	9	1	4	4
Neurons_GABA 3 (Crh+/-, Lhx6)	Mobp.Sepp1.Pitx2.Foxb1.HY2	18	59	1	0.0555555555555556	0.0169491525423729	9	9	1	29	29
Neurons_GABA 3 (Crh+/-, Lhx6)	Slc30a3.Meis2.Gad2.Arx.HY1	18	11	2	0.111111111111111	0.181818181818182	9	9	1	5	5
Neurons_GABA 3 (Crh+/-, Lhx6)	Tmem215.St18.Arx.HY1	18	15	4	0.222222222222222	0.266666666666667	9	9	1	9	9
Neurons_GABA 3 (Crh+/-, Lhx6)	Crhbp.Crh.Lhx8.Arx.HY1	18	6	3	0.166666666666667	0.5	9	9	1	4	4
Neurons_GABA 3 (Crh+/-, Lhx6)	Satb2.Sp9.Gad2.Arx.HY1	18	5	2	0.111111111111111	0.4	9	9	1	4	4
Neurons_GABA 3 (Crh+/-, Lhx6)	Smim3.Oxt	18	46	1	0.0555555555555556	0.0217391304347826	9	9	1	14	14
Neurons_GABA 3 (Crh+/-, Lhx6)	Crhbp.Gad2.Arx.HY1	18	3	1	0.0555555555555556	0.333333333333333	9	9	1	2	2
Neurons_GABA 3 (Crh+/-, Lhx6)	Slc7a10.Sepp1.Pitx2.Foxb1.HY2	18	53	1	0.0555555555555556	0.0188679245283019	9	9	1	31	31
Neurons_GABA 4 (Crh+/-,Pgr15l)	Trh.Nkx2-4.Gsx1.Hmx2.HY1	23	1	1	0.0434782608695652	1	18	18	1	1	1
Neurons_GABA 4 (Crh+/-,Pgr15l)	Mobp.Sepp1.Pitx2.Foxb1.HY2	23	59	3	0.130434782608696	0.0508474576271187	18	18	1	29	29
Neurons_GABA 4 (Crh+/-,Pgr15l)	Tmem215.St18.Arx.HY1	23	15	1	0.0434782608695652	0.0666666666666667	18	18	1	9	9
Neurons_GABA 4 (Crh+/-,Pgr15l)	Gbx1.Lhx8.Lhx6.Arx.HY1	23	6	1	0.0434782608695652	0.166666666666667	18	18	1	4	4
Neurons_GABA 4 (Crh+/-,Pgr15l)	Pax6.Nfix.St18.Arx.HY1	23	1	1	0.0434782608695652	1	18	18	1	1	1
Neurons_GABA 4 (Crh+/-,Pgr15l)	Fbxw13.Sp9.Gad2.Arx.HY1	23	22	1	0.0434782608695652	0.0454545454545455	18	18	1	7	7
Neurons_GABA 4 (Crh+/-,Pgr15l)	Gpr50.Hmx3.Hmx2.HY1	23	3	2	0.0869565217391304	0.666666666666667	18	18	1	2	2
Neurons_GABA 4 (Crh+/-,Pgr15l)	Nr5a2.Satb2.HY1	23	3	1	0.0434782608695652	0.333333333333333	18	18	1	2	2
Neurons_GABA 4 (Crh+/-,Pgr15l)	Meis2.St18.Arx.HY1	23	5	3	0.130434782608696	0.6	18	18	1	2	2
Neurons_GABA 4 (Crh+/-,Pgr15l)	Gng8.Samd3.Tbr1.Nrn1.HY2	23	6	1	0.0434782608695652	0.166666666666667	18	18	1	4	4
Neurons_GABA 4 (Crh+/-,Pgr15l)	Trh.Sim1.Nrn1.HY2	23	53	1	0.0434782608695652	0.0188679245283019	18	18	1	15	15
Neurons_GABA 4 (Crh+/-,Pgr15l)	Fam81a.Prox1.Lhx8.Arx.HY1	23	1	1	0.0434782608695652	1	18	18	1	1	1
Neurons_GABA 4 (Crh+/-,Pgr15l)	Sox14.Foxg1.HY14.HY10.HY2	23	3	1	0.0434782608695652	0.333333333333333	18	18	1	3	3
Neurons_GABA 4 (Crh+/-,Pgr15l)	Tac2.Arx.Six6.HY1	23	3	1	0.0434782608695652	0.333333333333333	18	18	1	2	2
Neurons_GABA 4 (Crh+/-,Pgr15l)	Smim3.Oxt	23	46	1	0.0434782608695652	0.0217391304347826	18	18	1	14	14
Neurons_GABA 4 (Crh+/-,Pgr15l)	Otp.Ebf1.Sim1.Nrn1.HY2	23	12	1	0.0434782608695652	0.0833333333333333	18	18	1	8	8
Neurons_GABA 4 (Crh+/-,Pgr15l)	Bace2.Tcf7l2.Tbx3.HY1	23	1	1	0.0434782608695652	1	18	18	1	1	1
Neurons_GABA 4 (Crh+/-,Pgr15l)	Th.Prok2.Hmx3.Hmx2.HY1	23	25	1	0.0434782608695652	0.04	18	18	1	11	11
Neurons_GABA 5 (Calcr, Lhx1)	Nfix.Fam159b.Satb2.HY1	28	7	2	0.0714285714285714	0.285714285714286	19	19	1	5	5
Neurons_GABA 5 (Calcr, Lhx1)	Sstr1.Sst.Il1rapl2.Otp.HY1	28	2	1	0.0357142857142857	0.5	19	19	1	2	2
Neurons_GABA 5 (Calcr, Lhx1)	Gal.Zic1.Hmx3.Hmx2.HY1	28	14	2	0.0714285714285714	0.142857142857143	19	19	1	8	8
Neurons_GABA 5 (Calcr, Lhx1)	Tmem215.St18.Arx.HY1	28	15	1	0.0357142857142857	0.0666666666666667	19	19	1	9	9
Neurons_GABA 5 (Calcr, Lhx1)	Slc7a10.Sepp1.Pitx2.Foxb1.HY2	28	53	3	0.107142857142857	0.0566037735849057	19	19	1	31	31
Neurons_GABA 5 (Calcr, Lhx1)	Nts.Hmx3.Hmx2.HY1	28	14	1	0.0357142857142857	0.0714285714285714	19	19	1	5	5
Neurons_GABA 5 (Calcr, Lhx1)	Smim3.Oxt	28	46	1	0.0357142857142857	0.0217391304347826	19	19	1	14	14
Neurons_GABA 5 (Calcr, Lhx1)	Sema3a.Crh.Lhx8.Arx.HY1	28	1	1	0.0357142857142857	1	19	19	1	1	1
Neurons_GABA 5 (Calcr, Lhx1)	Crh.Pou3f3.Sim1.Nrn1.HY2	28	26	2	0.0714285714285714	0.0769230769230769	19	19	1	15	15
Neurons_GABA 5 (Calcr, Lhx1)	Ghrh.Gsx1.Hmx2.HY1	28	3	1	0.0357142857142857	0.333333333333333	19	19	1	3	3
Neurons_GABA 5 (Calcr, Lhx1)	Nfib.Nfix.Gad2.Arx.HY1	28	3	1	0.0357142857142857	0.333333333333333	19	19	1	3	3
Neurons_GABA 5 (Calcr, Lhx1)	Trh.Sim1.Nrn1.HY2	28	53	3	0.107142857142857	0.0566037735849057	19	19	1	15	15
Neurons_GABA 5 (Calcr, Lhx1)	Slc6a3.Fam159b.Satb2.HY1	28	6	3	0.107142857142857	0.5	19	19	1	3	3
Neurons_GABA 5 (Calcr, Lhx1)	Mobp.Sepp1.Pitx2.Foxb1.HY2	28	59	1	0.0357142857142857	0.0169491525423729	19	19	1	29	29
Neurons_GABA 5 (Calcr, Lhx1)	Gpr50.Pou3f3.Sim1.Nrn1.HY2	28	3	1	0.0357142857142857	0.333333333333333	19	19	1	3	3
Neurons_GABA 5 (Calcr, Lhx1)	Th.Prok2.Hmx3.Hmx2.HY1	28	25	1	0.0357142857142857	0.04	19	19	1	11	11
Neurons_GABA 5 (Calcr, Lhx1)	Ebf3.Pou3f3.Sim1.Nrn1.HY2	28	1	1	0.0357142857142857	1	19	19	1	1	1
Neurons_GABA 5 (Calcr, Lhx1)	Penk.Arx.Six6.HY1	28	1	1	0.0357142857142857	1	19	19	1	1	1
Neurons_GABA 5 (Calcr, Lhx1)	Sox14.Foxg1.HY14.HY10.HY2	28	3	1	0.0357142857142857	0.333333333333333	19	19	1	3	3
Neurons_GABA 6 (Otof, Lhx1)	Slc7a10.Sepp1.Pitx2.Foxb1.HY2	21	53	1	0.0476190476190476	0.0188679245283019	18	18	1	31	31
Neurons_GABA 6 (Otof, Lhx1)	Meis2.St18.Arx.HY1	21	5	2	0.0952380952380952	0.4	18	18	1	2	2
Neurons_GABA 6 (Otof, Lhx1)	Satb2.Sp9.Gad2.Arx.HY1	21	5	1	0.0476190476190476	0.2	18	18	1	4	4
Neurons_GABA 6 (Otof, Lhx1)	Fbxw13.Sp9.Gad2.Arx.HY1	21	22	1	0.0476190476190476	0.0454545454545455	18	18	1	7	7
Neurons_GABA 6 (Otof, Lhx1)	Nr5a2.Satb2.HY1	21	3	2	0.0952380952380952	0.666666666666667	18	18	1	2	2
Neurons_GABA 6 (Otof, Lhx1)	Shox2.Tbr1.Nrn1.HY2	21	142	1	0.0476190476190476	0.00704225352112676	18	18	1	23	23
Neurons_GABA 6 (Otof, Lhx1)	Smim3.Oxt	21	46	1	0.0476190476190476	0.0217391304347826	18	18	1	14	14
Neurons_GABA 6 (Otof, Lhx1)	Tmem215.St18.Arx.HY1	21	15	2	0.0952380952380952	0.133333333333333	18	18	1	9	9
Neurons_GABA 6 (Otof, Lhx1)	Hk2.HY14.HY10.HY2	21	2	1	0.0476190476190476	0.5	18	18	1	2	2
