steps	class	density	group	n_genes	max_pearson	class_ordered	.group
-0.133333333333333	translation regulators	0.292229578269883	gene classes	89	0.473333333333333	translation regulators	7
-0.126666666666667	translation regulators	0.305578991493821	gene classes	89	0.473333333333333	translation regulators	7
-0.12	translation regulators	0.319079208368058	gene classes	89	0.473333333333333	translation regulators	7
-0.113333333333333	translation regulators	0.332707263267443	gene classes	89	0.473333333333333	translation regulators	7
-0.106666666666667	translation regulators	0.346448033288306	gene classes	89	0.473333333333333	translation regulators	7
-0.1	translation regulators	0.360303712094254	gene classes	89	0.473333333333333	translation regulators	7
-0.0933333333333333	translation regulators	0.374258878649202	gene classes	89	0.473333333333333	translation regulators	7
-0.0866666666666666	translation regulators	0.388311081726297	gene classes	89	0.473333333333333	translation regulators	7
-0.08	translation regulators	0.402465710758568	gene classes	89	0.473333333333333	translation regulators	7
-0.0733333333333333	translation regulators	0.416747288663224	gene classes	89	0.473333333333333	translation regulators	7
-0.0666666666666667	translation regulators	0.431163562311473	gene classes	89	0.473333333333333	translation regulators	7
-0.06	translation regulators	0.44572623813177	gene classes	89	0.473333333333333	translation regulators	7
-0.0533333333333332	translation regulators	0.460453932836446	gene classes	89	0.473333333333333	translation regulators	7
-0.0466666666666666	translation regulators	0.4753880581796	gene classes	89	0.473333333333333	translation regulators	7
-0.0399999999999999	translation regulators	0.490542198524493	gene classes	89	0.473333333333333	translation regulators	7
-0.0333333333333333	translation regulators	0.505923260132598	gene classes	89	0.473333333333333	translation regulators	7
-0.0266666666666666	translation regulators	0.521546712063523	gene classes	89	0.473333333333333	translation regulators	7
-0.0199999999999999	translation regulators	0.537449905224547	gene classes	89	0.473333333333333	translation regulators	7
-0.0133333333333333	translation regulators	0.55363576043577	gene classes	89	0.473333333333333	translation regulators	7
-0.0066666666666666	translation regulators	0.570088650447366	gene classes	89	0.473333333333333	translation regulators	7
0	translation regulators	0.586805889565573	gene classes	89	0.473333333333333	translation regulators	7
0.00666666666666682	translation regulators	0.603799404213715	gene classes	89	0.473333333333333	translation regulators	7
0.0133333333333334	translation regulators	0.621051735040758	gene classes	89	0.473333333333333	translation regulators	7
0.02	translation regulators	0.638521203658554	gene classes	89	0.473333333333333	translation regulators	7
0.0266666666666668	translation regulators	0.6561819487099	gene classes	89	0.473333333333333	translation regulators	7
0.0333333333333334	translation regulators	0.674011912952554	gene classes	89	0.473333333333333	translation regulators	7
0.04	translation regulators	0.691971264729764	gene classes	89	0.473333333333333	translation regulators	7
0.0466666666666666	translation regulators	0.710005408753374	gene classes	89	0.473333333333333	translation regulators	7
0.0533333333333335	translation regulators	0.728071281948665	gene classes	89	0.473333333333333	translation regulators	7
0.0600000000000001	translation regulators	0.746119696748584	gene classes	89	0.473333333333333	translation regulators	7
0.0666666666666667	translation regulators	0.764091058945128	gene classes	89	0.473333333333333	translation regulators	7
0.0733333333333335	translation regulators	0.781939571284541	gene classes	89	0.473333333333333	translation regulators	7
0.0800000000000001	translation regulators	0.799616668342492	gene classes	89	0.473333333333333	translation regulators	7
0.0866666666666667	translation regulators	0.817061982642215	gene classes	89	0.473333333333333	translation regulators	7
0.0933333333333335	translation regulators	0.834200223621	gene classes	89	0.473333333333333	translation regulators	7
0.1	translation regulators	0.851014407696159	gene classes	89	0.473333333333333	translation regulators	7
0.106666666666667	translation regulators	0.867462406100442	gene classes	89	0.473333333333333	translation regulators	7
0.113333333333334	translation regulators	0.883490458472389	gene classes	89	0.473333333333333	translation regulators	7
0.12	translation regulators	0.899013685422822	gene classes	89	0.473333333333333	translation regulators	7
0.126666666666667	translation regulators	0.914056857790341	gene classes	89	0.473333333333333	translation regulators	7
0.133333333333333	translation regulators	0.928594874340652	gene classes	89	0.473333333333333	translation regulators	7
0.14	translation regulators	0.942596862984144	gene classes	89	0.473333333333333	translation regulators	7
0.146666666666667	translation regulators	0.955980974933269	gene classes	89	0.473333333333333	translation regulators	7
0.153333333333333	translation regulators	0.968818402763666	gene classes	89	0.473333333333333	translation regulators	7
0.16	translation regulators	0.981111025719544	gene classes	89	0.473333333333333	translation regulators	7
0.166666666666667	translation regulators	0.99286394945587	gene classes	89	0.473333333333333	translation regulators	7
0.173333333333333	translation regulators	1.00402167837758	gene classes	89	0.473333333333333	translation regulators	7
0.18	translation regulators	1.0146957584769	gene classes	89	0.473333333333333	translation regulators	7
0.186666666666667	translation regulators	1.02492283155162	gene classes	89	0.473333333333333	translation regulators	7
0.193333333333333	translation regulators	1.03474792295201	gene classes	89	0.473333333333333	translation regulators	7
0.2	translation regulators	1.04417827354014	gene classes	89	0.473333333333333	translation regulators	7
0.206666666666667	translation regulators	1.05333927846486	gene classes	89	0.473333333333333	translation regulators	7
0.213333333333333	translation regulators	1.06230384564613	gene classes	89	0.473333333333333	translation regulators	7
0.22	translation regulators	1.07115006308282	gene classes	89	0.473333333333333	translation regulators	7
0.226666666666667	translation regulators	1.07996990599971	gene classes	89	0.473333333333333	translation regulators	7
0.233333333333333	translation regulators	1.08886923225208	gene classes	89	0.473333333333333	translation regulators	7
0.24	translation regulators	1.09794096299775	gene classes	89	0.473333333333333	translation regulators	7
0.246666666666667	translation regulators	1.10727893090558	gene classes	89	0.473333333333333	translation regulators	7
0.253333333333333	translation regulators	1.11703809866814	gene classes	89	0.473333333333333	translation regulators	7
0.26	translation regulators	1.12728390337739	gene classes	89	0.473333333333333	translation regulators	7
0.266666666666667	translation regulators	1.13809071350417	gene classes	89	0.473333333333333	translation regulators	7
0.273333333333333	translation regulators	1.14953706581543	gene classes	89	0.473333333333333	translation regulators	7
0.28	translation regulators	1.16178804259997	gene classes	89	0.473333333333333	translation regulators	7
0.286666666666667	translation regulators	1.17485159441345	gene classes	89	0.473333333333333	translation regulators	7
0.293333333333333	translation regulators	1.18874034120756	gene classes	89	0.473333333333333	translation regulators	7
0.3	translation regulators	1.20348234273565	gene classes	89	0.473333333333333	translation regulators	7
0.306666666666667	translation regulators	1.21918557267559	gene classes	89	0.473333333333333	translation regulators	7
0.313333333333333	translation regulators	1.2357910589019	gene classes	89	0.473333333333333	translation regulators	7
0.32	translation regulators	1.25322386409649	gene classes	89	0.473333333333333	translation regulators	7
0.326666666666667	translation regulators	1.27143752897142	gene classes	89	0.473333333333333	translation regulators	7
0.333333333333334	translation regulators	1.29042966956235	gene classes	89	0.473333333333333	translation regulators	7
0.34	translation regulators	1.31007511609711	gene classes	89	0.473333333333333	translation regulators	7
0.346666666666667	translation regulators	1.33022265222933	gene classes	89	0.473333333333333	translation regulators	7
0.353333333333334	translation regulators	1.35075227522284	gene classes	89	0.473333333333333	translation regulators	7
0.36	translation regulators	1.37153849066968	gene classes	89	0.473333333333333	translation regulators	7
0.366666666666667	translation regulators	1.39240192839536	gene classes	89	0.473333333333333	translation regulators	7
0.373333333333334	translation regulators	1.41316798350556	gene classes	89	0.473333333333333	translation regulators	7
0.38	translation regulators	1.43367332856901	gene classes	89	0.473333333333333	translation regulators	7
0.386666666666667	translation regulators	1.4537064094813	gene classes	89	0.473333333333333	translation regulators	7
0.393333333333333	translation regulators	1.47305595457534	gene classes	89	0.473333333333333	translation regulators	7
0.4	translation regulators	1.49160055803504	gene classes	89	0.473333333333333	translation regulators	7
0.406666666666667	translation regulators	1.50918260728016	gene classes	89	0.473333333333333	translation regulators	7
0.413333333333333	translation regulators	1.5255751225892	gene classes	89	0.473333333333333	translation regulators	7
0.42	translation regulators	1.54056264133066	gene classes	89	0.473333333333333	translation regulators	7
0.426666666666667	translation regulators	1.55414218780556	gene classes	89	0.473333333333333	translation regulators	7
0.433333333333333	translation regulators	1.56620740353695	gene classes	89	0.473333333333333	translation regulators	7
0.44	translation regulators	1.57658470055307	gene classes	89	0.473333333333333	translation regulators	7
0.446666666666667	translation regulators	1.58507769449326	gene classes	89	0.473333333333333	translation regulators	7
0.453333333333333	translation regulators	1.59182224214587	gene classes	89	0.473333333333333	translation regulators	7
0.46	translation regulators	1.59678256336965	gene classes	89	0.473333333333333	translation regulators	7
0.466666666666667	translation regulators	1.59987128049485	gene classes	89	0.473333333333333	translation regulators	7
0.473333333333333	translation regulators	1.60091800804349	gene classes	89	0.473333333333333	translation regulators	7
0.48	translation regulators	1.60016353945571	gene classes	89	0.473333333333333	translation regulators	7
0.486666666666667	translation regulators	1.59762724690558	gene classes	89	0.473333333333333	translation regulators	7
0.493333333333333	translation regulators	1.59329413048353	gene classes	89	0.473333333333333	translation regulators	7
0.5	translation regulators	1.58700392266559	gene classes	89	0.473333333333333	translation regulators	7
0.506666666666667	translation regulators	1.57903810574841	gene classes	89	0.473333333333333	translation regulators	7
0.513333333333334	translation regulators	1.56943388181899	gene classes	89	0.473333333333333	translation regulators	7
0.52	translation regulators	1.55820829503836	gene classes	89	0.473333333333333	translation regulators	7
0.526666666666667	translation regulators	1.54517930933051	gene classes	89	0.473333333333333	translation regulators	7
0.533333333333333	translation regulators	1.53061747264152	gene classes	89	0.473333333333333	translation regulators	7
0.54	translation regulators	1.51454546233501	gene classes	89	0.473333333333333	translation regulators	7
0.546666666666667	translation regulators	1.49698072953831	gene classes	89	0.473333333333333	translation regulators	7
0.553333333333334	translation regulators	1.4776936198683	gene classes	89	0.473333333333333	translation regulators	7
0.56	translation regulators	1.45693478089204	gene classes	89	0.473333333333333	translation regulators	7
0.566666666666667	translation regulators	1.43470784408178	gene classes	89	0.473333333333333	translation regulators	7
0.573333333333333	translation regulators	1.4110143077644	gene classes	89	0.473333333333333	translation regulators	7
0.58	translation regulators	1.38563326097446	gene classes	89	0.473333333333333	translation regulators	7
0.586666666666667	translation regulators	1.35877330236277	gene classes	89	0.473333333333333	translation regulators	7
0.593333333333334	translation regulators	1.33046146839533	gene classes	89	0.473333333333333	translation regulators	7
0.6	translation regulators	1.30071265320313	gene classes	89	0.473333333333333	translation regulators	7
0.606666666666667	translation regulators	1.26935719028823	gene classes	89	0.473333333333333	translation regulators	7
0.613333333333334	translation regulators	1.23659793548658	gene classes	89	0.473333333333333	translation regulators	7
0.62	translation regulators	1.20251905140502	gene classes	89	0.473333333333333	translation regulators	7
0.626666666666667	translation regulators	1.16718248070628	gene classes	89	0.473333333333333	translation regulators	7
0.633333333333334	translation regulators	1.13052520595973	gene classes	89	0.473333333333333	translation regulators	7
0.64	translation regulators	1.09276103829172	gene classes	89	0.473333333333333	translation regulators	7
0.646666666666667	translation regulators	1.05404241096369	gene classes	89	0.473333333333333	translation regulators	7
0.653333333333334	translation regulators	1.01449146448759	gene classes	89	0.473333333333333	translation regulators	7
0.66	translation regulators	0.974179962474639	gene classes	89	0.473333333333333	translation regulators	7
0.666666666666667	translation regulators	0.933326425400982	gene classes	89	0.473333333333333	translation regulators	7
0.673333333333333	translation regulators	0.892122251383766	gene classes	89	0.473333333333333	translation regulators	7
0.68	translation regulators	0.850732216145252	gene classes	89	0.473333333333333	translation regulators	7
0.686666666666667	translation regulators	0.80934266494391	gene classes	89	0.473333333333333	translation regulators	7
0.693333333333333	translation regulators	0.768158309697812	gene classes	89	0.473333333333333	translation regulators	7
0.7	translation regulators	0.727349464662914	gene classes	89	0.473333333333333	translation regulators	7
0.706666666666667	translation regulators	0.687084383136114	gene classes	89	0.473333333333333	translation regulators	7
0.713333333333333	translation regulators	0.647604704639711	gene classes	89	0.473333333333333	translation regulators	7
0.72	translation regulators	0.60908414384271	gene classes	89	0.473333333333333	translation regulators	7
0.726666666666667	translation regulators	0.571609983339474	gene classes	89	0.473333333333333	translation regulators	7
0.733333333333333	translation regulators	0.535312922604183	gene classes	89	0.473333333333333	translation regulators	7
0.74	translation regulators	0.500420140272118	gene classes	89	0.473333333333333	translation regulators	7
0.746666666666667	translation regulators	0.467066060111157	gene classes	89	0.473333333333333	translation regulators	7
0.753333333333333	translation regulators	0.435219199449818	gene classes	89	0.473333333333333	translation regulators	7
0.76	translation regulators	0.404946884190161	gene classes	89	0.473333333333333	translation regulators	7
0.766666666666667	translation regulators	0.376409609819733	gene classes	89	0.473333333333333	translation regulators	7
0.773333333333333	translation regulators	0.349702784470281	gene classes	89	0.473333333333333	translation regulators	7
0.78	translation regulators	0.324678773538084	gene classes	89	0.473333333333333	translation regulators	7
0.786666666666667	translation regulators	0.301337403614211	gene classes	89	0.473333333333333	translation regulators	7
0.793333333333333	translation regulators	0.279751567565699	gene classes	89	0.473333333333333	translation regulators	7
0.8	translation regulators	0.259982055721971	gene classes	89	0.473333333333333	translation regulators	7
0.806666666666667	translation regulators	0.241799944489624	gene classes	89	0.473333333333333	translation regulators	7
0.813333333333334	translation regulators	0.225151392588903	gene classes	89	0.473333333333333	translation regulators	7
0.82	translation regulators	0.210030128989485	gene classes	89	0.473333333333333	translation regulators	7
0.826666666666667	translation regulators	0.196467015333514	gene classes	89	0.473333333333333	translation regulators	7
0.833333333333334	translation regulators	0.184202338114019	gene classes	89	0.473333333333333	translation regulators	7
0.84	translation regulators	0.173151659780815	gene classes	89	0.473333333333333	translation regulators	7
0.846666666666667	translation regulators	0.163256126811477	gene classes	89	0.473333333333333	translation regulators	7
0.853333333333334	translation regulators	0.154520698632336	gene classes	89	0.473333333333333	translation regulators	7
0.86	translation regulators	0.146703543767157	gene classes	89	0.473333333333333	translation regulators	7
0.866666666666667	translation regulators	0.139713397267117	gene classes	89	0.473333333333333	translation regulators	7
0.873333333333333	translation regulators	0.133470568827244	gene classes	89	0.473333333333333	translation regulators	7
0.88	translation regulators	0.127958801167593	gene classes	89	0.473333333333333	translation regulators	7
0.886666666666667	translation regulators	0.122988806718524	gene classes	89	0.473333333333333	translation regulators	7
0.893333333333334	translation regulators	0.118481224316452	gene classes	89	0.473333333333333	translation regulators	7
0.9	translation regulators	0.114362412819194	gene classes	89	0.473333333333333	translation regulators	7
0.906666666666667	translation regulators	0.110601938453443	gene classes	89	0.473333333333333	translation regulators	7
0.913333333333334	translation regulators	0.107078541302638	gene classes	89	0.473333333333333	translation regulators	7
0.92	translation regulators	0.103735882269601	gene classes	89	0.473333333333333	translation regulators	7
0.926666666666667	translation regulators	0.100523620807147	gene classes	89	0.473333333333333	translation regulators	7
0.933333333333333	translation regulators	0.0974049341467878	gene classes	89	0.473333333333333	translation regulators	7
0.94	translation regulators	0.0943257828713845	gene classes	89	0.473333333333333	translation regulators	7
0.946666666666667	translation regulators	0.0912555014032023	gene classes	89	0.473333333333333	translation regulators	7
0.953333333333333	translation regulators	0.0881699029127444	gene classes	89	0.473333333333333	translation regulators	7
0.96	translation regulators	0.085043533639508	gene classes	89	0.473333333333333	translation regulators	7
0.966666666666667	translation regulators	0.0818666581448108	gene classes	89	0.473333333333333	translation regulators	7
0.973333333333333	translation regulators	0.0786333330402362	gene classes	89	0.473333333333333	translation regulators	7
0.98	translation regulators	0.0753412312193665	gene classes	89	0.473333333333333	translation regulators	7
0.986666666666667	translation regulators	0.0719851890912331	gene classes	89	0.473333333333333	translation regulators	7
0.993333333333333	translation regulators	0.0685775375468329	gene classes	89	0.473333333333333	translation regulators	7
1	translation regulators	0.06512934189861	gene classes	89	0.473333333333333	translation regulators	7
-0.3	ion channels	2.85639851408661e-08	gene classes	230	0.873333333333333	ion channels	3
-0.293333333333333	ion channels	5.67640280585791e-08	gene classes	230	0.873333333333333	ion channels	3
-0.286666666666667	ion channels	1.07797527165994e-07	gene classes	230	0.873333333333333	ion channels	3
-0.28	ion channels	2.10884965178068e-07	gene classes	230	0.873333333333333	ion channels	3
-0.273333333333333	ion channels	3.91711582702327e-07	gene classes	230	0.873333333333333	ion channels	3
-0.266666666666667	ion channels	7.30211985109857e-07	gene classes	230	0.873333333333333	ion channels	3
-0.26	ion channels	1.33033652471313e-06	gene classes	230	0.873333333333333	ion channels	3
-0.253333333333333	ion channels	2.35941170725801e-06	gene classes	230	0.873333333333333	ion channels	3
-0.246666666666667	ion channels	4.21268786063263e-06	gene classes	230	0.873333333333333	ion channels	3
-0.24	ion channels	7.21807305314274e-06	gene classes	230	0.873333333333333	ion channels	3
-0.233333333333333	ion channels	1.24517417685808e-05	gene classes	230	0.873333333333333	ion channels	3
-0.226666666666667	ion channels	2.08612074522836e-05	gene classes	230	0.873333333333333	ion channels	3
-0.22	ion channels	3.43959344936397e-05	gene classes	230	0.873333333333333	ion channels	3
-0.213333333333333	ion channels	5.62884987620716e-05	gene classes	230	0.873333333333333	ion channels	3
-0.206666666666667	ion channels	8.91214668329236e-05	gene classes	230	0.873333333333333	ion channels	3
-0.2	ion channels	0.0001419562555069	gene classes	230	0.873333333333333	ion channels	3
-0.193333333333333	ion channels	0.000219242386277473	gene classes	230	0.873333333333333	ion channels	3
-0.186666666666667	ion channels	0.000335027806083788	gene classes	230	0.873333333333333	ion channels	3
-0.18	ion channels	0.000504201672330751	gene classes	230	0.873333333333333	ion channels	3
-0.173333333333333	ion channels	0.000740910390259973	gene classes	230	0.873333333333333	ion channels	3
-0.166666666666667	ion channels	0.00108528947424109	gene classes	230	0.873333333333333	ion channels	3
-0.16	ion channels	0.00154845417301285	gene classes	230	0.873333333333333	ion channels	3
-0.153333333333333	ion channels	0.00218931607805946	gene classes	230	0.873333333333333	ion channels	3
-0.146666666666667	ion channels	0.00303888966759848	gene classes	230	0.873333333333333	ion channels	3
-0.14	ion channels	0.00414455658632245	gene classes	230	0.873333333333333	ion channels	3
-0.133333333333333	ion channels	0.00559193880808259	gene classes	230	0.873333333333333	ion channels	3
-0.126666666666667	ion channels	0.00738690927249305	gene classes	230	0.873333333333333	ion channels	3
-0.12	ion channels	0.00966250588044411	gene classes	230	0.873333333333333	ion channels	3
-0.113333333333333	ion channels	0.0124089903360564	gene classes	230	0.873333333333333	ion channels	3
-0.106666666666667	ion channels	0.0157035735232075	gene classes	230	0.873333333333333	ion channels	3
-0.1	ion channels	0.0195990959790091	gene classes	230	0.873333333333333	ion channels	3
-0.0933333333333333	ion channels	0.0240466272882139	gene classes	230	0.873333333333333	ion channels	3
-0.0866666666666666	ion channels	0.0291646149135029	gene classes	230	0.873333333333333	ion channels	3
-0.08	ion channels	0.0348058806179968	gene classes	230	0.873333333333333	ion channels	3
-0.0733333333333333	ion channels	0.040985787606672	gene classes	230	0.873333333333333	ion channels	3
-0.0666666666666667	ion channels	0.0476059246346241	gene classes	230	0.873333333333333	ion channels	3
-0.06	ion channels	0.0545500972409479	gene classes	230	0.873333333333333	ion channels	3
-0.0533333333333332	ion channels	0.0617326122150469	gene classes	230	0.873333333333333	ion channels	3
-0.0466666666666666	ion channels	0.0689949945300198	gene classes	230	0.873333333333333	ion channels	3
-0.0399999999999999	ion channels	0.0762068649086317	gene classes	230	0.873333333333333	ion channels	3
-0.0333333333333333	ion channels	0.0832485567469888	gene classes	230	0.873333333333333	ion channels	3
-0.0266666666666666	ion channels	0.0900056834040684	gene classes	230	0.873333333333333	ion channels	3
-0.0199999999999999	ion channels	0.0963621219770389	gene classes	230	0.873333333333333	ion channels	3
-0.0133333333333333	ion channels	0.102310522209478	gene classes	230	0.873333333333333	ion channels	3
-0.0066666666666666	ion channels	0.107728240868291	gene classes	230	0.873333333333333	ion channels	3
0	ion channels	0.112694532931839	gene classes	230	0.873333333333333	ion channels	3
0.00666666666666682	ion channels	0.117191866147611	gene classes	230	0.873333333333333	ion channels	3
0.0133333333333334	ion channels	0.121266578426208	gene classes	230	0.873333333333333	ion channels	3
0.02	ion channels	0.125009901034196	gene classes	230	0.873333333333333	ion channels	3
0.0266666666666668	ion channels	0.128436234546655	gene classes	230	0.873333333333333	ion channels	3
0.0333333333333334	ion channels	0.131662181664606	gene classes	230	0.873333333333333	ion channels	3
0.04	ion channels	0.13471757452524	gene classes	230	0.873333333333333	ion channels	3
0.0466666666666666	ion channels	0.1376568816874	gene classes	230	0.873333333333333	ion channels	3
0.0533333333333335	ion channels	0.140508343392991	gene classes	230	0.873333333333333	ion channels	3
0.0600000000000001	ion channels	0.143271633381033	gene classes	230	0.873333333333333	ion channels	3
0.0666666666666667	ion channels	0.145952466754053	gene classes	230	0.873333333333333	ion channels	3
0.0733333333333335	ion channels	0.148510013560339	gene classes	230	0.873333333333333	ion channels	3
0.0800000000000001	ion channels	0.150927636905478	gene classes	230	0.873333333333333	ion channels	3
0.0866666666666667	ion channels	0.153159305036633	gene classes	230	0.873333333333333	ion channels	3
0.0933333333333335	ion channels	0.15515483385071	gene classes	230	0.873333333333333	ion channels	3
0.1	ion channels	0.156906062042947	gene classes	230	0.873333333333333	ion channels	3
0.106666666666667	ion channels	0.158316211444408	gene classes	230	0.873333333333333	ion channels	3
0.113333333333334	ion channels	0.159416192456072	gene classes	230	0.873333333333333	ion channels	3
0.12	ion channels	0.160138809208749	gene classes	230	0.873333333333333	ion channels	3
0.126666666666667	ion channels	0.16046940038796	gene classes	230	0.873333333333333	ion channels	3
0.133333333333333	ion channels	0.16040925004198	gene classes	230	0.873333333333333	ion channels	3
0.14	ion channels	0.15987419235963	gene classes	230	0.873333333333333	ion channels	3
0.146666666666667	ion channels	0.158921358154611	gene classes	230	0.873333333333333	ion channels	3
0.153333333333333	ion channels	0.15746159468479	gene classes	230	0.873333333333333	ion channels	3
0.16	ion channels	0.155526324720636	gene classes	230	0.873333333333333	ion channels	3
0.166666666666667	ion channels	0.153105519973795	gene classes	230	0.873333333333333	ion channels	3
0.173333333333333	ion channels	0.150168647577201	gene classes	230	0.873333333333333	ion channels	3
0.18	ion channels	0.146808338200659	gene classes	230	0.873333333333333	ion channels	3
0.186666666666667	ion channels	0.142996283888593	gene classes	230	0.873333333333333	ion channels	3
0.193333333333333	ion channels	0.138874328701037	gene classes	230	0.873333333333333	ion channels	3
0.2	ion channels	0.134528208592794	gene classes	230	0.873333333333333	ion channels	3
0.206666666666667	ion channels	0.130100187507571	gene classes	230	0.873333333333333	ion channels	3
0.213333333333333	ion channels	0.125752501470463	gene classes	230	0.873333333333333	ion channels	3
0.22	ion channels	0.121722034305291	gene classes	230	0.873333333333333	ion channels	3
0.226666666666667	ion channels	0.118148981896228	gene classes	230	0.873333333333333	ion channels	3
0.233333333333333	ion channels	0.115319905190556	gene classes	230	0.873333333333333	ion channels	3
0.24	ion channels	0.113397697175074	gene classes	230	0.873333333333333	ion channels	3
0.246666666666667	ion channels	0.112529247139957	gene classes	230	0.873333333333333	ion channels	3
0.253333333333333	ion channels	0.11300250365445	gene classes	230	0.873333333333333	ion channels	3
0.26	ion channels	0.114709507822982	gene classes	230	0.873333333333333	ion channels	3
0.266666666666667	ion channels	0.117918177339151	gene classes	230	0.873333333333333	ion channels	3
0.273333333333333	ion channels	0.122437796865753	gene classes	230	0.873333333333333	ion channels	3
0.28	ion channels	0.128236276577161	gene classes	230	0.873333333333333	ion channels	3
0.286666666666667	ion channels	0.13522719703617	gene classes	230	0.873333333333333	ion channels	3
0.293333333333333	ion channels	0.143089883337651	gene classes	230	0.873333333333333	ion channels	3
0.3	ion channels	0.151746753297747	gene classes	230	0.873333333333333	ion channels	3
0.306666666666667	ion channels	0.160821510634757	gene classes	230	0.873333333333333	ion channels	3
0.313333333333333	ion channels	0.170105342899554	gene classes	230	0.873333333333333	ion channels	3
0.32	ion channels	0.179359314020732	gene classes	230	0.873333333333333	ion channels	3
0.326666666666667	ion channels	0.188405450550093	gene classes	230	0.873333333333333	ion channels	3
0.333333333333334	ion channels	0.197061609818017	gene classes	230	0.873333333333333	ion channels	3
0.34	ion channels	0.205334267332529	gene classes	230	0.873333333333333	ion channels	3
0.346666666666667	ion channels	0.213188209060558	gene classes	230	0.873333333333333	ion channels	3
0.353333333333334	ion channels	0.220759081989085	gene classes	230	0.873333333333333	ion channels	3
0.36	ion channels	0.228224202728559	gene classes	230	0.873333333333333	ion channels	3
0.366666666666667	ion channels	0.235840788490903	gene classes	230	0.873333333333333	ion channels	3
0.373333333333334	ion channels	0.243859295516136	gene classes	230	0.873333333333333	ion channels	3
0.38	ion channels	0.252721916554812	gene classes	230	0.873333333333333	ion channels	3
0.386666666666667	ion channels	0.262625815323941	gene classes	230	0.873333333333333	ion channels	3
0.393333333333333	ion channels	0.273947767078334	gene classes	230	0.873333333333333	ion channels	3
0.4	ion channels	0.28698621609159	gene classes	230	0.873333333333333	ion channels	3
0.406666666666667	ion channels	0.301743323013528	gene classes	230	0.873333333333333	ion channels	3
0.413333333333333	ion channels	0.318720925044138	gene classes	230	0.873333333333333	ion channels	3
0.42	ion channels	0.337558729984949	gene classes	230	0.873333333333333	ion channels	3
0.426666666666667	ion channels	0.358469027882788	gene classes	230	0.873333333333333	ion channels	3
0.433333333333333	ion channels	0.381247421013529	gene classes	230	0.873333333333333	ion channels	3
0.44	ion channels	0.405654328734791	gene classes	230	0.873333333333333	ion channels	3
0.446666666666667	ion channels	0.431668680682472	gene classes	230	0.873333333333333	ion channels	3
0.453333333333333	ion channels	0.458817096421923	gene classes	230	0.873333333333333	ion channels	3
0.46	ion channels	0.487023094782627	gene classes	230	0.873333333333333	ion channels	3
0.466666666666667	ion channels	0.515932030337626	gene classes	230	0.873333333333333	ion channels	3
0.473333333333333	ion channels	0.545330817162759	gene classes	230	0.873333333333333	ion channels	3
0.48	ion channels	0.575019179469454	gene classes	230	0.873333333333333	ion channels	3
0.486666666666667	ion channels	0.604778523943387	gene classes	230	0.873333333333333	ion channels	3
0.493333333333333	ion channels	0.634415861779762	gene classes	230	0.873333333333333	ion channels	3
0.5	ion channels	0.663788495220983	gene classes	230	0.873333333333333	ion channels	3
0.506666666666667	ion channels	0.692706198185086	gene classes	230	0.873333333333333	ion channels	3
0.513333333333334	ion channels	0.721013562157328	gene classes	230	0.873333333333333	ion channels	3
