p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	pct_diff
9.87415435358712e-06	1.17152504464751	0.608	0.293	0.547018277034373	Rpsa	0.315
9.93942761554694e-06	0.895056691087679	0.424	0.049	0.550634350473685	Atp6v1f	0.375
9.99386464616969e-06	1.01277433426805	0.512	0.146	0.553650107533155	Rpl10	0.366
1.00182742006051e-05	1.13678740319888	0.544	0.195	0.555002372439322	Rps11	0.349
1.00901562496159e-05	1.25003904524113	0.584	0.244	0.558984566072469	Rps24	0.34
1.03155102608154e-05	0.8399223700397	0.36	0	0.571468952938912	Ndufa8	0.36
1.03155102608154e-05	0.730817092674157	0.36	0	0.571468952938912	Psmb6	0.36
1.03927745859224e-05	-0.435219541008739	0.048	0.293	0.575749319285514	Foxo3	-0.245
1.05327340170719e-05	0.971591329068565	0.528	0.146	0.583502931811766	Rpl32	0.382
1.05928232241385e-05	1.49719778819644	0.56	0.244	0.586831813794048	Hspa8	0.316
1.08975680513707e-05	0.924288778704505	0.512	0.122	0.603714372477886	Rpl39	0.39
1.09288774438734e-05	-0.844350979618514	0.808	0.927	0.605448881513143	Slc38a2	-0.119
1.10354190084798e-05	1.12427349217165	0.552	0.22	0.611351177650774	Pkm	0.332
1.20794284599636e-05	1.03750864826774	0.528	0.171	0.669188257253521	Rpl35a	0.357
1.21081944460421e-05	0.936030087096212	0.456	0.073	0.670781864116287	Arl6ip5	0.383
1.25268748994905e-05	1.28731252956871	0.616	0.341	0.693976342556872	Hsp90aa1	0.275
1.3350384399962e-05	-0.603577216633422	0.856	0.976	0.739597945373496	Baiap3	-0.12
1.34779888678933e-05	0.899248940036613	0.384	0.024	0.746667105292423	Atp5e	0.36
1.38099120420959e-05	-0.616450313922557	0.424	0.805	0.765055317220069	Smg5	-0.381
1.48447604138362e-05	0.811272726526255	0.408	0.049	0.822384882166113	Uqcr11	0.359
1.50331783921729e-05	0.957960615185017	0.456	0.098	0.832823049747988	Rps4x	0.358
1.52997262339289e-05	0.714855380854819	0.384	0.024	0.847589533633425	Fabp5	0.36
1.69928198079718e-05	0.942903141305712	0.464	0.098	0.941385224541832	Rpl34	0.366
1.72498903377175e-05	0.98741233367684	0.536	0.195	0.955626674819209	Atp6v1d	0.341
1.7666646256344e-05	0.957884073645537	0.464	0.098	0.978714535955202	mt-Nd4	0.366
1.77536114231179e-05	-0.795361658519325	0.184	0.512	0.983532319229307	Nr4a1	-0.328
1.788673908105e-05	1.00876990713431	0.472	0.122	0.990907458351091	Tubb5	0.35
1.82840865290421e-05	0.778859173813252	0.464	0.073	1	Ndufc1	0.391
1.94438426073666e-05	1.02187993061609	0.44	0.073	1	Rpl28	0.367
1.96651796893193e-05	0.530107742128296	0.984	0.976	1	Snhg14	0.00800000000000001
1.98981946849067e-05	1.01876758131965	0.632	0.293	1	Cd81	0.339
2.033671565837e-05	-0.670012834850635	0.984	1	1	Asic2	-0.016
2.09323972120725e-05	0.919711308395606	0.512	0.146	1	Rps5	0.366
2.09685181481611e-05	0.783405726340679	0.432	0.073	1	Smdt1	0.359
2.1040239337315e-05	1.05966031680339	0.512	0.171	1	Rps28	0.341
2.21700673453404e-05	0.924272797673055	0.4	0.049	1	Rpl36a	0.351
2.24156947758704e-05	-0.633945907332574	0.176	0.512	1	ENSMUSG00000118193	-0.336
2.31749052889814e-05	-0.728219872852222	0.296	0.634	1	Mboat2	-0.338
2.35065589282168e-05	-0.555064476823869	0.192	0.512	1	Mthfr	-0.32
2.47373477604814e-05	0.859100377123866	0.512	0.146	1	Vstm2l	0.366
2.5832616014478e-05	-0.277480663276476	0.008	0.171	1	Dse	-0.163
2.65443345382307e-05	0.970590257519299	0.432	0.073	1	Tmem147	0.359
2.75405279134525e-05	-0.404232093715313	0.056	0.293	1	Ppcs	-0.237
2.8057858858458e-05	0.917725009980492	0.536	0.171	1	Ndufa11	0.365
2.82548729293067e-05	0.977828625147837	0.512	0.171	1	Rpl14	0.341
2.85530548155481e-05	-0.589626060064071	0.288	0.634	1	Mecr	-0.346
2.93140727831867e-05	-0.453216268596711	0.144	0.463	1	Nphp4	-0.319
2.98356163967089e-05	0.849461961676784	0.432	0.073	1	Nme1	0.359
3.0753282081918e-05	-0.67139642145284	0.328	0.634	1	Ubl3	-0.306
3.37081943016215e-05	-0.621633270758687	0.456	0.805	1	Rapgef2	-0.349
3.78170697663808e-05	-0.595304234709457	0.368	0.659	1	Fam13c	-0.291
3.98178216598068e-05	-0.59096495399723	0.776	0.951	1	Cit	-0.175
4.02457723719258e-05	-0.459554182787044	0.136	0.439	1	Fbxl16	-0.303
4.30118746459562e-05	0.591027597332634	0.32	0	1	Rpl24	0.32
4.3036395279434e-05	-0.273424369544653	0.016	0.195	1	Bcar3	-0.179
4.38687069694994e-05	0.806373156545785	0.448	0.098	1	mt-Nd2	0.35
4.6101458400552e-05	-0.545703122925309	0.136	0.439	1	Hdac5	-0.303
4.6166790278088e-05	-0.692894714868981	0.648	0.878	1	Srsf10	-0.23
4.85801110184509e-05	-0.583095192440178	0.6	0.878	1	Prickle2	-0.278
4.96072346553054e-05	-0.652599193365998	0.48	0.78	1	Lrp8	-0.3
5.36854973033443e-05	0.898867437049157	0.384	0.049	1	Pcp4	0.335
5.38429175143997e-05	-0.408659995732634	0.096	0.366	1	Paqr9	-0.27
5.46130112562972e-05	1.14359837387836	0.568	0.293	1	Cox5b	0.275
5.4964385015241e-05	0.780593152827397	0.488	0.171	1	Npm1	0.317
5.53280774286494e-05	-0.452193957048697	0.12	0.39	1	Pitpnm3	-0.27
5.54588586409935e-05	0.758789730765981	0.496	0.146	1	Mif	0.35
5.59162012985747e-05	0.758296454674262	0.416	0.073	1	Dpm3	0.343
5.69098914240215e-05	0.444297470834875	0.984	1	1	Atp6v0b	-0.016
5.69385485405771e-05	0.966457759484947	0.512	0.195	1	Erp29	0.317
5.97620909555357e-05	-0.541596239474616	0.088	0.341	1	Sik1	-0.253
6.0943942339239e-05	1.04761004475361	0.584	0.317	1	Nsg1	0.267
6.38879401631138e-05	-0.415210625817395	0.04	0.244	1	Rsad1	-0.204
6.4770082453228e-05	-0.961306682459331	0.792	0.927	1	Pde10a	-0.135
6.48038523211429e-05	0.85251970464351	0.656	0.39	1	Ssr4	0.266
6.49670592934551e-05	1.0011411575817	0.672	0.488	1	Stmn1	0.184
6.51484633505047e-05	-0.507692685195164	0.12	0.39	1	Fads1	-0.27
6.69450150421833e-05	0.889061792633911	0.584	0.293	1	Uqcrq	0.291
6.83122356545319e-05	0.749146254539629	0.44	0.098	1	Aldoc	0.342
7.24993728904194e-05	0.94681463784962	0.56	0.268	1	Ndufc2	0.292
7.42865037841703e-05	0.794789815354154	0.424	0.073	1	Rps23	0.351
7.51453462219987e-05	-0.53683328783296	0.368	0.732	1	Ttc7b	-0.364
7.87365672276783e-05	0.761757638181646	0.528	0.195	1	Rps14	0.333
7.95894098302755e-05	-0.265778696292035	0	0.122	1	Wipf1	-0.122
7.95894098302755e-05	-0.196929297124289	0	0.122	1	Col8a1	-0.122
7.96672763316152e-05	0.773025732615527	0.456	0.122	1	Atp5mpl	0.334
8.17009612071928e-05	-0.473118365154297	0.936	1	1	Rere	-0.064
8.24193691800079e-05	0.807694845582685	0.4	0.073	1	Timm8b	0.327
8.3895423879817e-05	0.796646241379901	0.464	0.146	1	Uqcr10	0.318
8.46385596367384e-05	0.859194796821396	0.576	0.293	1	Dynll1	0.283
8.62127985927566e-05	0.808590388281319	0.472	0.146	1	Ndufa2	0.326
8.82286253064338e-05	-0.648929120340396	0.424	0.732	1	Klhl3	-0.308
8.91047138839975e-05	0.680576834027733	0.336	0.024	1	Rps25	0.312
9.01739379260906e-05	1.01570538475162	0.56	0.268	1	Rpl8	0.292
9.59849217193034e-05	-0.471309447678866	0.328	0.683	1	Epb41l4b	-0.355
9.7998810882341e-05	0.888495814208563	0.56	0.268	1	Atp5k	0.292
9.82248620566316e-05	-0.478822283579725	0.904	1	1	Dst	-0.096
0.000100470748285213	0.863582476850466	0.512	0.22	1	Ppib	0.292
0.000100692530453874	0.739219033655735	0.392	0.073	1	Tmem222	0.319
0.000101988657070545	-0.658774845393653	0.712	0.976	1	Tcaf1	-0.264
0.000105460377096315	-0.443673483159792	0.12	0.39	1	Tarbp2	-0.27
0.000106120429466035	-0.688838633114907	0.672	0.927	1	Tmcc3	-0.255
0.000108898549253511	-0.538893541905381	0.16	0.463	1	Pcsk1	-0.303
0.000109306187835763	0.748339517996169	0.568	0.268	1	Tmem30a	0.3
0.000109900674585705	-0.680103177119752	0.84	1	1	Dclk1	-0.16
0.00011082225800005	-0.538224735265175	0.648	0.878	1	Mat2a	-0.23
0.000112838180771713	0.860411384777884	0.728	0.61	1	Cox8a	0.118
0.000112897126692757	0.837609650751948	0.592	0.317	1	Tmem59	0.275
0.000113932879060948	-0.532192360122074	0.872	0.976	1	Grin1	-0.104
0.00011573165974711	-0.719321788709107	0.264	0.537	1	Polr2a	-0.273
0.000118182025399911	0.775860517956687	0.472	0.146	1	Sec11c	0.326
0.000118722657054994	-0.564572478062401	0.152	0.415	1	Per1	-0.263
0.000123054960754555	0.750036767591234	0.608	0.317	1	Atp5g1	0.291
0.00012305556324392	-0.563244137325691	0.368	0.659	1	Ctif	-0.291
0.000124525435917948	0.665121400386148	0.584	0.268	1	C1qtnf4	0.316
0.000125707663779112	-0.484885398985496	0.304	0.634	1	Usp13	-0.33
0.000125936812490064	0.681120376058727	0.392	0.073	1	Tm2d2	0.319
0.000128163965494996	0.769678011013492	0.448	0.122	1	Uqcrb	0.326
0.000129078136346985	-0.239039066463205	0.008	0.146	1	Gm45124	-0.138
0.000129437888291505	-0.465268293847753	0.904	1	1	Ppp2r2b	-0.096
0.000129907243152636	0.826428608567045	0.592	0.341	1	Pdia3	0.251
0.000132348370302383	0.861672135441514	0.416	0.098	1	Ndufb10	0.318
0.000134551918035495	1.05792035294017	0.648	0.512	1	Aldoa	0.136
0.000137151546743936	-0.558075977854308	0.352	0.659	1	Cx3cl1	-0.307
0.0001385866526645	0.947739917122248	0.528	0.268	1	Rplp2	0.26
0.000139729871105661	-0.482100772097621	0.168	0.463	1	Trp53inp2	-0.295
0.000141787089548737	-0.482340976727179	0.328	0.634	1	5830417I10Rik	-0.306
0.000142457358414693	0.934864302190181	0.472	0.171	1	Rab3a	0.301
0.000147530975532327	-0.492877742574877	0.936	1	1	Camta1	-0.064
0.000147668512904576	-0.418822700488828	0.024	0.195	1	Jade2	-0.171
0.000148284959911937	0.782641717020459	0.432	0.122	1	Rpl18	0.31
0.000150544223711083	0.837575846030418	0.456	0.122	1	Calb2	0.334
0.00015094927376155	-0.447043775108919	0.952	0.976	1	Rims1	-0.024
0.000152574629722078	0.928675464960509	0.608	0.39	1	Atp5md	0.218
0.000160946738109476	-0.562786266279501	0.68	0.854	1	Mapre2	-0.174
0.000161392172241112	0.698905050506998	0.832	0.61	1	Clk1	0.222
0.000163964909162752	-0.273533760430594	0.024	0.195	1	Sh2d6	-0.171
0.000166704271969702	0.539970541425983	0.28	0	1	Myl12b	0.28
0.000169551718466087	0.78463405863729	0.464	0.171	1	Tmco1	0.293
0.000169986060616694	0.755806919877253	0.808	0.707	1	Rpl41	0.101
0.000174595937053978	0.965405327894243	0.568	0.317	1	Tspan3	0.251
0.000176876206361568	-0.235479910666786	0.016	0.171	1	Hsd17b7	-0.155
0.000178794252296532	-0.617691313070226	0.856	0.976	1	Pak3	-0.12
0.000179215103787601	-0.668301693350609	0.504	0.829	1	Mprip	-0.325
0.000179857417219784	-0.625330737404467	0.272	0.561	1	Castor2	-0.289
0.000185174255389973	-0.530488026968028	0.136	0.415	1	Adamts18	-0.279
0.00018736344853646	-0.522655174180491	0.688	0.927	1	Gnaq	-0.239
0.00018799789384178	-0.584728740387994	0.088	0.317	1	Fam189b	-0.229
0.000188277213524909	-0.537898550487893	0.256	0.561	1	Zfp64	-0.305
0.000192523043752485	1.30324461144185	0.352	0.049	1	Pmch	0.303
0.000193545306886008	0.9322383456857	0.536	0.293	1	Ndufa5	0.243
0.000196181185120723	0.634952661013951	0.352	0.049	1	Ndufs6	0.303
0.000196592780118298	-0.397242473493407	0.112	0.366	1	Max	-0.254
0.000200178196131782	-0.367749146364282	0.168	0.463	1	1110046J04Rik	-0.295
0.000206965526152447	0.925663660460352	0.616	0.366	1	Tuba1a	0.25
0.000213641198691178	0.821917128497232	0.512	0.195	1	Avp	0.317
0.000216790795981192	0.581886879106502	0.272	0	1	Ndufb6	0.272
0.000217364901855446	0.662852939814773	0.76	0.512	1	Vps13a	0.248
0.000223525105114549	-0.480334516565065	0.24	0.537	1	Pnkp	-0.297
0.000223581588369362	0.845395328356022	0.632	0.415	1	Canx	0.217
0.000225453855999241	0.753657666695341	0.416	0.098	1	Romo1	0.318
0.000234427430691577	-0.442534645941618	0.216	0.537	1	Pfkfb4	-0.321
0.000237992374226119	-0.635131699494353	0.688	0.951	1	Arih1	-0.263
0.000238296347192128	-0.56682526073841	0.24	0.488	1	Hid1	-0.248
0.00024041948126611	0.832765280940596	0.536	0.244	1	Sncb	0.292
0.000243620309503192	0.642074289847699	0.312	0.024	1	Hcrt	0.288
0.000249588889962307	0.709250573652597	0.576	0.268	1	Sumo2	0.308
0.000253308547566374	0.615389033861626	0.312	0.024	1	Dctn3	0.288
0.000256910870593239	-0.479006912447195	0.304	0.634	1	Ddx55	-0.33
0.000257617131094941	-0.401115029028079	0.984	1	1	Anks1b	-0.016
0.000257626565077335	0.638566243960776	0.832	0.732	1	Slc22a17	0.1
0.000262907391411122	-0.307954291525813	0.096	0.341	1	Osbpl7	-0.245
0.000268687652615103	-0.350610228526366	0.376	0.732	1	Fbxl20	-0.356
0.000271727683950093	0.876499844309918	0.536	0.268	1	Rpl3	0.268
0.000274625862053841	0.768213498404152	0.664	0.439	1	Oaz1	0.225
0.000276191842966785	-0.363358864317109	0.088	0.317	1	Fiz1	-0.229
0.00028096068422834	0.568527662802146	0.368	0.073	1	Tomm7	0.295
0.00028711647217704	-0.726126181672927	0.432	0.707	1	Dgkg	-0.275
0.000287491992130216	0.585227203253608	0.456	0.122	1	Ndufs5	0.334
0.000302549481413282	-0.554044208434108	0.36	0.683	1	Slc6a1	-0.323
0.000314311270386828	-0.37328253436108	0.248	0.561	1	Snx4	-0.313
0.000315860276158524	-0.491918704631801	0.264	0.561	1	Klhl12	-0.297
0.000318484408283204	0.757097344861824	0.632	0.39	1	Itm2c	0.242
0.000323496079304142	-0.424948101916682	0.208	0.488	1	Gmeb2	-0.28
0.000329812377661623	-0.621067367938957	0.664	0.878	1	Zfp612	-0.214
0.000336044083361674	-0.555503946207985	0.224	0.512	1	Shc2	-0.288
0.000336044083361674	0.601913325513079	0.368	0.073	1	Ndufb7	0.295
0.000346634354869252	0.671952865019627	0.416	0.122	1	Cyc1	0.294
0.000346821418819658	-0.468513505741385	0.4	0.707	1	Ank1	-0.307
0.000351421758321658	-0.450839727023483	0.608	0.854	1	Hnrnpl	-0.246
0.000351612486107759	-0.583165555535856	0.504	0.805	1	5031439G07Rik	-0.301
0.000353694514182717	0.723303310842598	0.704	0.488	1	Npdc1	0.216
0.000354591895265029	0.938082929225079	0.64	0.463	1	Ywhah	0.177
0.000358197151112206	0.718897145163542	0.904	1	1	Nap1l5	-0.096
0.000363892557790877	0.714813562549963	0.4	0.098	1	Rpl35	0.302
0.000371585957466396	0.704618222883599	0.448	0.146	1	Pfdn5	0.302
0.00037628747942598	-0.403175024211313	0.064	0.268	1	Rab40b	-0.204
0.000382955800515164	-0.461512504266137	0.416	0.78	1	Acap2	-0.364
0.000384881822128401	0.626487253807403	0.36	0.073	1	Psmb4	0.287
0.000394859548140078	-0.564258304275584	0.584	0.902	1	Hspa4	-0.318
0.000397989209391431	0.595619410606982	0.296	0.024	1	mt-Co1	0.272
0.000405917635876173	0.563254237098696	0.36	0.073	1	Rps17	0.287
0.00040960924749331	-0.528505117074296	0.232	0.512	1	Tspan5	-0.28
0.000422380077673144	-0.417970830954771	0.376	0.732	1	Ankrd10	-0.356
0.000423686075194086	-0.632139550004709	0.44	0.732	1	Gstz1	-0.292
0.000432390344604011	-0.269857288137593	0.04	0.22	1	Neat1	-0.18
0.000433638328165579	-0.462189662583018	0.624	0.902	1	Crebzf	-0.278
0.000434152674217516	0.838577387638921	0.648	0.488	1	Rabac1	0.16
0.000435807122405414	-0.531031004167089	0.776	0.902	1	Enox1	-0.126
0.000436515818973077	-0.151356861165575	0	0.098	1	AA986860	-0.098
0.000436515818973077	-0.330471463986421	0	0.098	1	Fam107b	-0.098
0.000436515818973077	-0.156484500099654	0	0.098	1	Gm13261	-0.098
